台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,016","+1,385",32,9,1/146.7,1/188.0,1/668.4
1002,"2,106",-444,6,7,1/162.0,1/351.0,1/300.9
1003,"2,249",-15,9,5,1/160.6,1/249.9,1/449.8
1004,"4,264","+2,003",26,9,1/121.8,1/164.0,1/473.8
1005,"2,205",-479,6,6,1/183.8,1/367.5,1/367.5
1006,"4,112",+697,18,11,1/141.8,1/228.4,1/373.8
1007,"1,589","-1,218",1,5,1/264.8,1/1589.0,1/317.8
1008,"6,084",-156,19,25,1/138.3,1/320.2,1/243.4
1009,526,-515,0,0,1/0.0,1/0.0,1/0.0
1010,"6,190","-2,215",13,20,1/187.6,1/476.2,1/309.5
1011,"1,257",-950,2,1,1/419.0,1/628.5,1/1257.0
1012,"1,293","-1,006",2,1,1/431.0,1/646.5,1/1293.0
1013,"2,094",-244,7,5,1/174.5,1/299.1,1/418.8
1014,"2,620",-15,10,4,1/187.1,1/262.0,1/655.0
1015,"2,723",-150,10,5,1/181.5,1/272.3,1/544.6
1016,"1,641",-397,6,3,1/182.3,1/273.5,1/547.0
1017,"1,667",-379,4,5,1/185.2,1/416.8,1/333.4
1018,500,-126,1,1,1/250.0,1/500.0,1/500.0
1019,"7,480","+1,597",33,24,1/131.2,1/226.7,1/311.7
1020,"7,889",+582,31,22,1/148.8,1/254.5,1/358.6
1021,"6,641","+1,076",29,17,1/144.4,1/229.0,1/390.6
1022,"1,910",-450,6,5,1/173.6,1/318.3,1/382.0
1023,"2,288",-385,8,5,1/176.0,1/286.0,1/457.6
1024,"1,138",-915,2,1,1/379.3,1/569.0,1/1138.0
1025,415,-268,1,0,1/415.0,1/415.0,1/0.0
1026,"5,586",-688,16,22,1/147.0,1/349.1,1/253.9
1027,"8,466",+326,29,33,1/136.5,1/291.9,1/256.5
1028,810,-638,1,2,1/270.0,1/810.0,1/405.0
1029,"1,197",-756,2,2,1/299.2,1/598.5,1/598.5
1030,"5,621",-315,18,19,1/151.9,1/312.3,1/295.8
1031,"2,768",+512,12,10,1/125.8,1/230.7,1/276.8
1032,"9,388",+371,33,34,1/140.1,1/284.5,1/276.1
1033,"7,597",-547,24,23,1/161.6,1/316.5,1/330.3
1034,"7,651",+147,28,22,1/153.0,1/273.2,1/347.8
1035,"1,536",-15,7,2,1/170.7,1/219.4,1/768.0
1036,844,-379,2,1,1/281.3,1/422.0,1/844.0
1037,"9,013",-818,26,37,1/143.1,1/346.7,1/243.6
1038,"3,071",-962,7,9,1/191.9,1/438.7,1/341.2
1039,"1,814",-638,4,5,1/201.6,1/453.5,1/362.8
1040,"2,782",-197,9,10,1/146.4,1/309.1,1/278.2
1041,"8,964","+2,038",33,39,1/124.5,1/271.6,1/229.8
1042,"6,120","+1,241",29,22,1/120.0,1/211.0,1/278.2
1043,931,-644,2,0,1/465.5,1/465.5,1/0.0
1044,"1,807",+203,9,2,1/164.3,1/200.8,1/903.5
1045,"6,685","+1,826",29,25,1/123.8,1/230.5,1/267.4
1046,510,-362,1,0,1/510.0,1/510.0,1/0.0
1047,"7,803","+1,650",33,29,1/125.9,1/236.5,1/269.1
1048,"2,351",+26,9,3,1/195.9,1/261.2,1/783.7
1049,"1,803",-291,7,1,1/225.4,1/257.6,1/1803.0
1050,"3,811",-197,15,9,1/158.8,1/254.1,1/423.4
1069,908,-379,3,0,1/302.7,1/302.7,1/0.0
1070,"3,543",+829,17,8,1/141.7,1/208.4,1/442.9
1071,"3,280",-403,12,6,1/182.2,1/273.3,1/546.7
1072,"2,928",-562,9,9,1/162.7,1/325.3,1/325.3
1073,"3,647",-709,12,9,1/173.7,1/303.9,1/405.2
1074,"2,422","+1,100",14,5,1/127.5,1/173.0,1/484.4
1075,"5,013",+574,22,16,1/131.9,1/227.9,1/313.3
1076,"7,068","+1,512",29,28,1/124.0,1/243.7,1/252.4
1077,"3,495",-262,14,8,1/158.9,1/249.6,1/436.9
1078,"3,716",-279,13,10,1/161.6,1/285.8,1/371.6
1079,"8,167",-256,27,26,1/154.1,1/302.5,1/314.1
1080,"6,804","+1,988",33,25,1/117.3,1/206.2,1/272.2
1081,"5,918",-676,20,17,1/159.9,1/295.9,1/348.1
1082,410,-615,0,0,1/0.0,1/0.0,1/0.0
1083,"3,892",+135,15,12,1/144.1,1/259.5,1/324.3
1084,"2,155",-109,8,6,1/153.9,1/269.4,1/359.2
1085,"6,465","+1,088",29,17,1/140.5,1/222.9,1/380.3
1086,"4,449","+1,571",22,16,1/117.1,1/202.2,1/278.1
1087,"1,965",-426,6,5,1/178.6,1/327.5,1/393.0
1088,981,-762,2,0,1/490.5,1/490.5,1/0.0
1089,"1,707",-374,6,3,1/189.7,1/284.5,1/569.0
1090,980,-638,3,0,1/326.7,1/326.7,1/0.0
1091,"5,194",-103,19,13,1/162.3,1/273.4,1/399.5
1092,"4,194",+947,20,11,1/135.3,1/209.7,1/381.3
1093,"1,752",-56,7,2,1/194.7,1/250.3,1/876.0
1094,"8,127","+3,871",44,26,1/116.1,1/184.7,1/312.6
1095,"2,552",+85,11,6,1/150.1,1/232.0,1/425.3
1096,"4,032",-253,15,11,1/155.1,1/268.8,1/366.5
1097,"5,273",-244,16,22,1/138.8,1/329.6,1/239.7
1098,959,-985,1,0,1/959.0,1/959.0,1/0.0
1099,"5,480",-915,16,14,1/182.7,1/342.5,1/391.4
