機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,936","+2,741",37,3,0,1/48.4,1/52.3,1/645.3,1/0.0
スマスロ北斗の拳,343,"1,638","-1,077",9,3,0,1/136.5,1/182.0,1/546.0,1/0.0
スマスロ北斗の拳,344,"2,764",+737,32,11,0,1/64.3,1/86.4,1/251.3,1/0.0
スマスロ北斗の拳,345,848,-877,3,2,0,1/169.6,1/282.7,1/424.0,1/0.0
スマスロ北斗の拳,346,"2,007",-564,17,5,0,1/91.2,1/118.1,1/401.4,1/0.0
スマスロ北斗の拳,347,777,+143,12,3,0,1/51.8,1/64.8,1/259.0,1/0.0
スマスロ北斗の拳,348,"2,940","+2,333",52,8,0,1/49.0,1/56.5,1/367.5,1/0.0
スマスロ北斗の拳,349,709,-548,3,2,0,1/141.8,1/236.3,1/354.5,1/0.0
アイムジャグラーEX-TP,319,"4,777","+2,253",25,14,0,1/122.5,1/191.1,1/341.2,1/0.0
アイムジャグラーEX-TP,320,688,-380,1,1,0,1/344.0,1/688.0,1/688.0,1/0.0
アイムジャグラーEX-TP,321,915,-295,2,3,0,1/183.0,1/457.5,1/305.0,1/0.0
アイムジャグラーEX-TP,322,"1,627",+355,6,7,0,1/125.2,1/271.2,1/232.4,1/0.0
アイムジャグラーEX-TP,323,898,+435,5,1,0,1/149.7,1/179.6,1/898.0,1/0.0
アイムジャグラーEX-TP,324,"4,562",+431,20,10,0,1/152.1,1/228.1,1/456.2,1/0.0
アイムジャグラーEX-TP,325,"1,225",-145,5,1,0,1/204.2,1/245.0,1/1225.0,1/0.0
マイジャグラーV,313,"4,855",+640,19,13,0,1/151.7,1/255.5,1/373.5,1/0.0
マイジャグラーV,314,655,-251,1,2,0,1/218.3,1/655.0,1/327.5,1/0.0
マイジャグラーV,315,"2,224",-679,7,6,0,1/171.1,1/317.7,1/370.7,1/0.0
マイジャグラーV,316,"2,942",-427,10,8,0,1/163.4,1/294.2,1/367.8,1/0.0
マイジャグラーV,317,"1,928",-557,6,3,0,1/214.2,1/321.3,1/642.7,1/0.0
マイジャグラーV,318,"1,436",-385,4,4,0,1/179.5,1/359.0,1/359.0,1/0.0
ハッピージャグラーVIII,330,526,-459,1,0,0,1/526.0,1/526.0,1/0.0,1/0.0
