機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,931","+1,233",66,13,0,1/62.4,1/74.7,1/379.3,1/0.0
スマスロ北斗の拳,343,"1,683",-535,15,2,0,1/99.0,1/112.2,1/841.5,1/0.0
スマスロ北斗の拳,344,"7,167","+1,930",82,23,0,1/68.3,1/87.4,1/311.6,1/0.0
スマスロ北斗の拳,345,"5,141","+5,547",98,18,0,1/44.3,1/52.5,1/285.6,1/0.0
スマスロ北斗の拳,346,"5,024","+6,465",101,15,0,1/43.3,1/49.7,1/334.9,1/0.0
スマスロ北斗の拳,347,"5,096","-1,465",46,12,0,1/87.9,1/110.8,1/424.7,1/0.0
スマスロ北斗の拳,348,"2,960","-1,244",24,5,0,1/102.1,1/123.3,1/592.0,1/0.0
スマスロ北斗の拳,349,"4,481","-2,581",34,6,0,1/112.0,1/131.8,1/746.8,1/0.0
アイムジャグラーEX-TP,319,"8,023","+1,791",32,33,0,1/123.4,1/250.7,1/243.1,1/0.0
アイムジャグラーEX-TP,320,"8,143",-227,30,23,0,1/153.6,1/271.4,1/354.0,1/0.0
アイムジャグラーEX-TP,321,"7,634","+1,453",33,24,0,1/133.9,1/231.3,1/318.1,1/0.0
アイムジャグラーEX-TP,322,"6,508",+965,29,23,0,1/125.2,1/224.4,1/283.0,1/0.0
アイムジャグラーEX-TP,323,"7,874",+942,28,31,0,1/133.5,1/281.2,1/254.0,1/0.0
アイムジャグラーEX-TP,324,"5,067","-1,384",15,13,0,1/181.0,1/337.8,1/389.8,1/0.0
アイムジャグラーEX-TP,325,"7,504","+2,256",33,32,0,1/115.4,1/227.4,1/234.5,1/0.0
マイジャグラーV,313,"5,464",-564,18,17,0,1/156.1,1/303.6,1/321.4,1/0.0
マイジャグラーV,314,"5,734",-552,22,12,0,1/168.6,1/260.6,1/477.8,1/0.0
マイジャグラーV,315,"6,856","-1,174",21,24,0,1/152.4,1/326.5,1/285.7,1/0.0
マイジャグラーV,316,"4,734","-2,349",10,9,0,1/249.2,1/473.4,1/526.0,1/0.0
マイジャグラーV,317,"6,921",-110,24,24,0,1/144.2,1/288.4,1/288.4,1/0.0
マイジャグラーV,318,"7,017",-110,24,25,0,1/143.2,1/292.4,1/280.7,1/0.0
ハッピージャグラーVIII,326,"4,816",-99,18,9,0,1/178.4,1/267.6,1/535.1,1/0.0
ハッピージャグラーVIII,327,"3,336",-355,12,8,0,1/166.8,1/278.0,1/417.0,1/0.0
ハッピージャグラーVIII,328,"2,757",-390,9,8,0,1/162.2,1/306.3,1/344.6,1/0.0
ハッピージャグラーVIII,329,"7,503","+3,047",36,32,0,1/110.3,1/208.4,1/234.5,1/0.0
ハッピージャグラーVIII,330,"7,378","+2,116",29,32,0,1/121.0,1/254.4,1/230.6,1/0.0
ゴーゴージャグラー3,335,"4,953",-343,19,21,0,1/123.8,1/260.7,1/235.9,1/0.0
ゴーゴージャグラー3,336,"4,186",+134,17,15,0,1/130.8,1/246.2,1/279.1,1/0.0
ゴーゴージャグラー3,337,"6,987","+1,360",28,34,0,1/112.7,1/249.5,1/205.5,1/0.0
ゴーゴージャグラー3,338,"4,302","-1,012",14,7,0,1/204.9,1/307.3,1/614.6,1/0.0
ハナハナホウオウ～天翔～,424,825,-413,3,0,0,1/275.0,1/275.0,1/0.0,1/0.0
