機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"3,091",27,9,0,1/85.9,1/114.5,1/343.4,1/0.0
スマスロ北斗の拳,343,"1,423",7,3,0,1/142.3,1/203.3,1/474.3,1/0.0
スマスロ北斗の拳,344,"2,021",7,4,0,1/183.7,1/288.7,1/505.2,1/0.0
スマスロ北斗の拳,345,"1,572",8,3,0,1/142.9,1/196.5,1/524.0,1/0.0
スマスロ北斗の拳,346,"3,758",43,10,0,1/70.9,1/87.4,1/375.8,1/0.0
スマスロ北斗の拳,347,"4,722",37,12,0,1/96.4,1/127.6,1/393.5,1/0.0
スマスロ北斗の拳,348,"1,338",40,4,0,1/30.4,1/33.5,1/334.5,1/0.0
スマスロ北斗の拳,349,"3,170",49,7,0,1/56.6,1/64.7,1/452.9,1/0.0
アイムジャグラーEX-TP,319,"4,412",11,15,0,1/169.7,1/401.1,1/294.1,1/0.0
アイムジャグラーEX-TP,320,922,2,2,0,1/230.5,1/461.0,1/461.0,1/0.0
アイムジャグラーEX-TP,321,"3,546",12,6,0,1/197.0,1/295.5,1/591.0,1/0.0
アイムジャグラーEX-TP,322,"3,137",19,5,0,1/130.7,1/165.1,1/627.4,1/0.0
アイムジャグラーEX-TP,323,"1,966",4,5,0,1/218.4,1/491.5,1/393.2,1/0.0
アイムジャグラーEX-TP,324,"4,853",19,7,0,1/186.7,1/255.4,1/693.3,1/0.0
アイムジャグラーEX-TP,325,"1,806",2,4,0,1/301.0,1/903.0,1/451.5,1/0.0
マイジャグラーV,313,"4,512",16,9,0,1/180.5,1/282.0,1/501.3,1/0.0
マイジャグラーV,314,"5,385",21,15,0,1/149.6,1/256.4,1/359.0,1/0.0
マイジャグラーV,315,"4,391",11,17,0,1/156.8,1/399.2,1/258.3,1/0.0
マイジャグラーV,316,"3,864",15,11,0,1/148.6,1/257.6,1/351.3,1/0.0
マイジャグラーV,317,"4,657",17,15,0,1/145.5,1/273.9,1/310.5,1/0.0
マイジャグラーV,318,"2,527",10,3,0,1/194.4,1/252.7,1/842.3,1/0.0
ハッピージャグラーVIII,326,"3,199",14,8,0,1/145.4,1/228.5,1/399.9,1/0.0
ハッピージャグラーVIII,327,"4,845",20,12,0,1/151.4,1/242.2,1/403.8,1/0.0
ハッピージャグラーVIII,328,"1,584",4,6,0,1/158.4,1/396.0,1/264.0,1/0.0
ハッピージャグラーVIII,329,"3,791",20,11,0,1/122.3,1/189.6,1/344.6,1/0.0
ハッピージャグラーVIII,330,"1,190",6,1,0,1/170.0,1/198.3,1/1190.0,1/0.0
ゴーゴージャグラー3,335,"4,400",14,15,0,1/151.7,1/314.3,1/293.3,1/0.0
ゴーゴージャグラー3,336,"2,340",3,4,0,1/334.3,1/780.0,1/585.0,1/0.0
ゴーゴージャグラー3,337,"2,566",10,12,0,1/116.6,1/256.6,1/213.8,1/0.0
ゴーゴージャグラー3,338,"5,929",22,18,0,1/148.2,1/269.5,1/329.4,1/0.0
ハナハナホウオウ～天翔～,424,59,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,488,1,2,0,1/162.7,1/488.0,1/244.0,1/0.0
ハナハナホウオウ～天翔～,426,"1,295",4,4,0,1/161.9,1/323.8,1/323.8,1/0.0
ハナハナホウオウ～天翔～,427,33,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,371,"1,924",0,2,28,1/64.1,1/0.0,1/962.0,1/68.7
ゴッドイーター リザレクション,372,"3,700",0,5,18,1/160.9,1/0.0,1/740.0,1/205.6
ゴッドイーター リザレクション,373,"2,374",0,4,10,1/169.6,1/0.0,1/593.5,1/237.4
ファンキージャグラー2,339,"1,648",5,4,0,1/183.1,1/329.6,1/412.0,1/0.0
ファンキージャグラー2,340,"5,876",21,14,0,1/167.9,1/279.8,1/419.7,1/0.0
ファンキージャグラー2,341,"2,517",5,6,0,1/228.8,1/503.4,1/419.5,1/0.0
押忍！番長4,374,"2,538",0,3,13,1/158.6,1/0.0,1/846.0,1/195.2
押忍！番長4,375,726,0,1,6,1/103.7,1/0.0,1/726.0,1/121.0
押忍！番長4,376,"3,247",0,8,17,1/129.9,1/0.0,1/405.9,1/191.0
炎炎ノ消防隊,398,"1,898",0,6,6,1/158.2,1/0.0,1/316.3,1/316.3
炎炎ノ消防隊,399,"1,006",0,4,3,1/143.7,1/0.0,1/251.5,1/335.3
炎炎ノ消防隊,400,"3,076",0,10,23,1/93.2,1/0.0,1/307.6,1/133.7
D4DJ Pachi‐Slot Mix,356,76,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,357,"5,004",31,0,35,1/75.8,1/161.4,1/0.0,1/143.0
L南国育ち,358,"1,321",8,8,0,1/82.6,1/165.1,1/165.1,1/0.0
L南国育ち,359,"2,288",21,11,0,1/71.5,1/109.0,1/208.0,1/0.0
Re:ゼロから始める異世界生活 season2,362,817,0,0,7,1/116.7,1/0.0,1/0.0,1/116.7
Re:ゼロから始める異世界生活 season2,363,570,0,0,5,1/114.0,1/0.0,1/0.0,1/114.0
ありふれた職業で世界最強,366,"2,792",0,12,12,1/116.3,1/0.0,1/232.7,1/232.7
ありふれた職業で世界最強,367,858,0,3,3,1/143.0,1/0.0,1/286.0,1/286.0
サンダーVライトニング,422,"3,332",11,8,0,1/175.4,1/302.9,1/416.5,1/0.0
サンダーVライトニング,423,"1,758",8,5,0,1/135.2,1/219.8,1/351.6,1/0.0
ジャグラーガールズ,333,"1,308",4,1,0,1/261.6,1/327.0,1/1308.0,1/0.0
ジャグラーガールズ,334,"6,233",23,19,0,1/148.4,1/271.0,1/328.1,1/0.0
ダンベル何キロ持てる？,403,"5,012",0,18,114,1/38.0,1/0.0,1/278.4,1/44.0
ダンベル何キロ持てる？,404,821,0,4,17,1/39.1,1/0.0,1/205.2,1/48.3
バンドリ！,401,"1,029",0,2,2,1/257.2,1/0.0,1/514.5,1/514.5
バンドリ！,402,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ミスタージャグラー,331,"5,089",17,11,0,1/181.8,1/299.4,1/462.6,1/0.0
ミスタージャグラー,332,"2,872",7,5,0,1/239.3,1/410.3,1/574.4,1/0.0
モンキーターンV,369,"1,964",0,4,6,1/196.4,1/0.0,1/491.0,1/327.3
モンキーターンV,370,"2,084",0,5,8,1/160.3,1/0.0,1/416.8,1/260.5
戦国乙女4 戦乱に閃く炯眼の軍師,364,"1,270",4,0,2,1/211.7,1/317.5,1/0.0,1/635.0
戦国乙女4 戦乱に閃く炯眼の軍師,365,"6,854",33,0,22,1/124.6,1/207.7,1/0.0,1/311.5
戦姫絶唱シンフォギア 正義の歌,352,578,0,2,5,1/82.6,1/0.0,1/289.0,1/115.6
戦姫絶唱シンフォギア 正義の歌,353,"1,342",0,4,8,1/111.8,1/0.0,1/335.5,1/167.8
押忍!番長ZERO,390,"3,100",0,2,28,1/103.3,1/0.0,1/1550.0,1/110.7
押忍!番長ZERO,391,221,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,551,3,0,0,1/183.7,1/183.7,1/0.0,1/0.0
沖ドキ!GOLD,429,"2,609",16,9,0,1/104.4,1/163.1,1/289.9,1/0.0
甲鉄城のカバネリ,396,"3,670",0,7,38,1/81.6,1/0.0,1/524.3,1/96.6
