機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"2,125",6,3,1/236.1,1/354.2,1/708.3
アイムジャグラーEX-TP,462,545,1,0,1/545.0,1/545.0,1/0.0
アイムジャグラーEX-TP,463,"2,200",8,5,1/169.2,1/275.0,1/440.0
アイムジャグラーEX-TP,464,838,2,1,1/279.3,1/419.0,1/838.0
アイムジャグラーEX-TP,478,"1,222",3,2,1/244.4,1/407.3,1/611.0
アイムジャグラーEX-TP,479,"3,377",10,14,1/140.7,1/337.7,1/241.2
アイムジャグラーEX-TP,480,870,4,1,1/174.0,1/217.5,1/870.0
アイムジャグラーEX-TP,481,"4,836",21,12,1/146.5,1/230.3,1/403.0
アイムジャグラーEX-TP,482,"1,335",4,5,1/148.3,1/333.8,1/267.0
アイムジャグラーEX-TP,483,536,2,1,1/178.7,1/268.0,1/536.0
アイムジャグラーEX-TP,484,"2,313",6,4,1/231.3,1/385.5,1/578.2
アイムジャグラーEX-TP,485,"3,663",18,8,1/140.9,1/203.5,1/457.9
アイムジャグラーEX-TP,486,"1,707",6,5,1/155.2,1/284.5,1/341.4
アイムジャグラーEX-TP,487,"2,091",10,2,1/174.2,1/209.1,1/1045.5
アイムジャグラーEX-TP,488,"1,875",6,7,1/144.2,1/312.5,1/267.9
アイムジャグラーEX-TP,489,"2,964",13,6,1/156.0,1/228.0,1/494.0
アイムジャグラーEX-TP,500,"2,246",10,6,1/140.4,1/224.6,1/374.3
アイムジャグラーEX-TP,501,"3,441",21,11,1/107.5,1/163.9,1/312.8
アイムジャグラーEX-TP,502,"1,564",6,2,1/195.5,1/260.7,1/782.0
アイムジャグラーEX-TP,503,"1,450",3,2,1/290.0,1/483.3,1/725.0
アイムジャグラーEX-TP,504,"3,170",8,11,1/166.8,1/396.2,1/288.2
アイムジャグラーEX-TP,505,570,2,0,1/285.0,1/285.0,1/0.0
アイムジャグラーEX-TP,506,749,2,1,1/249.7,1/374.5,1/749.0
アイムジャグラーEX-TP,507,"5,298",23,19,1/126.1,1/230.3,1/278.8
アイムジャグラーEX-TP,508,"1,444",7,3,1/144.4,1/206.3,1/481.3
アイムジャグラーEX-TP,509,"1,673",5,4,1/185.9,1/334.6,1/418.2
アイムジャグラーEX-TP,510,"1,561",6,2,1/195.1,1/260.2,1/780.5
アイムジャグラーEX-TP,511,"1,885",6,4,1/188.5,1/314.2,1/471.2
マイジャグラーV,444,"2,256",5,6,1/205.1,1/451.2,1/376.0
マイジャグラーV,445,"5,448",26,8,1/160.2,1/209.5,1/681.0
マイジャグラーV,446,"1,261",3,2,1/252.2,1/420.3,1/630.5
マイジャグラーV,447,"4,098",18,10,1/146.4,1/227.7,1/409.8
マイジャグラーV,448,"5,203",16,17,1/157.7,1/325.2,1/306.1
マイジャグラーV,449,"2,063",7,0,1/294.7,1/294.7,1/0.0
マイジャグラーV,450,"3,245",12,11,1/141.1,1/270.4,1/295.0
マイジャグラーV,451,"5,502",25,13,1/144.8,1/220.1,1/423.2
マイジャグラーV,452,"1,835",8,4,1/152.9,1/229.4,1/458.8
マイジャグラーV,453,"3,176",10,11,1/151.2,1/317.6,1/288.7
マイジャグラーV,454,"1,937",8,7,1/129.1,1/242.1,1/276.7
マイジャグラーV,455,817,2,2,1/204.2,1/408.5,1/408.5
マイジャグラーV,456,"7,404",28,21,1/151.1,1/264.4,1/352.6
マイジャグラーV,465,"6,425",32,17,1/131.1,1/200.8,1/377.9
マイジャグラーV,466,"1,160",1,7,1/145.0,1/1160.0,1/165.7
マイジャグラーV,467,"6,117",23,16,1/156.8,1/266.0,1/382.3
マイジャグラーV,468,"1,175",5,1,1/195.8,1/235.0,1/1175.0
マイジャグラーV,469,"2,413",10,3,1/185.6,1/241.3,1/804.3
マイジャグラーV,470,"3,790",14,8,1/172.3,1/270.7,1/473.8
マイジャグラーV,471,"2,183",4,4,1/272.9,1/545.8,1/545.8
マイジャグラーV,472,"2,511",7,6,1/193.2,1/358.7,1/418.5
マイジャグラーV,473,"3,813",14,13,1/141.2,1/272.4,1/293.3
マイジャグラーV,474,"4,299",15,11,1/165.3,1/286.6,1/390.8
マイジャグラーV,475,"1,682",3,6,1/186.9,1/560.7,1/280.3
マイジャグラーV,476,"5,185",29,22,1/101.7,1/178.8,1/235.7
マイジャグラーV,477,"2,812",7,6,1/216.3,1/401.7,1/468.7
ゴーゴージャグラー3,543,827,2,0,1/413.5,1/413.5,1/0.0
ゴーゴージャグラー3,544,"1,454",2,3,1/290.8,1/727.0,1/484.7
ゴーゴージャグラー3,545,"1,043",4,0,1/260.8,1/260.8,1/0.0
ゴーゴージャグラー3,546,951,3,2,1/190.2,1/317.0,1/475.5
ゴーゴージャグラー3,547,"3,768",15,10,1/150.7,1/251.2,1/376.8
ゴーゴージャグラー3,548,"1,450",4,5,1/161.1,1/362.5,1/290.0
ゴーゴージャグラー3,549,"3,607",12,12,1/150.3,1/300.6,1/300.6
ゴーゴージャグラー3,550,"2,169",10,8,1/120.5,1/216.9,1/271.1
ゴーゴージャグラー3,551,"3,096",12,9,1/147.4,1/258.0,1/344.0
ゴーゴージャグラー3,552,"1,343",8,3,1/122.1,1/167.9,1/447.7
ゴーゴージャグラー3,553,"6,742",29,20,1/137.6,1/232.5,1/337.1
ゴーゴージャグラー3,554,462,3,1,1/115.5,1/154.0,1/462.0
ゴーゴージャグラー3,555,"6,081",31,19,1/121.6,1/196.2,1/320.1
ゴーゴージャグラー3,556,"4,891",16,15,1/157.8,1/305.7,1/326.1
スマスロ北斗の拳,648,"1,983",13,4,1/116.6,1/152.5,1/495.8
スマスロ北斗の拳,649,"1,513",30,4,1/44.5,1/50.4,1/378.2
スマスロ北斗の拳,650,"5,132",75,13,1/58.3,1/68.4,1/394.8
スマスロ北斗の拳,651,624,9,3,1/52.0,1/69.3,1/208.0
スマスロ北斗の拳,652,"2,310",19,5,1/96.2,1/121.6,1/462.0
スマスロ北斗の拳,653,"1,419",11,4,1/94.6,1/129.0,1/354.8
スマスロ北斗の拳,654,"4,354",56,9,1/67.0,1/77.8,1/483.8
スマスロ北斗の拳,655,"2,588",66,9,1/34.5,1/39.2,1/287.6
スマスロ北斗の拳,656,"1,456",5,2,1/208.0,1/291.2,1/728.0
スマスロ北斗の拳,657,"2,713",39,5,1/61.7,1/69.6,1/542.6
スマスロ北斗の拳,658,"2,080",15,3,1/115.6,1/138.7,1/693.3
スマスロ北斗の拳,659,"2,322",25,4,1/80.1,1/92.9,1/580.5
スマスロ北斗の拳,660,"4,740",46,12,1/81.7,1/103.0,1/395.0
スマスロ北斗の拳,661,"2,667",41,13,1/49.4,1/65.0,1/205.2
沖ドキ!GOLD‐30,526,"1,536",12,1,1/118.2,1/128.0,1/1536.0
沖ドキ!GOLD‐30,527,929,1,0,1/929.0,1/929.0,1/0.0
沖ドキ!GOLD‐30,528,113,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,529,773,25,6,1/24.9,1/30.9,1/128.8
沖ドキ!GOLD‐30,530,142,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,531,129,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,532,203,6,0,1/33.8,1/33.8,1/0.0
沖ドキ!GOLD‐30,533,"1,038",11,6,1/61.1,1/94.4,1/173.0
沖ドキ!GOLD‐30,534,674,12,4,1/42.1,1/56.2,1/168.5
沖ドキ!GOLD‐30,535,815,4,2,1/135.8,1/203.8,1/407.5
沖ドキ!GOLD‐30,536,"1,304",7,2,1/144.9,1/186.3,1/652.0
沖ドキ!GOLD‐30,537,56,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,538,82,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,539,"1,080",4,5,1/120.0,1/270.0,1/216.0
からくりサーカス,741,85,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,742,"1,763",21,5,1/67.8,1/84.0,1/352.6
からくりサーカス,743,"2,066",22,6,1/73.8,1/93.9,1/344.3
からくりサーカス,744,113,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,745,12,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,746,392,2,1,1/130.7,1/196.0,1/392.0
からくりサーカス,747,91,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,748,78,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,749,"1,202",11,3,1/85.9,1/109.3,1/400.7
からくりサーカス,750,86,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,751,"1,303",4,3,1/186.1,1/325.8,1/434.3
モンキーターンV,694,"2,251",31,11,1/53.6,1/72.6,1/204.6
モンキーターンV,695,"1,121",8,3,1/101.9,1/140.1,1/373.7
モンキーターンV,696,"3,368",48,11,1/57.1,1/70.2,1/306.2
モンキーターンV,697,943,9,3,1/78.6,1/104.8,1/314.3
モンキーターンV,698,"2,109",26,9,1/60.3,1/81.1,1/234.3
モンキーターンV,699,"2,337",10,5,1/155.8,1/233.7,1/467.4
モンキーターンV,700,680,2,1,1/226.7,1/340.0,1/680.0
モンキーターンV,701,"1,093",32,5,1/29.5,1/34.2,1/218.6
モンキーターンV,702,446,4,1,1/89.2,1/111.5,1/446.0
モンキーターンV,703,"2,896",17,7,1/120.7,1/170.4,1/413.7
モンキーターンV,704,"1,125",12,5,1/66.2,1/93.8,1/225.0
かぐや様は告らせたい,720,"5,647",20,5,1/225.9,1/282.4,1/1129.4
かぐや様は告らせたい,721,798,3,1,1/199.5,1/266.0,1/798.0
かぐや様は告らせたい,722,"3,919",33,4,1/105.9,1/118.8,1/979.8
かぐや様は告らせたい,723,"1,894",14,1,1/126.3,1/135.3,1/1894.0
かぐや様は告らせたい,724,"3,120",12,5,1/183.5,1/260.0,1/624.0
かぐや様は告らせたい,725,"2,358",9,4,1/181.4,1/262.0,1/589.5
かぐや様は告らせたい,726,"4,968",7,9,1/310.5,1/709.7,1/552.0
かぐや様は告らせたい,727,"2,225",41,0,1/54.3,1/54.3,1/0.0
革命機ヴァルヴレイヴ,728,"1,893",59,0,1/32.1,1/32.1,1/0.0
革命機ヴァルヴレイヴ,729,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,730,"2,121",13,1,1/151.5,1/163.2,1/2121.0
革命機ヴァルヴレイヴ,731,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,732,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,733,0,0,0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,734,124,1,0,1/124.0,1/124.0,1/0.0
革命機ヴァルヴレイヴ,735,750,11,0,1/68.2,1/68.2,1/0.0
ゴッドイーター リザレクション,662,"2,931",41,13,1/54.3,1/71.5,1/225.5
ゴッドイーター リザレクション,663,"2,200",19,3,1/100.0,1/115.8,1/733.3
ゴッドイーター リザレクション,664,"2,719",56,7,1/43.2,1/48.6,1/388.4
ゴッドイーター リザレクション,665,"2,439",20,7,1/90.3,1/122.0,1/348.4
ゴッドイーター リザレクション,666,"1,683",21,5,1/64.7,1/80.1,1/336.6
ゴッドイーター リザレクション,667,799,4,1,1/159.8,1/199.8,1/799.0
ゴッドイーター リザレクション,668,884,5,1,1/147.3,1/176.8,1/884.0
モンスターハンターライズ,688,"3,952",56,17,1/54.1,1/70.6,1/232.5
モンスターハンターライズ,689,915,34,5,1/23.5,1/26.9,1/183.0
モンスターハンターライズ,690,218,2,1,1/72.7,1/109.0,1/218.0
モンスターハンターライズ,691,"2,013",34,5,1/51.6,1/59.2,1/402.6
モンスターハンターライズ,692,124,1,1,1/62.0,1/124.0,1/124.0
モンスターハンターライズ,693,"4,611",36,17,1/87.0,1/128.1,1/271.2
戦国乙女4 戦乱に閃く炯眼の軍師,605,578,2,1,1/192.7,1/289.0,1/578.0
戦国乙女4 戦乱に閃く炯眼の軍師,606,"4,266",21,18,1/109.4,1/203.1,1/237.0
戦国乙女4 戦乱に閃く炯眼の軍師,607,"1,377",4,2,1/229.5,1/344.2,1/688.5
戦国乙女4 戦乱に閃く炯眼の軍師,608,116,0,0,1/0.0,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,609,"1,443",6,4,1/144.3,1/240.5,1/360.8
戦国乙女4 戦乱に閃く炯眼の軍師,610,472,1,0,1/472.0,1/472.0,1/0.0
甲鉄城のカバネリ,592,881,6,3,1/97.9,1/146.8,1/293.7
甲鉄城のカバネリ,593,"1,032",13,4,1/60.7,1/79.4,1/258.0
甲鉄城のカバネリ,594,299,2,2,1/74.8,1/149.5,1/149.5
甲鉄城のカバネリ,595,917,13,4,1/53.9,1/70.5,1/229.2
甲鉄城のカバネリ,596,"2,194",22,12,1/64.5,1/99.7,1/182.8
甲鉄城のカバネリ,597,"2,270",10,7,1/133.5,1/227.0,1/324.3
Re:ゼロから始める異世界生活 season2,620,459,12,1,1/35.3,1/38.2,1/459.0
Re:ゼロから始める異世界生活 season2,621,493,2,0,1/246.5,1/246.5,1/0.0
Re:ゼロから始める異世界生活 season2,622,"2,509",22,1,1/109.1,1/114.0,1/2509.0
Re:ゼロから始める異世界生活 season2,623,"2,005",19,0,1/105.5,1/105.5,1/0.0
Re:ゼロから始める異世界生活 season2,624,700,2,0,1/350.0,1/350.0,1/0.0
ToLOVEるダークネス,629,"3,755",23,12,1/107.3,1/163.3,1/312.9
ToLOVEるダークネス,630,"1,185",7,4,1/107.7,1/169.3,1/296.2
ToLOVEるダークネス,631,327,3,1,1/81.8,1/109.0,1/327.0
ToLOVEるダークネス,632,"2,311",17,6,1/100.5,1/135.9,1/385.2
ToLOVEるダークネス,633,"1,080",6,3,1/120.0,1/180.0,1/360.0
ダンベル何キロ持てる？,736,"2,317",47,14,1/38.0,1/49.3,1/165.5
ダンベル何キロ持てる？,737,"1,103",13,3,1/68.9,1/84.8,1/367.7
ダンベル何キロ持てる？,738,"2,135",142,5,1/14.5,1/15.0,1/427.0
ダンベル何キロ持てる？,739,"2,069",16,10,1/79.6,1/129.3,1/206.9
ダンベル何キロ持てる？,740,471,7,2,1/52.3,1/67.3,1/235.5
ハッピージャグラーVIII,490,"4,122",20,9,1/142.1,1/206.1,1/458.0
ハッピージャグラーVIII,491,814,2,2,1/203.5,1/407.0,1/407.0
ハッピージャグラーVIII,492,"3,275",9,10,1/172.4,1/363.9,1/327.5
ハッピージャグラーVIII,493,"1,327",2,2,1/331.8,1/663.5,1/663.5
ハッピージャグラーVIII,494,"5,413",26,13,1/138.8,1/208.2,1/416.4
ファンキージャグラー2,495,"3,876",16,9,1/155.0,1/242.2,1/430.7
ファンキージャグラー2,496,867,1,2,1/289.0,1/867.0,1/433.5
ファンキージャグラー2,497,"2,616",11,7,1/145.3,1/237.8,1/373.7
ファンキージャグラー2,498,682,2,0,1/341.0,1/341.0,1/0.0
ファンキージャグラー2,499,"1,242",3,3,1/207.0,1/414.0,1/414.0
ゴジラ対エヴァンゲリオン,678,708,5,3,1/88.5,1/141.6,1/236.0
ゴジラ対エヴァンゲリオン,679,62,0,0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,680,"1,080",8,27,1/30.9,1/135.0,1/40.0
ゴジラ対エヴァンゲリオン,681,0,0,0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,457,686,3,0,1/228.7,1/228.7,1/0.0
ジャグラーガールズ,458,"3,641",17,8,1/145.6,1/214.2,1/455.1
ジャグラーガールズ,459,"2,733",14,8,1/124.2,1/195.2,1/341.6
ジャグラーガールズ,460,"3,142",14,6,1/157.1,1/224.4,1/523.7
スーパーブラックジャック,601,"4,793",42,14,1/85.6,1/114.1,1/342.4
スーパーブラックジャック,602,"1,396",15,4,1/73.5,1/93.1,1/349.0
スーパーブラックジャック,603,"1,820",24,3,1/67.4,1/75.8,1/606.7
スーパーブラックジャック,604,"3,264",53,2,1/59.3,1/61.6,1/1632.0
スマスロ炎炎ノ消防隊,684,124,0,0,1/0.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,685,"1,623",10,5,1/108.2,1/162.3,1/324.6
スマスロ炎炎ノ消防隊,686,"2,060",23,7,1/68.7,1/89.6,1/294.3
スマスロ炎炎ノ消防隊,687,0,0,0,1/0.0,1/0.0,1/0.0
バンドリ！,625,226,4,1,1/45.2,1/56.5,1/226.0
バンドリ！,626,0,0,0,1/0.0,1/0.0,1/0.0
バンドリ！,627,39,0,0,1/0.0,1/0.0,1/0.0
バンドリ！,628,"1,341",11,5,1/83.8,1/121.9,1/268.2
押忍！番長4,644,"1,384",7,1,1/173.0,1/197.7,1/1384.0
押忍！番長4,645,"1,326",13,4,1/78.0,1/102.0,1/331.5
押忍！番長4,646,"3,074",15,7,1/139.7,1/204.9,1/439.1
押忍！番長4,647,"2,364",21,5,1/90.9,1/112.6,1/472.8
東京喰種,634,"6,580",29,29,1/113.4,1/226.9,1/226.9
東京喰種,635,"3,640",27,11,1/95.8,1/134.8,1/330.9
東京喰種,636,"5,893",34,24,1/101.6,1/173.3,1/245.5
東京喰種,637,"5,653",29,21,1/113.1,1/194.9,1/269.2
痛いのは嫌なので防御力に極振りしたいと思います。,611,"1,594",5,3,1/199.2,1/318.8,1/531.3
痛いのは嫌なので防御力に極振りしたいと思います。,612,"1,322",3,4,1/188.9,1/440.7,1/330.5
痛いのは嫌なので防御力に極振りしたいと思います。,613,"1,474",1,2,1/491.3,1/1474.0,1/737.0
痛いのは嫌なので防御力に極振りしたいと思います。,614,461,1,1,1/230.5,1/461.0,1/461.0
頭文字D 2nd,669,"1,444",9,3,1/120.3,1/160.4,1/481.3
頭文字D 2nd,670,434,1,0,1/434.0,1/434.0,1/0.0
頭文字D 2nd,671,346,2,1,1/115.3,1/173.0,1/346.0
頭文字D 2nd,672,685,2,0,1/342.5,1/342.5,1/0.0
ウルトラミラクルジャグラー,540,"4,020",18,10,1/143.6,1/223.3,1/402.0
ウルトラミラクルジャグラー,541,"3,690",12,12,1/153.8,1/307.5,1/307.5
ウルトラミラクルジャグラー,542,"1,490",4,4,1/186.2,1/372.5,1/372.5
キングハナハナ-30,581,533,0,0,1/0.0,1/0.0,1/0.0
キングハナハナ-30,582,"3,794",23,10,1/115.0,1/165.0,1/379.4
キングハナハナ-30,583,199,0,0,1/0.0,1/0.0,1/0.0
クランキークレスト,516,"1,949",12,5,1/114.6,1/162.4,1/389.8
クランキークレスト,517,"4,302",16,10,1/165.5,1/268.9,1/430.2
クランキークレスト,518,"2,769",13,5,1/153.8,1/213.0,1/553.8
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,673,"1,390",8,2,1/139.0,1/173.8,1/695.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,674,"1,374",14,12,1/52.8,1/98.1,1/114.5
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,675,"1,177",26,31,1/20.6,1/45.3,1/38.0
ハナハナホウオウ～天翔～-30,584,835,4,1,1/167.0,1/208.8,1/835.0
ハナハナホウオウ～天翔～-30,585,"1,868",7,2,1/207.6,1/266.9,1/934.0
ハナハナホウオウ～天翔～-30,586,996,4,3,1/142.3,1/249.0,1/332.0
ファミスタ回胴版!!,521,"1,898",1,4,1/379.6,1/1898.0,1/474.5
ファミスタ回胴版!!,522,718,0,1,1/718.0,1/0.0,1/718.0
ファミスタ回胴版!!,523,"3,423",12,3,1/228.2,1/285.2,1/1141.0
マジカルハロウィン8,617,"1,753",9,8,1/103.1,1/194.8,1/219.1
