台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,416",+456,22,22,1/145.8,1/291.6,1/291.6
1002,"7,102","+1,265",31,23,1/131.5,1/229.1,1/308.8
1003,"6,796","-1,029",22,22,1/154.5,1/308.9,1/308.9
1004,"2,409",-685,7,5,1/200.8,1/344.1,1/481.8
1005,"6,831","+1,041",33,13,1/148.5,1/207.0,1/525.5
1006,"8,102","+1,171",35,23,1/139.7,1/231.5,1/352.3
1007,"7,014","+3,400",37,29,1/106.3,1/189.6,1/241.9
1008,948,-862,1,1,1/474.0,1/948.0,1/948.0
1009,"2,234","-1,124",5,5,1/223.4,1/446.8,1/446.8
1010,"4,372","-1,324",12,11,1/190.1,1/364.3,1/397.5
1011,"6,491",-888,22,13,1/185.5,1/295.0,1/499.3
1012,"3,500",-579,10,13,1/152.2,1/350.0,1/269.2
1013,"8,075","+1,841",36,24,1/134.6,1/224.3,1/336.5
1014,925,-432,3,1,1/231.2,1/308.3,1/925.0
1015,"6,438",-344,23,15,1/169.4,1/279.9,1/429.2
1016,"2,127",-226,6,10,1/132.9,1/354.5,1/212.7
1017,"8,632","+2,497",44,27,1/121.6,1/196.2,1/319.7
1018,"6,712","+2,779",39,15,1/124.3,1/172.1,1/447.5
1019,"7,651",+994,28,27,1/139.1,1/273.2,1/283.4
1020,"2,787","-1,135",9,4,1/214.4,1/309.7,1/696.8
1021,"7,795","+1,147",33,24,1/136.8,1/236.2,1/324.8
1022,"1,968",-597,6,4,1/196.8,1/328.0,1/492.0
1023,"8,504","+3,118",39,34,1/116.5,1/218.1,1/250.1
1024,"4,376",+391,20,8,1/156.3,1/218.8,1/547.0
1025,"4,220",-535,16,8,1/175.8,1/263.8,1/527.5
1026,"3,846","-1,124",12,10,1/174.8,1/320.5,1/384.6
1027,"6,877",-56,25,19,1/156.3,1/275.1,1/361.9
1028,"3,128",-232,10,9,1/164.6,1/312.8,1/347.6
1029,"1,378","-1,276",1,2,1/459.3,1/1378.0,1/689.0
1030,"1,553",-615,5,1,1/258.8,1/310.6,1/1553.0
1031,"3,841",+41,16,12,1/137.2,1/240.1,1/320.1
1032,"4,254",-250,17,7,1/177.2,1/250.2,1/607.7
1033,"8,264",+794,36,18,1/153.0,1/229.6,1/459.1
1034,"5,435",+253,24,9,1/164.7,1/226.5,1/603.9
1035,"7,736","+3,518",36,36,1/107.4,1/214.9,1/214.9
1036,"7,470","+2,232",34,26,1/124.5,1/219.7,1/287.3
1037,"2,352",-112,10,1,1/213.8,1/235.2,1/2352.0
1038,"6,208",-688,15,27,1/147.8,1/413.9,1/229.9
1039,"6,721",-238,23,23,1/146.1,1/292.2,1/292.2
1040,"5,050","+1,924",23,24,1/107.4,1/219.6,1/210.4
1041,"6,787",-700,21,25,1/147.5,1/323.2,1/271.5
1042,"8,619",+665,37,21,1/148.6,1/232.9,1/410.4
1043,"4,002",+994,21,7,1/142.9,1/190.6,1/571.7
1044,"5,873",-947,17,15,1/183.5,1/345.5,1/391.5
1045,"3,055","-1,124",9,6,1/203.7,1/339.4,1/509.2
1046,"7,933",+688,33,23,1/141.7,1/240.4,1/344.9
1047,"7,579",-218,28,21,1/154.7,1/270.7,1/360.9
1048,"9,414","+1,562",40,35,1/125.5,1/235.3,1/269.0
1049,"1,724",-662,4,3,1/246.3,1/431.0,1/574.7
1050,"5,744","+1,862",32,11,1/133.6,1/179.5,1/522.2
1069,"5,476",+18,20,14,1/161.1,1/273.8,1/391.1
1070,"8,806","+2,232",33,42,1/117.4,1/266.8,1/209.7
1071,"2,456",-432,8,6,1/175.4,1/307.0,1/409.3
1072,"5,596","+1,359",25,18,1/130.1,1/223.8,1/310.9
1073,"5,073",+841,20,20,1/126.8,1/253.7,1/253.7
1074,"6,268",+156,26,18,1/142.5,1/241.1,1/348.2
1075,"1,008",-632,1,3,1/252.0,1/1008.0,1/336.0
1076,"5,236","-1,206",18,8,1/201.4,1/290.9,1/654.5
1077,"6,256",-56,25,15,1/156.4,1/250.2,1/417.1
1078,"7,586",+676,31,20,1/148.7,1/244.7,1/379.3
1079,"1,004",-238,4,1,1/200.8,1/251.0,1/1004.0
1080,"8,762","+2,109",30,50,1/109.5,1/292.1,1/175.2
1081,"8,379","+1,359",34,29,1/133.0,1/246.4,1/288.9
1082,"4,059",+629,19,8,1/150.3,1/213.6,1/507.4
1083,"1,339",-385,4,2,1/223.2,1/334.8,1/669.5
1084,"7,746",-550,26,21,1/164.8,1/297.9,1/368.9
1085,"8,040","-1,676",19,26,1/178.7,1/423.2,1/309.2
1086,"3,705",-947,10,9,1/195.0,1/370.5,1/411.7
1087,"7,585",-771,24,26,1/151.7,1/316.0,1/291.7
1088,"3,113",-562,12,4,1/194.6,1/259.4,1/778.2
1089,"4,598","+1,335",22,17,1/117.9,1/209.0,1/270.5
1090,"1,513",-374,5,2,1/216.1,1/302.6,1/756.5
1091,"7,033","-1,088",24,21,1/156.3,1/293.0,1/334.9
1092,"5,328",-44,18,17,1/152.2,1/296.0,1/313.4
1093,"4,488",-609,14,11,1/179.5,1/320.6,1/408.0
1094,"2,545",+15,10,7,1/149.7,1/254.5,1/363.6
1095,"4,185",-874,12,14,1/161.0,1/348.8,1/298.9
1096,"7,122","+2,215",32,23,1/129.5,1/222.6,1/309.7
1097,"2,852",-950,8,4,1/237.7,1/356.5,1/713.0
1098,"1,541",-468,5,2,1/220.1,1/308.2,1/770.5
1099,"6,434",+515,23,24,1/136.9,1/279.7,1/268.1
