機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"3,931",-977,12,11,0,1/170.9,1/327.6,1/357.4,1/0.0
アイムジャグラーEX-TP,320,"2,005",-245,6,7,0,1/154.2,1/334.2,1/286.4,1/0.0
アイムジャグラーEX-TP,321,632,-794,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,322,"3,976",-381,13,11,0,1/165.7,1/305.8,1/361.5,1/0.0
アイムジャグラーEX-TP,323,"2,772",+580,10,14,0,1/115.5,1/277.2,1/198.0,1/0.0
アイムジャグラーEX-TP,324,"5,876","+2,188",31,18,0,1/119.9,1/189.5,1/326.4,1/0.0
アイムジャグラーEX-TP,325,"3,387",-92,13,8,0,1/161.3,1/260.5,1/423.4,1/0.0
スマスロ北斗の拳,342,"2,219","-1,596",14,5,0,1/116.8,1/158.5,1/443.8,1/0.0
スマスロ北斗の拳,343,"1,904","-1,391",9,2,0,1/173.1,1/211.6,1/952.0,1/0.0
スマスロ北斗の拳,344,425,-471,1,1,0,1/212.5,1/425.0,1/425.0,1/0.0
スマスロ北斗の拳,345,"3,007","-3,155",9,3,0,1/250.6,1/334.1,1/1002.3,1/0.0
スマスロ北斗の拳,346,"2,174",-665,19,7,0,1/83.6,1/114.4,1/310.6,1/0.0
スマスロ北斗の拳,347,"2,704","-2,484",9,6,0,1/180.3,1/300.4,1/450.7,1/0.0
スマスロ北斗の拳,348,"4,010","-1,469",30,14,0,1/91.1,1/133.7,1/286.4,1/0.0
マイジャグラーV,313,"3,923",-129,15,9,0,1/163.5,1/261.5,1/435.9,1/0.0
マイジャグラーV,314,"4,114","+2,122",20,21,0,1/100.3,1/205.7,1/195.9,1/0.0
マイジャグラーV,315,"5,334","+1,774",26,21,0,1/113.5,1/205.2,1/254.0,1/0.0
マイジャグラーV,316,"2,700",+502,13,5,0,1/150.0,1/207.7,1/540.0,1/0.0
マイジャグラーV,317,"6,133","+2,824",29,32,0,1/100.5,1/211.5,1/191.7,1/0.0
マイジャグラーV,318,"1,541",-300,5,3,0,1/192.6,1/308.2,1/513.7,1/0.0
ハッピージャグラーVIII,330,"2,554",-471,9,6,0,1/170.3,1/283.8,1/425.7,1/0.0
ハッピージャグラーVIII,331,"2,990",+858,13,12,0,1/119.6,1/230.0,1/249.2,1/0.0
ハッピージャグラーVIII,332,"2,239",+106,10,4,0,1/159.9,1/223.9,1/559.8,1/0.0
ハッピージャグラーVIII,333,"2,884",-924,9,3,0,1/240.3,1/320.4,1/961.3,1/0.0
ハナハナホウオウ～天翔～,424,"1,734",+605,9,6,0,1/115.6,1/192.7,1/289.0,1/0.0
ハナハナホウオウ～天翔～,425,954,+829,6,2,0,1/119.2,1/159.0,1/477.0,1/0.0
ハナハナホウオウ～天翔～,426,"1,092",-114,3,3,0,1/182.0,1/364.0,1/364.0,1/0.0
ハナハナホウオウ～天翔～,427,513,-209,1,1,0,1/256.5,1/513.0,1/513.0,1/0.0
甲鉄城のカバネリ,399,859,"+1,024",0,6,16,1/39.0,1/0.0,1/143.2,1/53.7
甲鉄城のカバネリ,400,786,-63,0,3,8,1/71.5,1/0.0,1/262.0,1/98.2
甲鉄城のカバネリ,401,811,-934,0,2,2,1/202.8,1/0.0,1/405.5,1/405.5
甲鉄城のカバネリ,402,"1,381",-895,0,5,8,1/106.2,1/0.0,1/276.2,1/172.6
ゴーゴージャグラー3,336,"2,660",+716,12,13,0,1/106.4,1/221.7,1/204.6,1/0.0
ゴーゴージャグラー3,337,"1,375",+96,7,1,0,1/171.9,1/196.4,1/1375.0,1/0.0
ゴーゴージャグラー3,338,"5,099",-409,18,18,0,1/141.6,1/283.3,1/283.3,1/0.0
ファンキージャグラー2,339,"2,557",+119,11,7,0,1/142.1,1/232.5,1/365.3,1/0.0
ファンキージャグラー2,340,"1,994",-223,8,2,0,1/199.4,1/249.2,1/997.0,1/0.0
ファンキージャグラー2,341,"4,751",+391,19,15,0,1/139.7,1/250.1,1/316.7,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,371,"1,589","+1,331",7,0,5,1/132.4,1/227.0,1/0.0,1/317.8
戦国乙女4 戦乱に閃く炯眼の軍師,372,488,-402,2,0,1,1/162.7,1/244.0,1/0.0,1/488.0
戦国乙女4 戦乱に閃く炯眼の軍師,373,"3,059",-785,12,0,8,1/152.9,1/254.9,1/0.0,1/382.4
沖ドキ!GOLD,326,240,+392,3,1,0,1/60.0,1/80.0,1/240.0,1/0.0
沖ドキ!GOLD,327,828,-306,4,3,0,1/118.3,1/207.0,1/276.0,1/0.0
沖ドキ!GOLD,328,"1,234",-34,6,5,0,1/112.2,1/205.7,1/246.8,1/0.0
ガールズ&パンツァー 最終章,353,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ガールズ&パンツァー 最終章,354,387,-170,5,3,0,1/48.4,1/77.4,1/129.0,1/0.0
からくりサーカス,367,95,-161,0,1,0,1/95.0,1/0.0,1/95.0,1/0.0
からくりサーカス,368,"1,562","-2,245",0,4,3,1/223.1,1/0.0,1/390.5,1/520.7
ジャグラーガールズ,334,"5,938",-61,23,15,0,1/156.3,1/258.2,1/395.9,1/0.0
ジャグラーガールズ,335,"3,836","-2,038",8,7,0,1/255.7,1/479.5,1/548.0,1/0.0
ストリートファイターV 挑戦者の道,363,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ストリートファイターV 挑戦者の道,364,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロキングパルサー,356,852,-953,1,1,0,1/426.0,1/852.0,1/852.0,1/0.0
スマスロキングパルサー,357,598,-228,2,1,0,1/199.3,1/299.0,1/598.0,1/0.0
ソードアート・オンライン,351,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ソードアート・オンライン,352,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,361,266,+81,0,1,1,1/133.0,1/0.0,1/266.0,1/266.0
とある魔術の禁書目録,362,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バイオハザード7 レジデント イービル,392,753,+257,0,1,13,1/53.8,1/0.0,1/753.0,1/57.9
バイオハザード7 レジデント イービル,393,654,-211,0,1,10,1/59.5,1/0.0,1/654.0,1/65.4
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,349,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,350,79,-137,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファイヤードリフト,404,127,-172,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファイヤードリフト,405,115,-173,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,420,326,-471,0,1,0,1/326.0,1/0.0,1/326.0,1/0.0
ファミスタ回胴版!!,421,"1,326",-44,5,5,0,1/132.6,1/265.2,1/265.2,1/0.0
マジカルハロウィン8,358,19,-40,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マジカルハロウィン8,359,"1,033",-826,4,0,7,1/93.9,1/258.2,1/0.0,1/147.6
モンキーターンV,369,"1,943","-1,300",0,4,12,1/121.4,1/0.0,1/485.8,1/161.9
モンキーターンV,370,"1,804",-778,0,4,14,1/100.2,1/0.0,1/451.0,1/128.9
交響詩篇エウレカセブン4 HI-EVOLUTION,365,"1,728","-1,740",0,1,6,1/246.9,1/0.0,1/1728.0,1/288.0
交響詩篇エウレカセブン4 HI-EVOLUTION,366,977,"-1,042",0,0,3,1/325.7,1/0.0,1/0.0,1/325.7
押忍!番長ZERO,388,822,-663,0,1,3,1/205.5,1/0.0,1/822.0,1/274.0
押忍!番長ZERO,389,814,-211,0,2,9,1/74.0,1/0.0,1/407.0,1/90.4
新鬼武者2,395,161,"+1,100",0,6,11,1/9.5,1/0.0,1/26.8,1/14.6
新鬼武者2,396,900,-161,0,7,13,1/45.0,1/0.0,1/128.6,1/69.2
炎炎ノ消防隊,397,766,-420,0,3,3,1/127.7,1/0.0,1/255.3,1/255.3
炎炎ノ消防隊,398,452,-555,0,2,0,1/226.0,1/0.0,1/226.0,1/0.0
転生したらスライムだった件,355,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,360,95,-136,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,329,915,+119,4,2,0,1/152.5,1/228.8,1/457.5,1/0.0
押忍！番長4,374,"2,749",-344,0,6,28,1/80.9,1/0.0,1/458.2,1/98.2
ひぐらしのなく頃に 業,375,309,+171,1,1,0,1/154.5,1/309.0,1/309.0,1/0.0
痛いのは嫌なので防御力に極振りしたいと思います。,376,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,377,"2,510",-827,21,0,10,1/81.0,1/119.5,1/0.0,1/251.0
革命機ヴァルヴレイヴ,378,"1,409","-1,472",2,1,3,1/234.8,1/704.5,1/1409.0,1/469.7
GI優駿倶楽部黄金,379,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
主役は銭形4,380,"1,474","-1,276",0,4,8,1/122.8,1/0.0,1/368.5,1/184.2
冴えない彼女の育てかた,381,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
HEY！エリートサラリーマン鏡,382,"2,537",-153,0,6,13,1/133.5,1/0.0,1/422.8,1/195.2
バイオハザード ヴィレッジ,383,"1,362","-1,933",0,0,2,1/681.0,1/0.0,1/0.0,1/681.0
バイオハザード:ヴェンデッタ,384,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
吉宗RISING,385,976,"+5,164",0,0,19,1/51.4,1/0.0,1/0.0,1/51.4
リングにかけろ1 V,386,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バジリスク絆2,387,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,390,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
劇場版魔法少女まどか☆マギカ[新編]叛逆の物語,391,323,+118,2,0,1,1/107.7,1/161.5,1/0.0,1/323.0
バイオハザード RE:2,394,75,+14,1,0,1,1/37.5,1/75.0,1/0.0,1/75.0
ペルソナ5,403,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ドンちゃん2,414,858,+776,7,1,0,1/107.2,1/122.6,1/858.0,1/0.0
ニューゲッターマウス,415,270,-138,1,0,0,1/270.0,1/270.0,1/0.0,1/0.0
ケロット4,416,465,+119,3,0,0,1/155.0,1/155.0,1/0.0,1/0.0
ハイハイシオサイ,417,572,+310,5,2,0,1/81.7,1/114.4,1/286.0,1/0.0
ワードオブライツII,418,901,-475,4,1,0,1/180.2,1/225.2,1/901.0,1/0.0
忍者じゃじゃ丸くん,419,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
