機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,459",-640,11,4,0,1/97.3,1/132.6,1/364.8,1/0.0
スマスロ北斗の拳,343,122,+154,2,1,0,1/40.7,1/61.0,1/122.0,1/0.0
スマスロ北斗の拳,344,"3,701",-194,39,10,0,1/75.5,1/94.9,1/370.1,1/0.0
スマスロ北斗の拳,345,"2,647",-220,28,8,0,1/73.5,1/94.5,1/330.9,1/0.0
スマスロ北斗の拳,346,"1,878",-513,18,3,0,1/89.4,1/104.3,1/626.0,1/0.0
スマスロ北斗の拳,347,"3,686","-2,628",20,6,0,1/141.8,1/184.3,1/614.3,1/0.0
スマスロ北斗の拳,348,"1,659",-422,16,5,0,1/79.0,1/103.7,1/331.8,1/0.0
スマスロ北斗の拳,349,"1,346","-1,158",5,3,0,1/168.2,1/269.2,1/448.7,1/0.0
アイムジャグラーEX-TP,319,"1,567",-574,3,6,0,1/174.1,1/522.3,1/261.2,1/0.0
アイムジャグラーEX-TP,320,"2,365",+63,12,3,0,1/157.7,1/197.1,1/788.3,1/0.0
アイムジャグラーEX-TP,321,937,+786,7,2,0,1/104.1,1/133.9,1/468.5,1/0.0
アイムジャグラーEX-TP,322,"1,297",-927,2,2,0,1/324.2,1/648.5,1/648.5,1/0.0
アイムジャグラーEX-TP,323,"2,284",+262,10,8,0,1/126.9,1/228.4,1/285.5,1/0.0
アイムジャグラーEX-TP,324,999,+159,5,1,0,1/166.5,1/199.8,1/999.0,1/0.0
アイムジャグラーEX-TP,325,"4,565","+1,290",23,10,0,1/138.3,1/198.5,1/456.5,1/0.0
マイジャグラーV,313,"3,230",-241,11,11,0,1/146.8,1/293.6,1/293.6,1/0.0
マイジャグラーV,314,"2,340",-171,8,6,0,1/167.1,1/292.5,1/390.0,1/0.0
マイジャグラーV,315,"1,776",-150,7,3,0,1/177.6,1/253.7,1/592.0,1/0.0
マイジャグラーV,316,"2,244",-308,6,8,0,1/160.3,1/374.0,1/280.5,1/0.0
マイジャグラーV,317,"2,306",-18,9,6,0,1/153.7,1/256.2,1/384.3,1/0.0
マイジャグラーV,318,"1,223",-858,1,4,0,1/244.6,1/1223.0,1/305.8,1/0.0
ゴーゴージャグラー3,335,"2,630","-1,179",6,9,0,1/175.3,1/438.3,1/292.2,1/0.0
ゴーゴージャグラー3,336,659,-731,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴーゴージャグラー3,337,"3,442",+862,15,13,0,1/122.9,1/229.5,1/264.8,1/0.0
ゴーゴージャグラー3,338,"1,714",-444,5,3,0,1/214.2,1/342.8,1/571.3,1/0.0
ハッピージャグラーVIII,329,774,-475,1,3,0,1/193.5,1/774.0,1/258.0,1/0.0
ハッピージャグラーVIII,330,605,-481,1,1,0,1/302.5,1/605.0,1/605.0,1/0.0
ハッピージャグラーVIII,331,"1,136",+5,5,1,0,1/189.3,1/227.2,1/1136.0,1/0.0
ハッピージャグラーVIII,332,843,-607,1,0,0,1/843.0,1/843.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,425,656,+31,3,1,0,1/164.0,1/218.7,1/656.0,1/0.0
ハナハナホウオウ～天翔～-30,426,406,-368,0,1,0,1/406.0,1/0.0,1/406.0,1/0.0
ハナハナホウオウ～天翔～-30,427,199,-306,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,428,"1,163",-229,3,3,0,1/193.8,1/387.7,1/387.7,1/0.0
Re:ゼロから始める異世界生活 season2,371,952,-577,0,0,6,1/158.7,1/0.0,1/0.0,1/158.7
Re:ゼロから始める異世界生活 season2,372,"3,476",-835,0,0,28,1/124.1,1/0.0,1/0.0,1/124.1
Re:ゼロから始める異世界生活 season2,373,"2,666",+90,0,0,26,1/102.5,1/0.0,1/0.0,1/102.5
ゴールデンカムイ,352,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,353,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,388,976,-523,0,1,5,1/162.7,1/0.0,1/976.0,1/195.2
ゴッドイーター リザレクション,366,"2,232",-118,0,3,17,1/111.6,1/0.0,1/744.0,1/131.3
ゴッドイーター リザレクション,367,"5,226","+2,462",0,12,53,1/80.4,1/0.0,1/435.5,1/98.6
ゴッドイーター リザレクション,368,"2,451","-1,332",0,3,14,1/144.2,1/0.0,1/817.0,1/175.1
ファンキージャグラー2,339,"3,181","+1,216",16,11,0,1/117.8,1/198.8,1/289.2,1/0.0
ファンキージャグラー2,340,685,-96,2,0,0,1/342.5,1/342.5,1/0.0,1/0.0
ファンキージャグラー2,341,"4,858","+2,560",28,16,0,1/110.4,1/173.5,1/303.6,1/0.0
D4DJ Pachi‐Slot Mix,384,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,385,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,420,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,421,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,379,102,-156,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,380,106,-186,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,422,29,-45,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,423,749,-245,2,3,0,1/149.8,1/374.5,1/249.7,1/0.0
ジャグラーガールズ,333,"1,732",-602,5,3,0,1/216.5,1/346.4,1/577.3,1/0.0
ジャグラーガールズ,334,601,-583,1,0,0,1/601.0,1/601.0,1/0.0,1/0.0
スマスロキングパルサー,356,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロキングパルサー,357,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,350,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,351,"1,654","-1,973",5,0,3,1/206.8,1/330.8,1/0.0,1/551.3
ニューパルサーSP4 with 太鼓の達人,415,966,-161,4,1,0,1/193.2,1/241.5,1/966.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,846,-628,0,4,0,1/211.5,1/0.0,1/211.5,1/0.0
ファミスタ回胴版!!,418,"1,394","+1,530",8,4,0,1/116.2,1/174.2,1/348.5,1/0.0
ファミスタ回胴版!!,419,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
モンキーターンV,369,"1,915",-198,0,5,11,1/119.7,1/0.0,1/383.0,1/174.1
モンキーターンV,370,"4,182","+2,996",0,10,40,1/83.6,1/0.0,1/418.2,1/104.5
戦国乙女4 戦乱に閃く炯眼の軍師,364,"1,777","-1,253",8,0,3,1/161.5,1/222.1,1/0.0,1/592.3
戦国乙女4 戦乱に閃く炯眼の軍師,365,687,-859,2,0,0,1/343.5,1/343.5,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,381,699,-773,0,2,4,1/116.5,1/0.0,1/349.5,1/174.8
戦姫絶唱シンフォギア 正義の歌,382,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,404,281,-306,0,0,1,1/281.0,1/0.0,1/0.0,1/281.0
押忍！番長4,405,"5,730",-811,0,10,33,1/133.3,1/0.0,1/573.0,1/173.6
押忍!番長ZERO,390,"4,644","+1,095",0,5,44,1/94.8,1/0.0,1/928.8,1/105.5
押忍!番長ZERO,391,"2,107","-1,677",0,2,9,1/191.5,1/0.0,1/1053.5,1/234.1
新鬼武者2,395,13,-11,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新鬼武者2,396,17,-35,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,326,"1,956","+2,290",21,10,0,1/63.1,1/93.1,1/195.6,1/0.0
沖ドキ!GOLD,327,763,"-1,121",0,1,0,1/763.0,1/0.0,1/763.0,1/0.0
炎炎ノ消防隊,393,"2,047",+284,0,7,12,1/107.7,1/0.0,1/292.4,1/170.6
炎炎ノ消防隊,394,926,-685,0,4,2,1/154.3,1/0.0,1/231.5,1/463.0
甲鉄城のカバネリ,397,"3,701","-2,042",0,8,18,1/142.3,1/0.0,1/462.6,1/205.6
甲鉄城のカバネリ,398,"3,775","-1,732",0,11,22,1/114.4,1/0.0,1/343.2,1/171.6
転生したらスライムだった件,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,355,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,376,"3,765","+1,036",21,3,15,1/96.5,1/179.3,1/1255.0,1/251.0
革命機ヴァルヴレイヴ,377,"1,516","-1,643",1,2,5,1/189.5,1/1516.0,1/758.0,1/303.2
ケロット4,328,"1,880",-216,9,2,0,1/170.9,1/208.9,1/940.0,1/0.0
L南国育ち,358,515,+142,3,3,0,1/85.8,1/171.7,1/171.7,1/0.0
麻雀格闘倶楽部 覚醒,359,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦国コレクション5超極楽LOOP,360,"2,022","-2,024",0,0,5,1/404.4,1/0.0,1/0.0,1/404.4
マクロスフロンティア4,361,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ガールズ&パンツァー 最終章,362,511,-669,2,4,0,1/85.2,1/255.5,1/127.8,1/0.0
バイオハザード:ヴェンデッタ,363,915,-402,0,1,5,1/152.5,1/0.0,1/915.0,1/183.0
ゾンビランドサガ,374,"1,027",+220,13,0,3,1/64.2,1/79.0,1/0.0,1/342.3
ToLOVEるダークネス,375,"4,940","-3,902",19,0,10,1/170.3,1/260.0,1/0.0,1/494.0
からくりサーカス,378,"5,297",-778,0,13,45,1/91.3,1/0.0,1/407.5,1/117.7
ゴジラ対エヴァンゲリオン,383,"1,692",-967,5,0,7,1/141.0,1/338.4,1/0.0,1/241.7
マジカルハロウィン8,386,"1,247",+531,7,0,15,1/56.7,1/178.1,1/0.0,1/83.1
頭文字D 2nd,387,"1,844",-881,0,3,16,1/97.1,1/0.0,1/614.7,1/115.2
とある魔術の禁書目録,389,"2,530","+1,338",0,8,8,1/158.1,1/0.0,1/316.2,1/316.2
アオハル♪操 A‐LIVE,392,"1,717",+226,7,5,0,1/143.1,1/245.3,1/343.4,1/0.0
バジリスク絆2,399,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ペルソナ5,400,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,401,"7,851","-4,038",0,19,35,1/145.4,1/0.0,1/413.2,1/224.3
バンドリ！,402,"2,189","-1,839",0,5,9,1/156.4,1/0.0,1/437.8,1/243.2
