台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"7,623",-65,25,25,1/152.5,1/304.9,1/304.9
1002,"4,127",-853,11,14,1/165.1,1/375.2,1/294.8
1003,"3,681","-1,241",9,11,1/184.1,1/409.0,1/334.6
1004,"4,053",-432,13,13,1/155.9,1/311.8,1/311.8
1005,"5,178",-479,16,17,1/156.9,1/323.6,1/304.6
1006,"6,737","+1,844",33,19,1/129.6,1/204.2,1/354.6
1007,"7,964",+629,30,28,1/137.3,1/265.5,1/284.4
1008,"1,483",-738,4,2,1/247.2,1/370.8,1/741.5
1009,"2,118",+562,12,2,1/151.3,1/176.5,1/1059.0
1010,"4,325",+53,16,17,1/131.1,1/270.3,1/254.4
1011,"3,514","-1,371",10,3,1/270.3,1/351.4,1/1171.3
1012,"1,292",-150,6,3,1/143.6,1/215.3,1/430.7
1013,"9,778","+1,950",41,33,1/132.1,1/238.5,1/296.3
1014,"3,497",-391,12,9,1/166.5,1/291.4,1/388.6
1015,"7,323",-253,21,24,1/162.7,1/348.7,1/305.1
1016,"5,065",-815,14,18,1/158.3,1/361.8,1/281.4
1017,"4,251",-779,14,11,1/170.0,1/303.6,1/386.5
1018,"4,514","-1,276",10,15,1/180.6,1/451.4,1/300.9
1019,"6,128",-112,24,16,1/153.2,1/255.3,1/383.0
1020,"7,793",-371,25,25,1/155.9,1/311.7,1/311.7
1021,"6,529",+300,27,18,1/145.1,1/241.8,1/362.7
1022,"5,835",-756,18,19,1/157.7,1/324.2,1/307.1
1023,"7,358",+415,27,23,1/147.2,1/272.5,1/319.9
1024,"2,242",-900,4,6,1/224.2,1/560.5,1/373.7
1025,"9,427","+1,429",38,32,1/134.7,1/248.1,1/294.6
1026,"3,034","-1,065",9,3,1/252.8,1/337.1,1/1011.3
1027,"5,414",-615,15,19,1/159.2,1/360.9,1/284.9
1028,"4,916",-171,18,18,1/136.6,1/273.1,1/273.1
1029,"6,558",+935,27,23,1/131.2,1/242.9,1/285.1
1030,"1,272",-238,5,2,1/181.7,1/254.4,1/636.0
1031,"2,744","-2,003",2,8,1/274.4,1/1372.0,1/343.0
1032,"8,827",+171,32,31,1/140.1,1/275.8,1/284.7
1033,"6,793",+324,27,16,1/158.0,1/251.6,1/424.6
1034,474,-438,1,0,1/474.0,1/474.0,1/0.0
1035,"9,031","+2,356",33,43,1/118.8,1/273.7,1/210.0
1036,"2,210",-91,9,5,1/157.9,1/245.6,1/442.0
1037,"9,188","+3,353",43,44,1/105.6,1/213.7,1/208.8
1038,"3,260",-538,11,8,1/171.6,1/296.4,1/407.5
1039,"2,583","-1,441",4,7,1/234.8,1/645.8,1/369.0
1040,"5,639","-1,782",12,20,1/176.2,1/469.9,1/281.9
1041,"4,456","-2,621",8,11,1/234.5,1/557.0,1/405.1
1042,"5,018","+1,124",23,15,1/132.1,1/218.2,1/334.5
1043,"7,779",+453,33,19,1/149.6,1/235.7,1/409.4
1044,"7,659","+1,759",37,21,1/132.1,1/207.0,1/364.7
1045,"7,066",-853,22,21,1/164.3,1/321.2,1/336.5
1046,"6,505",+971,29,16,1/144.6,1/224.3,1/406.6
1047,"2,850",-538,9,7,1/178.1,1/316.7,1/407.1
1048,"2,658",-971,8,6,1/189.9,1/332.2,1/443.0
1049,"7,265","-1,476",21,18,1/186.3,1/346.0,1/403.6
1050,"6,248",-288,25,16,1/152.4,1/249.9,1/390.5
1069,"6,334",-397,19,27,1/137.7,1/333.4,1/234.6
1070,"8,082","+4,779",43,35,1/103.6,1/188.0,1/230.9
1071,"1,994","-1,229",3,4,1/284.9,1/664.7,1/498.5
1072,"8,778",-41,32,27,1/148.8,1/274.3,1/325.1
1073,"7,386",+76,25,31,1/131.9,1/295.4,1/238.3
1074,"7,699","+4,338",41,29,1/110.0,1/187.8,1/265.5
1075,785,-603,2,0,1/392.5,1/392.5,1/0.0
1076,"7,357",+203,30,26,1/131.4,1/245.2,1/283.0
1077,"7,462",+724,33,19,1/143.5,1/226.1,1/392.7
1078,"4,983",-356,17,12,1/171.8,1/293.1,1/415.2
1079,"6,836",-500,24,19,1/159.0,1/284.8,1/359.8
1080,"6,872",+288,26,23,1/140.2,1/264.3,1/298.8
1081,"7,867","+1,194",28,39,1/117.4,1/281.0,1/201.7
1082,691,-326,2,1,1/230.3,1/345.5,1/691.0
1083,"7,781","+1,668",32,30,1/125.5,1/243.2,1/259.4
1084,"3,055",-474,9,11,1/152.8,1/339.4,1/277.7
1085,"4,272",-462,14,13,1/158.2,1/305.1,1/328.6
1086,"7,921",+818,32,25,1/139.0,1/247.5,1/316.8
1087,"1,347",-591,3,4,1/192.4,1/449.0,1/336.8
1088,"9,101","+4,397",40,59,1/91.9,1/227.5,1/154.3
1089,"1,762",-215,7,3,1/176.2,1/251.7,1/587.3
1090,"4,365",-838,14,12,1/167.9,1/311.8,1/363.8
1091,"4,665",+344,20,13,1/141.4,1/233.2,1/358.8
1092,"7,632","+3,776",41,31,1/106.0,1/186.1,1/246.2
1093,"7,398","+1,088",31,25,1/132.1,1/238.6,1/295.9
1094,"2,386",-126,10,5,1/159.1,1/238.6,1/477.2
1095,"5,772",-303,21,14,1/164.9,1/274.9,1/412.3
1096,"4,352","-1,100",11,13,1/181.3,1/395.6,1/334.8
1097,"1,538",+62,6,3,1/170.9,1/256.3,1/512.7
1098,"6,772","+1,465",30,23,1/127.8,1/225.7,1/294.4
1099,"8,761","+3,956",43,37,1/109.5,1/203.7,1/236.8
