台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"7,077","+1,050",28,32,1/118.0,1/252.8,1/221.2
1101,"1,307",-68,5,4,1/145.2,1/261.4,1/326.8
1102,"1,014",-115,4,2,1/169.0,1/253.5,1/507.0
1103,"4,185",+191,17,13,1/139.5,1/246.2,1/321.9
1104,606,-291,2,0,1/303.0,1/303.0,1/0.0
1105,"3,150",-315,10,11,1/150.0,1/315.0,1/286.4
1106,"4,128",-432,15,12,1/152.9,1/275.2,1/344.0
1107,"1,219",-256,4,2,1/203.2,1/304.8,1/609.5
1108,"3,584","-1,182",8,15,1/155.8,1/448.0,1/238.9
1109,"1,232",-515,3,4,1/176.0,1/410.7,1/308.0
1110,748,-532,1,1,1/374.0,1/748.0,1/748.0
1111,749,-426,2,1,1/249.7,1/374.5,1/749.0
1112,"2,564",-732,8,5,1/197.2,1/320.5,1/512.8
1113,"2,627","+1,100",14,9,1/114.2,1/187.6,1/291.9
1123,"2,069",-185,6,11,1/121.7,1/344.8,1/188.1
1124,"1,207",-232,5,2,1/172.4,1/241.4,1/603.5
1125,388,-179,1,0,1/388.0,1/388.0,1/0.0
1126,"4,164",+85,16,13,1/143.6,1/260.2,1/320.3
1127,"5,486","+1,006",28,15,1/127.6,1/195.9,1/365.7
1128,781,-474,1,2,1/260.3,1/781.0,1/390.5
1129,"3,422",-826,12,9,1/163.0,1/285.2,1/380.2
