機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"5,812",27,16,1/135.2,1/215.3,1/363.2
アイムジャグラーEX-TP,462,"3,167",10,9,1/166.7,1/316.7,1/351.9
アイムジャグラーEX-TP,463,"3,363",11,10,1/160.1,1/305.7,1/336.3
アイムジャグラーEX-TP,464,730,3,1,1/182.5,1/243.3,1/730.0
アイムジャグラーEX-TP,478,"5,871",23,5,1/209.7,1/255.3,1/1174.2
アイムジャグラーEX-TP,479,"2,036",9,5,1/145.4,1/226.2,1/407.2
アイムジャグラーEX-TP,480,"1,289",1,1,1/644.5,1/1289.0,1/1289.0
アイムジャグラーEX-TP,481,"1,599",4,0,1/399.8,1/399.8,1/0.0
アイムジャグラーEX-TP,482,"2,427",7,5,1/202.2,1/346.7,1/485.4
アイムジャグラーEX-TP,483,"1,202",1,3,1/300.5,1/1202.0,1/400.7
アイムジャグラーEX-TP,484,"1,454",4,1,1/290.8,1/363.5,1/1454.0
アイムジャグラーEX-TP,485,"2,965",12,7,1/156.1,1/247.1,1/423.6
アイムジャグラーEX-TP,486,"2,441",12,3,1/162.7,1/203.4,1/813.7
アイムジャグラーEX-TP,487,"3,260",14,10,1/135.8,1/232.9,1/326.0
アイムジャグラーEX-TP,488,771,1,1,1/385.5,1/771.0,1/771.0
アイムジャグラーEX-TP,489,"3,872",15,8,1/168.3,1/258.1,1/484.0
アイムジャグラーEX-TP,500,"1,106",2,2,1/276.5,1/553.0,1/553.0
アイムジャグラーEX-TP,501,"4,250",23,7,1/141.7,1/184.8,1/607.1
アイムジャグラーEX-TP,502,"1,480",5,4,1/164.4,1/296.0,1/370.0
アイムジャグラーEX-TP,503,"3,642",17,7,1/151.8,1/214.2,1/520.3
アイムジャグラーEX-TP,504,"2,951",11,5,1/184.4,1/268.3,1/590.2
アイムジャグラーEX-TP,505,"1,229",4,1,1/245.8,1/307.2,1/1229.0
アイムジャグラーEX-TP,506,"4,131",16,14,1/137.7,1/258.2,1/295.1
アイムジャグラーEX-TP,507,"3,369",9,8,1/198.2,1/374.3,1/421.1
アイムジャグラーEX-TP,508,"1,670",10,4,1/119.3,1/167.0,1/417.5
アイムジャグラーEX-TP,509,"5,238",19,12,1/169.0,1/275.7,1/436.5
アイムジャグラーEX-TP,510,"1,821",2,5,1/260.1,1/910.5,1/364.2
アイムジャグラーEX-TP,511,"1,830",3,4,1/261.4,1/610.0,1/457.5
マイジャグラーV,444,"3,824",10,10,1/191.2,1/382.4,1/382.4
マイジャグラーV,445,"3,787",11,6,1/222.8,1/344.3,1/631.2
マイジャグラーV,446,"3,343",11,8,1/175.9,1/303.9,1/417.9
マイジャグラーV,447,"4,796",17,15,1/149.9,1/282.1,1/319.7
マイジャグラーV,448,"4,225",18,14,1/132.0,1/234.7,1/301.8
マイジャグラーV,449,"2,014",5,4,1/223.8,1/402.8,1/503.5
マイジャグラーV,450,"2,845",9,5,1/203.2,1/316.1,1/569.0
マイジャグラーV,451,"2,011",5,4,1/223.4,1/402.2,1/502.8
マイジャグラーV,452,"6,852",27,18,1/152.3,1/253.8,1/380.7
マイジャグラーV,453,"3,121",15,8,1/135.7,1/208.1,1/390.1
マイジャグラーV,454,"5,106",30,20,1/102.1,1/170.2,1/255.3
マイジャグラーV,455,"5,254",21,13,1/154.5,1/250.2,1/404.2
マイジャグラーV,456,"3,856",17,3,1/192.8,1/226.8,1/1285.3
マイジャグラーV,465,"6,592",36,18,1/122.1,1/183.1,1/366.2
マイジャグラーV,466,"1,046",1,1,1/523.0,1/1046.0,1/1046.0
マイジャグラーV,467,"2,315",5,3,1/289.4,1/463.0,1/771.7
マイジャグラーV,468,"3,950",15,7,1/179.5,1/263.3,1/564.3
マイジャグラーV,469,"5,973",23,14,1/161.4,1/259.7,1/426.6
マイジャグラーV,470,"1,844",4,3,1/263.4,1/461.0,1/614.7
マイジャグラーV,471,"4,203",15,10,1/168.1,1/280.2,1/420.3
マイジャグラーV,472,"2,110",6,4,1/211.0,1/351.7,1/527.5
マイジャグラーV,473,"6,038",23,20,1/140.4,1/262.5,1/301.9
マイジャグラーV,474,"2,843",9,8,1/167.2,1/315.9,1/355.4
マイジャグラーV,475,"4,235",23,6,1/146.0,1/184.1,1/705.8
マイジャグラーV,476,"3,436",7,9,1/214.8,1/490.9,1/381.8
マイジャグラーV,477,"6,243",19,14,1/189.2,1/328.6,1/445.9
ゴーゴージャグラー3,543,"2,368",8,7,1/157.9,1/296.0,1/338.3
ゴーゴージャグラー3,544,"3,632",10,11,1/173.0,1/363.2,1/330.2
ゴーゴージャグラー3,545,"1,602",7,3,1/160.2,1/228.9,1/534.0
ゴーゴージャグラー3,546,"4,353",28,17,1/96.7,1/155.5,1/256.1
ゴーゴージャグラー3,547,"2,701",7,4,1/245.5,1/385.9,1/675.2
ゴーゴージャグラー3,548,819,2,2,1/204.8,1/409.5,1/409.5
ゴーゴージャグラー3,549,"7,369",36,24,1/122.8,1/204.7,1/307.0
ゴーゴージャグラー3,550,"6,673",24,26,1/133.5,1/278.0,1/256.7
ゴーゴージャグラー3,551,910,5,0,1/182.0,1/182.0,1/0.0
ゴーゴージャグラー3,552,"2,683",14,7,1/127.8,1/191.6,1/383.3
ゴーゴージャグラー3,553,"3,397",12,8,1/169.8,1/283.1,1/424.6
ゴーゴージャグラー3,554,"2,225",14,4,1/123.6,1/158.9,1/556.2
ゴーゴージャグラー3,555,"3,072",12,10,1/139.6,1/256.0,1/307.2
ゴーゴージャグラー3,556,"4,781",16,13,1/164.9,1/298.8,1/367.8
スマスロ北斗の拳,648,"3,759",33,8,1/91.7,1/113.9,1/469.9
スマスロ北斗の拳,649,"3,388",26,8,1/99.6,1/130.3,1/423.5
スマスロ北斗の拳,650,"1,759",22,4,1/67.7,1/80.0,1/439.8
スマスロ北斗の拳,651,"4,790",54,10,1/74.8,1/88.7,1/479.0
スマスロ北斗の拳,652,"1,009",11,2,1/77.6,1/91.7,1/504.5
スマスロ北斗の拳,653,"3,584",80,12,1/39.0,1/44.8,1/298.7
スマスロ北斗の拳,654,"2,318",31,6,1/62.6,1/74.8,1/386.3
スマスロ北斗の拳,655,"3,944",26,8,1/116.0,1/151.7,1/493.0
スマスロ北斗の拳,656,"2,323",51,6,1/40.8,1/45.5,1/387.2
スマスロ北斗の拳,657,"2,246",21,5,1/86.4,1/107.0,1/449.2
スマスロ北斗の拳,658,"4,488",37,10,1/95.5,1/121.3,1/448.8
スマスロ北斗の拳,659,"1,410",23,5,1/50.4,1/61.3,1/282.0
スマスロ北斗の拳,660,"5,665",53,13,1/85.8,1/106.9,1/435.8
スマスロ北斗の拳,661,"4,961",70,13,1/59.8,1/70.9,1/381.6
沖ドキ!GOLD‐30,526,"4,273",6,7,1/328.7,1/712.2,1/610.4
沖ドキ!GOLD‐30,527,"1,189",9,8,1/69.9,1/132.1,1/148.6
沖ドキ!GOLD‐30,528,250,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,529,"1,156",6,4,1/115.6,1/192.7,1/289.0
沖ドキ!GOLD‐30,530,"1,947",5,3,1/243.4,1/389.4,1/649.0
沖ドキ!GOLD‐30,531,195,3,1,1/48.8,1/65.0,1/195.0
沖ドキ!GOLD‐30,532,"3,275",7,2,1/363.9,1/467.9,1/1637.5
沖ドキ!GOLD‐30,533,334,2,1,1/111.3,1/167.0,1/334.0
沖ドキ!GOLD‐30,534,"2,906",17,3,1/145.3,1/170.9,1/968.7
沖ドキ!GOLD‐30,535,"1,008",14,6,1/50.4,1/72.0,1/168.0
沖ドキ!GOLD‐30,536,"2,173",9,4,1/167.2,1/241.4,1/543.2
沖ドキ!GOLD‐30,537,"1,004",18,5,1/43.7,1/55.8,1/200.8
沖ドキ!GOLD‐30,538,"1,815",12,1,1/139.6,1/151.2,1/1815.0
沖ドキ!GOLD‐30,539,"3,109",8,11,1/163.6,1/388.6,1/282.6
からくりサーカス,741,64,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,742,"4,149",28,6,1/122.0,1/148.2,1/691.5
からくりサーカス,743,88,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,744,"2,028",34,4,1/53.4,1/59.6,1/507.0
からくりサーカス,745,"1,592",11,6,1/93.6,1/144.7,1/265.3
からくりサーカス,746,95,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,747,310,10,1,1/28.2,1/31.0,1/310.0
からくりサーカス,748,845,18,2,1/42.2,1/46.9,1/422.5
