台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"3,924",+285,18,4,1/178.4,1/218.0,1/981.0
1002,"6,829","+1,226",32,18,1/136.6,1/213.4,1/379.4
1003,"3,832",-579,12,11,1/166.6,1/319.3,1/348.4
1004,"1,050",-832,2,0,1/525.0,1/525.0,1/0.0
1005,"7,855","+2,232",40,20,1/130.9,1/196.4,1/392.8
1006,"1,775",-691,5,3,1/221.9,1/355.0,1/591.7
1007,"8,395","+1,947",35,36,1/118.2,1/239.9,1/233.2
1008,"3,801",-468,13,10,1/165.3,1/292.4,1/380.1
1009,"6,756",+335,28,17,1/150.1,1/241.3,1/397.4
1010,"5,218","+1,076",24,16,1/130.4,1/217.4,1/326.1
1011,"6,950","+1,724",36,11,1/147.9,1/193.1,1/631.8
1012,"5,541","+1,300",27,15,1/131.9,1/205.2,1/369.4
1013,"6,532",+888,29,19,1/136.1,1/225.2,1/343.8
1014,"7,620","+1,100",29,33,1/122.9,1/262.8,1/230.9
1015,"1,443",-791,4,2,1/240.5,1/360.8,1/721.5
1016,"2,710","-1,006",7,6,1/208.5,1/387.1,1/451.7
1017,"5,479",+456,22,19,1/133.6,1/249.0,1/288.4
1018,"5,506",+762,24,16,1/137.7,1/229.4,1/344.1
1019,"5,434",+735,21,17,1/143.0,1/258.8,1/319.6
1020,"7,654","+1,041",29,30,1/129.7,1/263.9,1/255.1
1021,"6,280","+1,053",29,16,1/139.6,1/216.6,1/392.5
1022,"8,184","+1,088",31,28,1/138.7,1/264.0,1/292.3
1023,"6,189",+532,26,17,1/143.9,1/238.0,1/364.1
1024,"1,621",-509,6,0,1/270.2,1/270.2,1/0.0
1025,"6,474",-159,25,22,1/137.7,1/259.0,1/294.3
1026,"3,880","-1,359",9,10,1/204.2,1/431.1,1/388.0
1027,"4,148",-785,15,8,1/180.3,1/276.5,1/518.5
1028,"8,772","+1,594",36,32,1/129.0,1/243.7,1/274.1
1029,"4,234","-1,053",12,12,1/176.4,1/352.8,1/352.8
1030,"5,451",-156,20,15,1/155.7,1/272.6,1/363.4
1031,"1,316",-503,4,2,1/219.3,1/329.0,1/658.0
1032,"6,256",+429,29,15,1/142.2,1/215.7,1/417.1
1033,"5,797",-491,22,11,1/175.7,1/263.5,1/527.0
1034,"5,178","-1,359",13,18,1/167.0,1/398.3,1/287.7
1035,"2,442","-1,535",4,5,1/271.3,1/610.5,1/488.4
1036,"5,917",+332,22,20,1/140.9,1/269.0,1/295.9
1037,"6,060",-179,23,18,1/147.8,1/263.5,1/336.7
1038,"5,753",-421,21,14,1/164.4,1/274.0,1/410.9
1039,"6,451",-832,20,17,1/174.4,1/322.6,1/379.5
1040,"3,308","-1,241",8,9,1/194.6,1/413.5,1/367.6
1041,"4,973",+724,22,15,1/134.4,1/226.0,1/331.5
1042,"4,679","-1,453",14,11,1/187.2,1/334.2,1/425.4
1043,"6,397",+594,25,22,1/136.1,1/255.9,1/290.8
1044,"5,521","-1,606",13,17,1/184.0,1/424.7,1/324.8
1045,"2,452",+256,12,3,1/163.5,1/204.3,1/817.3
1046,"8,258",+382,29,32,1/135.4,1/284.8,1/258.1
1047,"1,761",-462,7,0,1/251.6,1/251.6,1/0.0
1048,"3,648",-65,14,9,1/158.6,1/260.6,1/405.3
1049,"6,982",+121,24,24,1/145.5,1/290.9,1/290.9
1050,"7,121",+803,28,23,1/139.6,1/254.3,1/309.6
1069,"7,645",-253,26,30,1/136.5,1/294.0,1/254.8
1070,"4,988",-803,16,14,1/166.3,1/311.8,1/356.3
1071,"7,462","+1,774",37,19,1/133.2,1/201.7,1/392.7
1072,"3,117","-1,253",8,5,1/239.8,1/389.6,1/623.4
1073,"5,214",+618,23,11,1/153.4,1/226.7,1/474.0
1074,"6,875",+444,26,23,1/140.3,1/264.4,1/298.9
1075,"6,937",+462,27,19,1/150.8,1/256.9,1/365.1
1076,"4,842",-426,18,9,1/179.3,1/269.0,1/538.0
1077,"7,718",+618,30,22,1/148.4,1/257.3,1/350.8
1078,"2,479",-862,7,5,1/206.6,1/354.1,1/495.8
1079,"1,952",-462,6,2,1/244.0,1/325.3,1/976.0
1080,"5,061",+544,23,7,1/168.7,1/220.0,1/723.0
1081,"4,696",-385,17,14,1/151.5,1/276.2,1/335.4
1082,"2,021",-862,6,5,1/183.7,1/336.8,1/404.2
1083,"6,674",+900,29,20,1/136.2,1/230.1,1/333.7
1084,"2,723",-497,9,6,1/181.5,1/302.6,1/453.8
1085,"7,681",-21,30,23,1/144.9,1/256.0,1/334.0
1086,"3,273",-874,9,6,1/218.2,1/363.7,1/545.5
1087,"3,649",+156,13,11,1/152.0,1/280.7,1/331.7
1088,"5,139",+462,22,17,1/131.8,1/233.6,1/302.3
1089,"6,948","+2,197",34,26,1/115.8,1/204.4,1/267.2
1090,"4,191",-497,15,12,1/155.2,1/279.4,1/349.2
1091,"7,283",-606,20,28,1/151.7,1/364.1,1/260.1
1092,"1,460",-759,3,3,1/243.3,1/486.7,1/486.7
1093,"6,012",+279,21,21,1/143.1,1/286.3,1/286.3
1094,"5,355",+982,22,16,1/140.9,1/243.4,1/334.7
1095,"9,021",+74,29,42,1/127.1,1/311.1,1/214.8
1096,"3,166",+256,14,6,1/158.3,1/226.1,1/527.7
1097,"4,269","-1,206",12,11,1/185.6,1/355.8,1/388.1
1098,"4,639",-238,16,11,1/171.8,1/289.9,1/421.7
1099,"3,514",-568,13,10,1/152.8,1/270.3,1/351.4
