機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,436",+515,16,7,0,1/62.4,1/89.8,1/205.1,1/0.0
スマスロ北斗の拳,343,"1,215",-377,9,3,0,1/101.2,1/135.0,1/405.0,1/0.0
スマスロ北斗の拳,344,364,"+1,013",10,1,0,1/33.1,1/36.4,1/364.0,1/0.0
スマスロ北斗の拳,345,"2,421",-122,26,9,0,1/69.2,1/93.1,1/269.0,1/0.0
スマスロ北斗の拳,346,120,+479,5,1,0,1/20.0,1/24.0,1/120.0,1/0.0
スマスロ北斗の拳,347,"2,361","-1,658",13,6,0,1/124.3,1/181.6,1/393.5,1/0.0
スマスロ北斗の拳,348,645,-695,2,1,0,1/215.0,1/322.5,1/645.0,1/0.0
スマスロ北斗の拳,349,315,+146,3,1,0,1/78.8,1/105.0,1/315.0,1/0.0
アイムジャグラーEX-TP,319,"3,188",-194,12,7,0,1/167.8,1/265.7,1/455.4,1/0.0
アイムジャグラーEX-TP,320,"1,775","-1,480",2,4,0,1/295.8,1/887.5,1/443.8,1/0.0
アイムジャグラーEX-TP,321,"2,825","-1,377",6,6,0,1/235.4,1/470.8,1/470.8,1/0.0
アイムジャグラーEX-TP,322,"1,036",-834,1,0,0,1/1036.0,1/1036.0,1/0.0,1/0.0
アイムジャグラーEX-TP,323,"2,267","-1,984",2,4,0,1/377.8,1/1133.5,1/566.8,1/0.0
アイムジャグラーEX-TP,324,"3,769",+333,15,10,0,1/150.8,1/251.3,1/376.9,1/0.0
アイムジャグラーEX-TP,325,"5,112",+576,20,18,0,1/134.5,1/255.6,1/284.0,1/0.0
マイジャグラーV,313,"5,055","+2,884",30,15,0,1/112.3,1/168.5,1/337.0,1/0.0
マイジャグラーV,314,662,-79,3,0,0,1/220.7,1/220.7,1/0.0,1/0.0
マイジャグラーV,315,"6,938","-1,104",23,16,0,1/177.9,1/301.7,1/433.6,1/0.0
マイジャグラーV,316,"2,739",-24,11,7,0,1/152.2,1/249.0,1/391.3,1/0.0
マイジャグラーV,317,"3,068","-1,651",5,7,0,1/255.7,1/613.6,1/438.3,1/0.0
マイジャグラーV,318,"4,557","+1,726",23,14,0,1/123.2,1/198.1,1/325.5,1/0.0
ハッピージャグラーVIII,326,"1,933",-814,4,7,0,1/175.7,1/483.2,1/276.1,1/0.0
ハッピージャグラーVIII,327,"2,158",+510,10,6,0,1/134.9,1/215.8,1/359.7,1/0.0
ハッピージャグラーVIII,328,"1,129",-850,2,1,0,1/376.3,1/564.5,1/1129.0,1/0.0
ハッピージャグラーVIII,329,"1,717",-173,7,3,0,1/171.7,1/245.3,1/572.3,1/0.0
ハッピージャグラーVIII,330,635,-526,0,1,0,1/635.0,1/0.0,1/635.0,1/0.0
ゴーゴージャグラー3,335,"3,104","-1,181",10,5,0,1/206.9,1/310.4,1/620.8,1/0.0
ゴーゴージャグラー3,336,"2,973",-215,11,10,0,1/141.6,1/270.3,1/297.3,1/0.0
ゴーゴージャグラー3,337,"4,676","-1,235",14,14,0,1/167.0,1/334.0,1/334.0,1/0.0
ゴーゴージャグラー3,338,"1,443",+351,7,5,0,1/120.2,1/206.1,1/288.6,1/0.0
ハナハナホウオウ～天翔～-30,426,"1,217",-535,3,3,0,1/202.8,1/405.7,1/405.7,1/0.0
ハナハナホウオウ～天翔～-30,427,503,-92,2,0,0,1/251.5,1/251.5,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,428,24,-46,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,429,"1,323",-505,3,4,0,1/189.0,1/441.0,1/330.8,1/0.0
Re:ゼロから始める異世界生活 season2,366,408,+104,0,0,4,1/102.0,1/0.0,1/0.0,1/102.0
Re:ゼロから始める異世界生活 season2,367,481,+80,0,0,5,1/96.2,1/0.0,1/0.0,1/96.2
Re:ゼロから始める異世界生活 season2,368,511,-298,0,0,3,1/170.3,1/0.0,1/0.0,1/170.3
ゴッドイーター リザレクション,371,"3,348","+2,657",0,4,33,1/90.5,1/0.0,1/837.0,1/101.5
ゴッドイーター リザレクション,372,516,-23,0,1,4,1/103.2,1/0.0,1/516.0,1/129.0
ゴッドイーター リザレクション,373,"4,590","+1,262",0,8,42,1/91.8,1/0.0,1/573.8,1/109.3
ファンキージャグラー2,339,"2,813",-988,8,4,0,1/234.4,1/351.6,1/703.2,1/0.0
ファンキージャグラー2,340,"2,624",-290,10,6,0,1/164.0,1/262.4,1/437.3,1/0.0
ファンキージャグラー2,341,"3,553",+573,16,9,0,1/142.1,1/222.1,1/394.8,1/0.0
戦姫絶唱シンフォギア 正義の歌,359,437,+75,0,2,6,1/54.6,1/0.0,1/218.5,1/72.8
戦姫絶唱シンフォギア 正義の歌,360,102,-183,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,361,"2,895",+165,0,11,34,1/64.3,1/0.0,1/263.2,1/85.1
押忍！番長4,374,"2,034",-527,0,2,10,1/169.5,1/0.0,1/1017.0,1/203.4
押忍！番長4,375,556,-236,0,1,5,1/92.7,1/0.0,1/556.0,1/111.2
押忍！番長4,376,"1,842",-954,0,2,8,1/184.2,1/0.0,1/921.0,1/230.2
炎炎ノ消防隊,398,684,-870,0,1,0,1/684.0,1/0.0,1/684.0,1/0.0
炎炎ノ消防隊,399,"1,266",-228,0,1,7,1/158.2,1/0.0,1/1266.0,1/180.9
炎炎ノ消防隊,400,"2,582","+1,100",0,6,20,1/99.3,1/0.0,1/430.3,1/129.1
D4DJ Pachi‐Slot Mix,401,982,-445,3,0,7,1/98.2,1/327.3,1/0.0,1/140.3
D4DJ Pachi‐Slot Mix,402,466,-177,2,0,2,1/116.5,1/233.0,1/0.0,1/233.0
グランベルム,394,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,395,595,-472,2,0,0,1/297.5,1/297.5,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,355,165,+1,0,1,1,1/82.5,1/0.0,1/165.0,1/165.0
サンダーVライトニング,424,497,+298,3,1,0,1/124.2,1/165.7,1/497.0,1/0.0
サンダーVライトニング,425,496,-184,2,0,0,1/248.0,1/248.0,1/0.0,1/0.0
ジャグラーガールズ,333,703,-507,1,2,0,1/234.3,1/703.0,1/351.5,1/0.0
ジャグラーガールズ,334,"2,143","+1,531",14,6,0,1/107.2,1/153.1,1/357.2,1/0.0
スマスロキングパルサー,356,56,-93,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロキングパルサー,357,14,-18,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,350,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,351,"1,266","-1,187",4,0,2,1/211.0,1/316.5,1/0.0,1/633.0
