機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,923",+174,52,15,0,1/73.5,1/94.7,1/328.2,1/0.0
スマスロ北斗の拳,343,"6,541","-1,465",58,21,0,1/82.8,1/112.8,1/311.5,1/0.0
スマスロ北斗の拳,344,"4,664","+3,884",74,11,0,1/54.9,1/63.0,1/424.0,1/0.0
スマスロ北斗の拳,345,"3,831","+1,174",55,8,0,1/60.8,1/69.7,1/478.9,1/0.0
スマスロ北斗の拳,346,"3,463","+1,698",52,11,0,1/55.0,1/66.6,1/314.8,1/0.0
スマスロ北斗の拳,347,"4,667","-1,198",38,16,0,1/86.4,1/122.8,1/291.7,1/0.0
スマスロ北斗の拳,348,"4,545","-1,547",37,10,0,1/96.7,1/122.8,1/454.5,1/0.0
スマスロ北斗の拳,349,"5,745","-5,337",18,12,0,1/191.5,1/319.2,1/478.8,1/0.0
アイムジャグラーEX-TP,319,"3,223",+273,14,9,0,1/140.1,1/230.2,1/358.1,1/0.0
アイムジャグラーEX-TP,320,"1,733","-1,267",3,2,0,1/346.6,1/577.7,1/866.5,1/0.0
アイムジャグラーEX-TP,321,"4,293",+843,18,13,0,1/138.5,1/238.5,1/330.2,1/0.0
アイムジャグラーEX-TP,322,"5,712","-1,453",16,16,0,1/178.5,1/357.0,1/357.0,1/0.0
アイムジャグラーEX-TP,323,"2,570","-1,779",3,5,0,1/321.2,1/856.7,1/514.0,1/0.0
アイムジャグラーEX-TP,324,"1,863",-285,7,4,0,1/169.4,1/266.1,1/465.8,1/0.0
アイムジャグラーEX-TP,325,"6,697","+3,465",39,16,0,1/121.8,1/171.7,1/418.6,1/0.0
マイジャグラーV,313,"4,255",-983,12,11,0,1/185.0,1/354.6,1/386.8,1/0.0
マイジャグラーV,314,"2,445",-890,8,1,0,1/271.7,1/305.6,1/2445.0,1/0.0
マイジャグラーV,315,"4,136",-645,15,11,0,1/159.1,1/275.7,1/376.0,1/0.0
マイジャグラーV,316,"3,424",-390,12,6,0,1/190.2,1/285.3,1/570.7,1/0.0
マイジャグラーV,317,"2,583","-1,012",6,7,0,1/198.7,1/430.5,1/369.0,1/0.0
マイジャグラーV,318,"5,402",+134,23,13,0,1/150.1,1/234.9,1/415.5,1/0.0
