台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"3,249","-1,206",10,6,1/203.1,1/324.9,1/541.5
1101,"2,514",+91,10,8,1/139.7,1/251.4,1/314.2
1102,"2,365",-626,7,6,1/181.9,1/337.9,1/394.2
1103,"2,244","-1,018",6,5,1/204.0,1/374.0,1/448.8
1104,"1,040",-791,2,1,1/346.7,1/520.0,1/1040.0
1105,"5,320",+626,25,16,1/129.8,1/212.8,1/332.5
1106,"2,785",-935,8,6,1/198.9,1/348.1,1/464.2
1107,"6,750",+394,25,26,1/132.4,1/270.0,1/259.6
1108,"5,863",+91,23,17,1/146.6,1/254.9,1/344.9
1109,"4,793",-450,19,10,1/165.3,1/252.3,1/479.3
1110,"4,782",-156,17,15,1/149.4,1/281.3,1/318.8
1111,"4,529",-421,18,9,1/167.7,1/251.6,1/503.2
1112,"1,329",-938,2,1,1/443.0,1/664.5,1/1329.0
1113,"4,659",-618,14,17,1/150.3,1/332.8,1/274.1
1123,942,-621,2,1,1/314.0,1/471.0,1/942.0
1124,"7,169","+1,876",35,26,1/117.5,1/204.8,1/275.7
1125,856,-879,0,2,1/428.0,1/0.0,1/428.0
1126,"6,342","-1,324",19,19,1/166.9,1/333.8,1/333.8
1127,"3,068",+897,18,6,1/127.8,1/170.4,1/511.3
1128,"5,323",+497,23,17,1/133.1,1/231.4,1/313.1
1129,"1,788",-691,5,4,1/198.7,1/357.6,1/447.0
