台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"2,052",-374,6,5,1/186.5,1/342.0,1/410.4
1002,"6,022","+1,606",28,13,1/146.9,1/215.1,1/463.2
1003,160,-168,0,0,1/0.0,1/0.0,1/0.0
1004,"2,109",-126,7,6,1/162.2,1/301.3,1/351.5
1005,"1,545",-444,4,6,1/154.5,1/386.2,1/257.5
1006,"5,428",-668,19,11,1/180.9,1/285.7,1/493.5
1007,977,-250,3,2,1/195.4,1/325.7,1/488.5
1008,916,-268,3,1,1/229.0,1/305.3,1/916.0
1009,"1,157",-368,3,3,1/192.8,1/385.7,1/385.7
1010,"5,252",-479,21,7,1/187.6,1/250.1,1/750.3
1011,839,-526,2,0,1/419.5,1/419.5,1/0.0
1012,"6,126","+1,862",29,24,1/115.6,1/211.2,1/255.2
1013,"1,287",+85,5,4,1/143.0,1/257.4,1/321.8
1014,"6,170","+2,321",33,13,1/134.1,1/187.0,1/474.6
1015,338,-162,1,0,1/338.0,1/338.0,1/0.0
1016,"1,701",-126,6,3,1/189.0,1/283.5,1/567.0
1017,"2,424",+56,10,7,1/142.6,1/242.4,1/346.3
1018,593,-426,1,0,1/593.0,1/593.0,1/0.0
1019,"1,244","-1,229",0,2,1/622.0,1/0.0,1/622.0
1020,"2,159",-985,6,2,1/269.9,1/359.8,1/1079.5
1021,536,-362,1,1,1/268.0,1/536.0,1/536.0
1022,"4,881",+876,25,10,1/139.5,1/195.2,1/488.1
1023,544,-456,1,0,1/544.0,1/544.0,1/0.0
1024,"2,411",+144,10,7,1/141.8,1/241.1,1/344.4
1025,782,-532,1,1,1/391.0,1/782.0,1/782.0
1026,"2,298",-579,8,2,1/229.8,1/287.2,1/1149.0
1027,"3,629",-912,10,9,1/191.0,1/362.9,1/403.2
1028,"3,122",+218,13,9,1/141.9,1/240.2,1/346.9
1029,607,-521,1,0,1/607.0,1/607.0,1/0.0
1030,"6,962","+2,553",36,23,1/118.0,1/193.4,1/302.7
1031,"1,601",+438,6,8,1/114.4,1/266.8,1/200.1
1032,"6,001",+579,23,21,1/136.4,1/260.9,1/285.8
1033,"7,743",+209,28,23,1/151.8,1/276.5,1/336.7
1034,871,+74,4,1,1/174.2,1/217.8,1/871.0
1035,"1,752",-203,6,4,1/175.2,1/292.0,1/438.0
1036,900,-138,4,0,1/225.0,1/225.0,1/0.0
1037,"1,163","-1,029",1,2,1/387.7,1/1163.0,1/581.5
1038,"6,376","+1,653",29,17,1/138.6,1/219.9,1/375.1
1039,845,-415,2,1,1/281.7,1/422.5,1/845.0
1040,752,-332,2,1,1/250.7,1/376.0,1/752.0
1041,"7,191",-300,25,19,1/163.4,1/287.6,1/378.5
1042,"1,533",-532,5,2,1/219.0,1/306.6,1/766.5
1043,437,-532,0,0,1/0.0,1/0.0,1/0.0
1044,988,-426,2,2,1/247.0,1/494.0,1/494.0
1045,"4,039",+629,18,9,1/149.6,1/224.4,1/448.8
1046,"1,705",+409,8,5,1/131.2,1/213.1,1/341.0
1047,"3,746",-626,12,9,1/178.4,1/312.2,1/416.2
1048,"5,160",-921,15,17,1/161.2,1/344.0,1/303.5
1049,604,-638,0,1,1/604.0,1/0.0,1/604.0
1050,"1,679",-262,4,7,1/152.6,1/419.8,1/239.9
1069,"1,065",-26,4,2,1/177.5,1/266.2,1/532.5
1070,"1,888",-474,6,5,1/171.6,1/314.7,1/377.6
1071,432,-132,1,0,1/432.0,1/432.0,1/0.0
1072,"8,257","+1,241",34,33,1/123.2,1/242.9,1/250.2
1073,364,-438,0,0,1/0.0,1/0.0,1/0.0
1074,977,+50,4,2,1/162.8,1/244.2,1/488.5
1075,"4,260","+1,547",24,11,1/121.7,1/177.5,1/387.3
1076,"7,074",+829,29,20,1/144.4,1/243.9,1/353.7
1077,"5,097",-985,13,15,1/182.0,1/392.1,1/339.8
1078,"1,283",-79,6,2,1/160.4,1/213.8,1/641.5
1079,887,-38,4,1,1/177.4,1/221.8,1/887.0
1080,"3,315",-350,11,9,1/165.8,1/301.4,1/368.3
1081,"1,539","-1,006",3,2,1/307.8,1/513.0,1/769.5
1082,979,-644,1,2,1/326.3,1/979.0,1/489.5
1083,"1,762",-244,7,2,1/195.8,1/251.7,1/881.0
1084,"3,812",-574,12,11,1/165.7,1/317.7,1/346.5
1085,"1,797",-768,5,2,1/256.7,1/359.4,1/898.5
1086,513,-115,2,0,1/256.5,1/256.5,1/0.0
1087,"7,966","+1,900",34,27,1/130.6,1/234.3,1/295.0
1088,"2,267",+521,11,6,1/133.4,1/206.1,1/377.8
1089,948,-409,3,1,1/237.0,1/316.0,1/948.0
1090,"1,095",+74,5,0,1/219.0,1/219.0,1/0.0
1091,"1,038",-679,2,1,1/346.0,1/519.0,1/1038.0
1092,"5,940",-385,18,24,1/141.4,1/330.0,1/247.5
1093,"7,092","+3,329",35,35,1/101.3,1/202.6,1/202.6
1094,753,-574,1,3,1/188.2,1/753.0,1/251.0
1095,"1,423",-503,4,4,1/177.9,1/355.8,1/355.8
1096,"2,396",-721,5,7,1/199.7,1/479.2,1/342.3
1097,"3,651",+503,15,10,1/146.0,1/243.4,1/365.1
1098,"1,501",-203,5,2,1/214.4,1/300.2,1/750.5
1099,"2,404",-50,9,6,1/160.3,1/267.1,1/400.7
