機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"1,895",5,4,1/210.6,1/379.0,1/473.8
マイジャグラーV,445,"1,680",6,1,1/240.0,1/280.0,1/1680.0
マイジャグラーV,446,"5,860",29,17,1/127.4,1/202.1,1/344.7
マイジャグラーV,447,802,2,2,1/200.5,1/401.0,1/401.0
マイジャグラーV,448,"1,429",2,5,1/204.1,1/714.5,1/285.8
マイジャグラーV,449,"4,781",16,11,1/177.1,1/298.8,1/434.6
マイジャグラーV,450,"1,105",4,1,1/221.0,1/276.2,1/1105.0
マイジャグラーV,451,"4,237",15,9,1/176.5,1/282.5,1/470.8
マイジャグラーV,452,"1,001",2,1,1/333.7,1/500.5,1/1001.0
マイジャグラーV,453,"3,214",6,12,1/178.6,1/535.7,1/267.8
マイジャグラーV,454,"1,389",8,2,1/138.9,1/173.6,1/694.5
マイジャグラーV,455,"3,603",19,11,1/120.1,1/189.6,1/327.5
マイジャグラーV,456,"1,784",4,3,1/254.9,1/446.0,1/594.7
マイジャグラーV,465,"1,174",5,1,1/195.7,1/234.8,1/1174.0
マイジャグラーV,466,"3,517",14,10,1/146.5,1/251.2,1/351.7
マイジャグラーV,467,"2,093",6,3,1/232.6,1/348.8,1/697.7
マイジャグラーV,468,"1,910",4,3,1/272.9,1/477.5,1/636.7
マイジャグラーV,469,"3,947",13,9,1/179.4,1/303.6,1/438.6
マイジャグラーV,470,"2,962",8,7,1/197.5,1/370.2,1/423.1
マイジャグラーV,471,"3,615",13,10,1/157.2,1/278.1,1/361.5
マイジャグラーV,472,"2,099",8,4,1/174.9,1/262.4,1/524.8
マイジャグラーV,473,"2,620",8,6,1/187.1,1/327.5,1/436.7
マイジャグラーV,474,"5,150",21,12,1/156.1,1/245.2,1/429.2
マイジャグラーV,475,"3,986",18,13,1/128.6,1/221.4,1/306.6
マイジャグラーV,476,"1,725",7,1,1/215.6,1/246.4,1/1725.0
マイジャグラーV,477,"7,980",26,18,1/181.4,1/306.9,1/443.3
アイムジャグラーEX-TP,457,"2,025",5,4,1/225.0,1/405.0,1/506.2
アイムジャグラーEX-TP,458,"1,002",1,2,1/334.0,1/1002.0,1/501.0
アイムジャグラーEX-TP,459,530,3,0,1/176.7,1/176.7,1/0.0
アイムジャグラーEX-TP,460,"2,571",7,7,1/183.6,1/367.3,1/367.3
アイムジャグラーEX-TP,461,"2,741",11,6,1/161.2,1/249.2,1/456.8
アイムジャグラーEX-TP,462,824,2,0,1/412.0,1/412.0,1/0.0
アイムジャグラーEX-TP,463,668,3,1,1/167.0,1/222.7,1/668.0
