台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"1,715","-1,371",2,2,1/428.8,1/857.5,1/857.5
1002,"7,712","+1,579",35,23,1/133.0,1/220.3,1/335.3
1003,"5,337",-150,22,10,1/166.8,1/242.6,1/533.7
1004,"1,050",-991,0,2,1/525.0,1/0.0,1/525.0
1005,"6,413","+1,121",29,18,1/136.4,1/221.1,1/356.3
1006,"2,834","-1,100",6,7,1/218.0,1/472.3,1/404.9
1007,"6,164","+1,653",25,24,1/125.8,1/246.6,1/256.8
1008,"3,275",-700,10,8,1/181.9,1/327.5,1/409.4
1009,"4,110",-841,14,9,1/178.7,1/293.6,1/456.7
1010,"4,358",-429,18,2,1/217.9,1/242.1,1/2179.0
1011,"6,834",-262,25,18,1/158.9,1/273.4,1/379.7
1012,"2,233","-1,265",4,6,1/223.3,1/558.2,1/372.2
1013,"2,507",-926,6,4,1/250.7,1/417.8,1/626.8
1014,"1,641","-1,547",0,4,1/410.2,1/0.0,1/410.2
1015,"7,132","+2,162",32,27,1/120.9,1/222.9,1/264.1
1016,"6,869","+1,394",34,17,1/134.7,1/202.0,1/404.1
1017,"4,176",+538,17,11,1/149.1,1/245.6,1/379.6
1018,"4,493","-1,571",11,12,1/195.3,1/408.5,1/374.4
1019,"4,388",-735,14,13,1/162.5,1/313.4,1/337.5
1020,"3,815",-362,15,6,1/181.7,1/254.3,1/635.8
1021,"4,712",-712,16,15,1/152.0,1/294.5,1/314.1
1022,"5,836",+312,25,17,1/139.0,1/233.4,1/343.3
1023,702,-715,1,0,1/702.0,1/702.0,1/0.0
1024,"6,249","-1,253",20,18,1/164.4,1/312.4,1/347.2
1025,"2,217",-821,7,4,1/201.5,1/316.7,1/554.2
1026,"5,406","+2,741",28,24,1/104.0,1/193.1,1/225.2
1027,"3,902","-1,029",11,8,1/205.4,1/354.7,1/487.8
1028,"2,570","-1,100",6,3,1/285.6,1/428.3,1/856.7
1029,"3,719",-700,11,9,1/185.9,1/338.1,1/413.2
1030,"5,206","-1,382",14,11,1/208.2,1/371.9,1/473.3
1031,"2,786",-179,9,8,1/163.9,1/309.6,1/348.2
1032,"7,225",+88,28,18,1/157.1,1/258.0,1/401.4
1033,"4,953",-850,14,16,1/165.1,1/353.8,1/309.6
1034,"8,493",+574,31,30,1/139.2,1/274.0,1/283.1
1035,"4,433",-450,16,11,1/164.2,1/277.1,1/403.0
1036,"6,671",+935,29,18,1/141.9,1/230.0,1/370.6
1037,"1,937",-750,6,2,1/242.1,1/322.8,1/968.5
1038,"2,262","-1,029",5,6,1/205.6,1/452.4,1/377.0
1039,"3,088",+838,15,6,1/147.0,1/205.9,1/514.7
1040,"6,571",+453,28,17,1/146.0,1/234.7,1/386.5
1041,"3,720","-2,656",4,12,1/232.5,1/930.0,1/310.0
1042,"6,683",-756,22,21,1/155.4,1/303.8,1/318.2
1043,"5,149",-547,19,12,1/166.1,1/271.0,1/429.1
1044,"4,294","-1,041",11,14,1/171.8,1/390.4,1/306.7
1045,"5,383",-735,19,12,1/173.6,1/283.3,1/448.6
1046,"3,330",-585,11,9,1/166.5,1/302.7,1/370.0
1047,"6,944",+15,27,17,1/157.8,1/257.2,1/408.5
1048,"4,464",-668,15,11,1/171.7,1/297.6,1/405.8
1049,"3,406",-821,11,5,1/212.9,1/309.6,1/681.2
1050,"3,208",-962,8,8,1/200.5,1/401.0,1/401.0
1069,"5,398","-1,288",15,15,1/179.9,1/359.9,1/359.9
1070,"5,542",+550,21,17,1/145.8,1/263.9,1/326.0
1071,"5,246",-794,16,17,1/159.0,1/327.9,1/308.6
1072,"6,029",-797,20,14,1/177.3,1/301.4,1/430.6
1073,"1,315",-691,4,1,1/263.0,1/328.8,1/1315.0
1074,"7,302","+2,515",34,27,1/119.7,1/214.8,1/270.4
1075,"2,152",+585,12,4,1/134.5,1/179.3,1/538.0
1076,"7,267",-335,25,22,1/154.6,1/290.7,1/330.3
1077,"5,572","-1,629",16,11,1/206.4,1/348.2,1/506.5
1078,"8,487",+182,31,28,1/143.8,1/273.8,1/303.1
1079,"1,228",-885,2,1,1/409.3,1/614.0,1/1228.0
1080,"6,725","-1,429",18,26,1/152.8,1/373.6,1/258.7
1081,"8,174",+550,25,40,1/125.8,1/327.0,1/204.3
1082,"1,258",-762,2,2,1/314.5,1/629.0,1/629.0
1083,"2,251",-797,6,4,1/225.1,1/375.2,1/562.8
1084,"4,000",-126,15,8,1/173.9,1/266.7,1/500.0
1085,"6,791",-179,23,20,1/157.9,1/295.3,1/339.6
1086,"9,063","+2,765",39,38,1/117.7,1/232.4,1/238.5
1087,"2,616","-1,394",4,8,1/218.0,1/654.0,1/327.0
1088,"8,390","+1,300",36,25,1/137.5,1/233.1,1/335.6
1089,"4,091",-403,14,11,1/163.6,1/292.2,1/371.9
1090,"1,814",-991,4,1,1/362.8,1/453.5,1/1814.0
1091,"5,714",-603,21,13,1/168.1,1/272.1,1/439.5
1092,"7,333","+2,074",37,18,1/133.3,1/198.2,1/407.4
1093,"7,139",+426,28,24,1/137.3,1/255.0,1/297.5
1094,"4,145",-403,16,10,1/159.4,1/259.1,1/414.5
1095,"3,889",+41,14,13,1/144.0,1/277.8,1/299.2
1096,"5,656","-1,747",13,15,1/202.0,1/435.1,1/377.1
1097,"2,337",-876,7,5,1/194.8,1/333.9,1/467.4
1098,"4,818","-1,088",13,14,1/178.4,1/370.6,1/344.1
1099,"4,337","-2,303",7,13,1/216.8,1/619.6,1/333.6
