台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"7,181","+1,276",34,19,1/135.5,1/211.2,1/377.9
1002,"1,916","-1,147",3,3,1/319.3,1/638.7,1/638.7
1003,"3,429",-485,11,8,1/180.5,1/311.7,1/428.6
1004,"3,856","+1,018",20,7,1/142.8,1/192.8,1/550.9
1005,"2,240",-391,7,6,1/172.3,1/320.0,1/373.3
1006,"4,607",-397,17,12,1/158.9,1/271.0,1/383.9
1007,"1,149",-821,2,1,1/383.0,1/574.5,1/1149.0
1008,"6,654",+497,27,21,1/138.6,1/246.4,1/316.9
1009,"3,323",-803,10,6,1/207.7,1/332.3,1/553.8
1010,"2,046","-1,676",2,3,1/409.2,1/1023.0,1/682.0
1011,"5,268",-521,17,15,1/164.6,1/309.9,1/351.2
1012,"3,135",-521,11,4,1/209.0,1/285.0,1/783.8
1013,"2,832","-1,065",6,8,1/202.3,1/472.0,1/354.0
1014,"1,037",-321,3,0,1/345.7,1/345.7,1/0.0
1015,"3,831",-774,10,13,1/166.6,1/383.1,1/294.7
1016,"6,452","+1,771",31,22,1/121.7,1/208.1,1/293.3
1017,"1,311",-379,4,2,1/218.5,1/327.8,1/655.5
1018,"1,839",-662,4,4,1/229.9,1/459.8,1/459.8
1019,"8,303","+2,921",40,30,1/118.6,1/207.6,1/276.8
1020,"5,659",-174,24,13,1/152.9,1/235.8,1/435.3
1021,"3,622",-626,13,5,1/201.2,1/278.6,1/724.4
1022,"6,490",+888,28,20,1/135.2,1/231.8,1/324.5
1023,"7,975","+1,041",34,21,1/145.0,1/234.6,1/379.8
1024,"2,818",-774,6,9,1/187.9,1/469.7,1/313.1
1025,"4,993","-1,006",16,10,1/192.0,1/312.1,1/499.3
1026,"6,881",-429,26,19,1/152.9,1/264.7,1/362.2
1027,"8,639","+3,282",47,25,1/120.0,1/183.8,1/345.6
1028,"4,224",-532,14,11,1/169.0,1/301.7,1/384.0
1029,"9,522","+5,250",53,35,1/108.2,1/179.7,1/272.1
1030,"7,327",+79,23,27,1/146.5,1/318.6,1/271.4
1031,"6,310",-159,22,20,1/150.2,1/286.8,1/315.5
1032,"1,701",-656,5,3,1/212.6,1/340.2,1/567.0
1033,"5,199",+385,22,13,1/148.5,1/236.3,1/399.9
1034,"8,581","+3,329",42,33,1/114.4,1/204.3,1/260.0
1035,"8,118","+1,524",34,30,1/126.8,1/238.8,1/270.6
1036,"5,388","+1,653",28,16,1/122.5,1/192.4,1/336.8
1037,"6,784","+1,418",30,22,1/130.5,1/226.1,1/308.4
1038,"8,675","+2,812",40,32,1/120.5,1/216.9,1/271.1
1039,"3,756",-474,12,10,1/170.7,1/313.0,1/375.6
1040,"1,376",-503,5,0,1/275.2,1/275.2,1/0.0
1041,"5,220","-1,335",18,9,1/193.3,1/290.0,1/580.0
1042,"5,184","-2,268",13,9,1/235.6,1/398.8,1/576.0
1043,"8,193","+2,197",32,40,1/113.8,1/256.0,1/204.8
1044,"5,100",-679,17,13,1/170.0,1/300.0,1/392.3
1045,"5,713",+26,22,19,1/139.3,1/259.7,1/300.7
1046,"2,835","-1,018",9,5,1/202.5,1/315.0,1/567.0
1047,"5,993","+1,912",33,12,1/133.2,1/181.6,1/499.4
1048,"1,912","-1,335",3,3,1/318.7,1/637.3,1/637.3
1049,"3,989",-574,14,7,1/190.0,1/284.9,1/569.9
1050,"7,922","+1,421",34,29,1/125.7,1/233.0,1/273.2
1069,"5,029","-1,229",13,15,1/179.6,1/386.8,1/335.3
1070,"7,893","+2,903",40,21,1/129.4,1/197.3,1/375.9
1071,"3,175",-550,11,7,1/176.4,1/288.6,1/453.6
1072,"6,119",+582,27,12,1/156.9,1/226.6,1/509.9
1073,"6,263",+406,25,19,1/142.3,1/250.5,1/329.6
1074,"5,645",+241,22,16,1/148.6,1/256.6,1/352.8
1075,"7,142","+2,444",35,26,1/117.1,1/204.1,1/274.7
1076,"6,998","+1,826",31,23,1/129.6,1/225.7,1/304.3
1077,"6,609",+350,31,12,1/153.7,1/213.2,1/550.8
1078,"2,974",-838,8,8,1/185.9,1/371.8,1/371.8
1079,"2,788",-735,9,4,1/214.5,1/309.8,1/697.0
1080,"4,051","+1,862",24,8,1/126.6,1/168.8,1/506.4
1081,"6,804",+688,27,21,1/141.8,1/252.0,1/324.0
1082,"5,859",+168,21,19,1/146.5,1/279.0,1/308.4
1083,"4,290",-597,15,11,1/165.0,1/286.0,1/390.0
1084,"8,287","+1,826",40,26,1/125.6,1/207.2,1/318.7
1085,"2,982","-1,382",7,5,1/248.5,1/426.0,1/596.4
1086,"4,846",-685,17,11,1/173.1,1/285.1,1/440.5
1087,"4,409",+509,19,11,1/147.0,1/232.1,1/400.8
1088,"5,066",-421,18,11,1/174.7,1/281.4,1/460.5
1089,"4,509",-979,14,9,1/196.0,1/322.1,1/501.0
1090,"1,661",-738,3,4,1/237.3,1/553.7,1/415.2
1091,"8,145","+3,221",43,25,1/119.8,1/189.4,1/325.8
1092,"5,888",+726,25,15,1/147.2,1/235.5,1/392.5
1093,"4,035","-1,888",8,11,1/212.4,1/504.4,1/366.8
1094,"7,109","+1,182",29,25,1/131.6,1/245.1,1/284.4
1095,"6,441",+359,28,13,1/157.1,1/230.0,1/495.5
1096,"5,327",-56,22,11,1/161.4,1/242.1,1/484.3
1097,"6,113",-394,25,12,1/165.2,1/244.5,1/509.4
1098,"5,859",+691,27,11,1/154.2,1/217.0,1/532.6
1099,"5,966","-1,759",15,18,1/180.8,1/397.7,1/331.4
