機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,804","-1,347",7,4,0,1/164.0,1/257.7,1/451.0,1/0.0
スマスロ北斗の拳,343,694,+6,7,2,0,1/77.1,1/99.1,1/347.0,1/0.0
スマスロ北斗の拳,344,"1,225","-1,044",5,2,0,1/175.0,1/245.0,1/612.5,1/0.0
スマスロ北斗の拳,345,"2,807",+5,30,9,0,1/72.0,1/93.6,1/311.9,1/0.0
スマスロ北斗の拳,346,885,-181,7,3,0,1/88.5,1/126.4,1/295.0,1/0.0
スマスロ北斗の拳,347,643,+470,13,2,0,1/42.9,1/49.5,1/321.5,1/0.0
スマスロ北斗の拳,348,345,+475,6,1,0,1/49.3,1/57.5,1/345.0,1/0.0
スマスロ北斗の拳,349,"2,439","-1,683",13,6,0,1/128.4,1/187.6,1/406.5,1/0.0
アイムジャグラーEX-TP,319,"4,465","+2,382",26,11,0,1/120.7,1/171.7,1/405.9,1/0.0
アイムジャグラーEX-TP,320,"1,031",-285,3,2,0,1/206.2,1/343.7,1/515.5,1/0.0
アイムジャグラーEX-TP,321,"2,229",-370,7,5,0,1/185.8,1/318.4,1/445.8,1/0.0
アイムジャグラーEX-TP,322,"2,273",-171,8,2,0,1/227.3,1/284.1,1/1136.5,1/0.0
アイムジャグラーEX-TP,323,"3,121","-1,263",7,10,0,1/183.6,1/445.9,1/312.1,1/0.0
アイムジャグラーEX-TP,324,"2,708",+662,14,4,0,1/150.4,1/193.4,1/677.0,1/0.0
アイムジャグラーEX-TP,325,"1,926",-898,5,2,0,1/275.1,1/385.2,1/963.0,1/0.0
マイジャグラーV,313,"6,769",-856,19,25,0,1/153.8,1/356.3,1/270.8,1/0.0
マイジャグラーV,314,965,-15,4,2,0,1/160.8,1/241.2,1/482.5,1/0.0
マイジャグラーV,315,"2,129","-1,252",4,3,0,1/304.1,1/532.2,1/709.7,1/0.0
マイジャグラーV,316,"3,358","-1,272",8,10,0,1/186.6,1/419.8,1/335.8,1/0.0
