機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"5,735","-1,837",44,13,0,1/100.6,1/130.3,1/441.2,1/0.0
スマスロ北斗の拳,343,"1,631",+552,23,3,0,1/62.7,1/70.9,1/543.7,1/0.0
スマスロ北斗の拳,344,"1,882",-593,14,3,0,1/110.7,1/134.4,1/627.3,1/0.0
スマスロ北斗の拳,345,851,+320,14,5,0,1/44.8,1/60.8,1/170.2,1/0.0
スマスロ北斗の拳,346,"1,321",-128,14,3,0,1/77.7,1/94.4,1/440.3,1/0.0
スマスロ北斗の拳,347,"4,760","+2,674",78,9,0,1/54.7,1/61.0,1/528.9,1/0.0
スマスロ北斗の拳,348,"1,200",-99,11,2,0,1/92.3,1/109.1,1/600.0,1/0.0
スマスロ北斗の拳,349,"4,578",+384,55,13,0,1/67.3,1/83.2,1/352.2,1/0.0
アイムジャグラーEX-TP,319,"4,196",+360,18,10,0,1/149.9,1/233.1,1/419.6,1/0.0
アイムジャグラーEX-TP,320,"1,940",+593,11,1,0,1/161.7,1/176.4,1/1940.0,1/0.0
アイムジャグラーEX-TP,321,"4,332",+297,15,14,0,1/149.4,1/288.8,1/309.4,1/0.0
アイムジャグラーEX-TP,322,"1,280",-692,3,2,0,1/256.0,1/426.7,1/640.0,1/0.0
アイムジャグラーEX-TP,323,"1,684",-506,5,2,0,1/240.6,1/336.8,1/842.0,1/0.0
アイムジャグラーEX-TP,324,"6,267",+570,26,15,0,1/152.9,1/241.0,1/417.8,1/0.0
アイムジャグラーEX-TP,325,"2,457",-494,8,5,0,1/189.0,1/307.1,1/491.4,1/0.0
マイジャグラーV,313,"3,664",-471,14,5,0,1/192.8,1/261.7,1/732.8,1/0.0
マイジャグラーV,314,"3,703",-610,13,9,0,1/168.3,1/284.8,1/411.4,1/0.0
マイジャグラーV,315,"3,449",+703,16,8,0,1/143.7,1/215.6,1/431.1,1/0.0
マイジャグラーV,316,"4,719",-174,18,15,0,1/143.0,1/262.2,1/314.6,1/0.0
マイジャグラーV,317,"3,642",+890,18,9,0,1/134.9,1/202.3,1/404.7,1/0.0
マイジャグラーV,318,"3,791","-1,198",11,6,0,1/223.0,1/344.6,1/631.8,1/0.0
