機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,44,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,343,61,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,344,984,5,1,0,1/164.0,1/196.8,1/984.0,1/0.0
スマスロ北斗の拳,345,690,1,1,0,1/345.0,1/690.0,1/690.0,1/0.0
スマスロ北斗の拳,346,201,1,1,0,1/100.5,1/201.0,1/201.0,1/0.0
スマスロ北斗の拳,347,875,17,3,0,1/43.8,1/51.5,1/291.7,1/0.0
スマスロ北斗の拳,348,95,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,349,331,5,2,0,1/47.3,1/66.2,1/165.5,1/0.0
アイムジャグラーEX-TP,319,"6,725",23,22,0,1/149.4,1/292.4,1/305.7,1/0.0
アイムジャグラーEX-TP,320,"1,445",4,2,0,1/240.8,1/361.2,1/722.5,1/0.0
アイムジャグラーEX-TP,321,"5,472",21,16,0,1/147.9,1/260.6,1/342.0,1/0.0
アイムジャグラーEX-TP,322,"1,325",3,3,0,1/220.8,1/441.7,1/441.7,1/0.0
アイムジャグラーEX-TP,323,"1,217",3,1,0,1/304.2,1/405.7,1/1217.0,1/0.0
アイムジャグラーEX-TP,324,"4,945",21,9,0,1/164.8,1/235.5,1/549.4,1/0.0
アイムジャグラーEX-TP,325,"2,250",6,4,0,1/225.0,1/375.0,1/562.5,1/0.0
マイジャグラーV,313,"5,350",23,17,0,1/133.8,1/232.6,1/314.7,1/0.0
マイジャグラーV,314,"1,705",4,3,0,1/243.6,1/426.2,1/568.3,1/0.0
マイジャグラーV,315,"1,145",4,0,0,1/286.2,1/286.2,1/0.0,1/0.0
マイジャグラーV,316,"2,792",8,8,0,1/174.5,1/349.0,1/349.0,1/0.0
マイジャグラーV,317,"1,583",8,2,0,1/158.3,1/197.9,1/791.5,1/0.0
マイジャグラーV,318,"2,368",9,4,0,1/182.2,1/263.1,1/592.0,1/0.0
ハッピージャグラーVIII,326,"1,279",5,1,0,1/213.2,1/255.8,1/1279.0,1/0.0
ハッピージャグラーVIII,327,"2,529",8,6,0,1/180.6,1/316.1,1/421.5,1/0.0
ハッピージャグラーVIII,328,"2,051",7,6,0,1/157.8,1/293.0,1/341.8,1/0.0
ハッピージャグラーVIII,329,"2,395",8,7,0,1/159.7,1/299.4,1/342.1,1/0.0
ハッピージャグラーVIII,330,478,1,0,0,1/478.0,1/478.0,1/0.0,1/0.0
ゴーゴージャグラー3,335,"3,238",9,12,0,1/154.2,1/359.8,1/269.8,1/0.0
ゴーゴージャグラー3,336,"6,245",31,15,0,1/135.8,1/201.5,1/416.3,1/0.0
ゴーゴージャグラー3,337,580,1,0,0,1/580.0,1/580.0,1/0.0,1/0.0
ゴーゴージャグラー3,338,"4,293",19,13,0,1/134.2,1/225.9,1/330.2,1/0.0
ハナハナホウオウ～天翔～,424,263,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,142,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,628,2,2,0,1/157.0,1/314.0,1/314.0,1/0.0
ハナハナホウオウ～天翔～,427,720,1,0,0,1/720.0,1/720.0,1/0.0,1/0.0
ゴッドイーター リザレクション,371,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,372,127,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,373,"5,143",0,10,41,1/100.8,1/0.0,1/514.3,1/125.4
ファンキージャグラー2,339,573,0,1,0,1/573.0,1/0.0,1/573.0,1/0.0
ファンキージャグラー2,340,"2,632",9,6,0,1/175.5,1/292.4,1/438.7,1/0.0
ファンキージャグラー2,341,"3,096",10,7,0,1/182.1,1/309.6,1/442.3,1/0.0
押忍！番長4,374,"2,193",0,6,19,1/87.7,1/0.0,1/365.5,1/115.4
押忍！番長4,375,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,376,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,398,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,399,142,0,1,0,1/142.0,1/0.0,1/142.0,1/0.0
炎炎ノ消防隊,400,370,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,356,"1,960",8,0,13,1/93.3,1/245.0,1/0.0,1/150.8
D4DJ Pachi‐Slot Mix,357,646,1,0,1,1/323.0,1/646.0,1/0.0,1/646.0
Re:ゼロから始める異世界生活 season2,362,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,363,526,0,0,6,1/87.7,1/0.0,1/0.0,1/87.7
ありふれた職業で世界最強,366,200,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,367,"2,779",0,6,12,1/154.4,1/0.0,1/463.2,1/231.6
サンダーVライトニング,422,"1,019",4,2,0,1/169.8,1/254.8,1/509.5,1/0.0
サンダーVライトニング,423,"1,469",4,1,0,1/293.8,1/367.2,1/1469.0,1/0.0
ジャグラーガールズ,333,"3,143",13,7,0,1/157.2,1/241.8,1/449.0,1/0.0
ジャグラーガールズ,334,901,4,1,0,1/180.2,1/225.2,1/901.0,1/0.0
スマスロ炎炎ノ消防隊,350,404,0,3,0,1/134.7,1/0.0,1/134.7,1/0.0
スマスロ炎炎ノ消防隊,351,344,0,1,0,1/344.0,1/0.0,1/344.0,1/0.0
ダンベル何キロ持てる？,403,196,0,1,7,1/24.5,1/0.0,1/196.0,1/28.0
ダンベル何キロ持てる？,404,785,0,3,5,1/98.1,1/0.0,1/261.7,1/157.0
バンドリ！,401,"1,512",0,4,6,1/151.2,1/0.0,1/378.0,1/252.0
バンドリ！,402,581,0,1,3,1/145.2,1/0.0,1/581.0,1/193.7
ミスタージャグラー,331,"4,623",21,15,0,1/128.4,1/220.1,1/308.2,1/0.0
ミスタージャグラー,332,"1,612",6,4,0,1/161.2,1/268.7,1/403.0,1/0.0
モンキーターンV,369,"2,769",0,7,16,1/120.4,1/0.0,1/395.6,1/173.1
モンキーターンV,370,"2,552",0,4,12,1/159.5,1/0.0,1/638.0,1/212.7
戦国乙女4 戦乱に閃く炯眼の軍師,364,"2,305",13,0,11,1/96.0,1/177.3,1/0.0,1/209.5
戦国乙女4 戦乱に閃く炯眼の軍師,365,348,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,352,483,0,1,5,1/80.5,1/0.0,1/483.0,1/96.6
戦姫絶唱シンフォギア 正義の歌,353,391,0,1,2,1/130.3,1/0.0,1/391.0,1/195.5
押忍!番長ZERO,390,435,0,1,3,1/108.8,1/0.0,1/435.0,1/145.0
