機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"6,416",+456,22,22,1/145.8,1/291.6,1/291.6
マイジャグラーV,1002,"7,102","+1,265",31,23,1/131.5,1/229.1,1/308.8
マイジャグラーV,1003,"6,796","-1,029",22,22,1/154.5,1/308.9,1/308.9
マイジャグラーV,1004,"2,409",-685,7,5,1/200.8,1/344.1,1/481.8
マイジャグラーV,1005,"6,831","+1,041",33,13,1/148.5,1/207.0,1/525.5
マイジャグラーV,1006,"8,102","+1,171",35,23,1/139.7,1/231.5,1/352.3
マイジャグラーV,1007,"7,014","+3,400",37,29,1/106.3,1/189.6,1/241.9
マイジャグラーV,1008,948,-862,1,1,1/474.0,1/948.0,1/948.0
マイジャグラーV,1009,"2,234","-1,124",5,5,1/223.4,1/446.8,1/446.8
マイジャグラーV,1010,"4,372","-1,324",12,11,1/190.1,1/364.3,1/397.5
マイジャグラーV,1011,"6,491",-888,22,13,1/185.5,1/295.0,1/499.3
マイジャグラーV,1012,"3,500",-579,10,13,1/152.2,1/350.0,1/269.2
マイジャグラーV,1013,"8,075","+1,841",36,24,1/134.6,1/224.3,1/336.5
マイジャグラーV,1014,925,-432,3,1,1/231.2,1/308.3,1/925.0
マイジャグラーV,1015,"6,438",-344,23,15,1/169.4,1/279.9,1/429.2
マイジャグラーV,1016,"2,127",-226,6,10,1/132.9,1/354.5,1/212.7
マイジャグラーV,1017,"8,632","+2,497",44,27,1/121.6,1/196.2,1/319.7
マイジャグラーV,1018,"6,712","+2,779",39,15,1/124.3,1/172.1,1/447.5
マイジャグラーV,1019,"7,651",+994,28,27,1/139.1,1/273.2,1/283.4
マイジャグラーV,1020,"2,787","-1,135",9,4,1/214.4,1/309.7,1/696.8
マイジャグラーV,1021,"7,795","+1,147",33,24,1/136.8,1/236.2,1/324.8
マイジャグラーV,1022,"1,968",-597,6,4,1/196.8,1/328.0,1/492.0
マイジャグラーV,1023,"8,504","+3,118",39,34,1/116.5,1/218.1,1/250.1
マイジャグラーV,1024,"4,376",+391,20,8,1/156.3,1/218.8,1/547.0
マイジャグラーV,1025,"4,220",-535,16,8,1/175.8,1/263.8,1/527.5
マイジャグラーV,1026,"3,846","-1,124",12,10,1/174.8,1/320.5,1/384.6
マイジャグラーV,1027,"6,877",-56,25,19,1/156.3,1/275.1,1/361.9
マイジャグラーV,1028,"3,128",-232,10,9,1/164.6,1/312.8,1/347.6
マイジャグラーV,1029,"1,378","-1,276",1,2,1/459.3,1/1378.0,1/689.0
マイジャグラーV,1030,"1,553",-615,5,1,1/258.8,1/310.6,1/1553.0
マイジャグラーV,1031,"3,841",+41,16,12,1/137.2,1/240.1,1/320.1
マイジャグラーV,1032,"4,254",-250,17,7,1/177.2,1/250.2,1/607.7
マイジャグラーV,1033,"8,264",+794,36,18,1/153.0,1/229.6,1/459.1
マイジャグラーV,1034,"5,435",+253,24,9,1/164.7,1/226.5,1/603.9
マイジャグラーV,1035,"7,736","+3,518",36,36,1/107.4,1/214.9,1/214.9
マイジャグラーV,1036,"7,470","+2,232",34,26,1/124.5,1/219.7,1/287.3
マイジャグラーV,1037,"2,352",-112,10,1,1/213.8,1/235.2,1/2352.0
マイジャグラーV,1038,"6,208",-688,15,27,1/147.8,1/413.9,1/229.9
マイジャグラーV,1039,"6,721",-238,23,23,1/146.1,1/292.2,1/292.2
マイジャグラーV,1040,"5,050","+1,924",23,24,1/107.4,1/219.6,1/210.4
マイジャグラーV,1041,"6,787",-700,21,25,1/147.5,1/323.2,1/271.5
マイジャグラーV,1042,"8,619",+665,37,21,1/148.6,1/232.9,1/410.4
マイジャグラーV,1043,"4,002",+994,21,7,1/142.9,1/190.6,1/571.7
