機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,490",-720,39,14,0,1/84.7,1/115.1,1/320.7,1/0.0
スマスロ北斗の拳,343,"1,008",-653,6,2,0,1/126.0,1/168.0,1/504.0,1/0.0
スマスロ北斗の拳,344,"2,902","-1,505",21,9,0,1/96.7,1/138.2,1/322.4,1/0.0
スマスロ北斗の拳,345,"4,658",-268,51,15,0,1/70.6,1/91.3,1/310.5,1/0.0
スマスロ北斗の拳,346,"1,558","-1,530",6,2,0,1/194.8,1/259.7,1/779.0,1/0.0
スマスロ北斗の拳,347,"3,510","-1,652",26,7,0,1/106.4,1/135.0,1/501.4,1/0.0
スマスロ北斗の拳,348,"1,289",-603,13,1,0,1/92.1,1/99.2,1/1289.0,1/0.0
スマスロ北斗の拳,349,"3,857",-474,39,8,0,1/82.1,1/98.9,1/482.1,1/0.0
アイムジャグラーEX-TP,319,"1,400",+286,6,5,0,1/127.3,1/233.3,1/280.0,1/0.0
アイムジャグラーEX-TP,320,"2,735",-89,10,9,0,1/143.9,1/273.5,1/303.9,1/0.0
アイムジャグラーEX-TP,321,630,-293,2,0,0,1/315.0,1/315.0,1/0.0,1/0.0
アイムジャグラーEX-TP,322,"5,553",+358,22,15,0,1/150.1,1/252.4,1/370.2,1/0.0
アイムジャグラーEX-TP,323,"1,072",+219,5,2,0,1/153.1,1/214.4,1/536.0,1/0.0
アイムジャグラーEX-TP,324,"6,696","+2,398",32,21,0,1/126.3,1/209.2,1/318.9,1/0.0
アイムジャグラーEX-TP,325,"1,734",-49,7,5,0,1/144.5,1/247.7,1/346.8,1/0.0
マイジャグラーV,313,"5,021","+2,293",28,15,0,1/116.8,1/179.3,1/334.7,1/0.0
マイジャグラーV,314,"1,259",-182,4,3,0,1/179.9,1/314.8,1/419.7,1/0.0
マイジャグラーV,315,"4,702","+1,105",23,13,0,1/130.6,1/204.4,1/361.7,1/0.0
マイジャグラーV,316,"2,473",-575,7,6,0,1/190.2,1/353.3,1/412.2,1/0.0
マイジャグラーV,317,"1,465",-137,6,1,0,1/209.3,1/244.2,1/1465.0,1/0.0
マイジャグラーV,318,"6,846",+807,27,25,0,1/131.7,1/253.6,1/273.8,1/0.0
ハッピージャグラーVIII,330,"4,445","-2,097",11,6,0,1/261.5,1/404.1,1/740.8,1/0.0
ハッピージャグラーVIII,331,"1,577",-392,5,2,0,1/225.3,1/315.4,1/788.5,1/0.0
