機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,147","-1,151",3,2,0,1/229.4,1/382.3,1/573.5,1/0.0
スマスロ北斗の拳,343,837,-783,3,1,0,1/209.2,1/279.0,1/837.0,1/0.0
スマスロ北斗の拳,344,601,-742,1,1,0,1/300.5,1/601.0,1/601.0,1/0.0
スマスロ北斗の拳,345,393,-321,2,1,0,1/131.0,1/196.5,1/393.0,1/0.0
スマスロ北斗の拳,346,774,-689,3,2,0,1/154.8,1/258.0,1/387.0,1/0.0
スマスロ北斗の拳,347,179,-291,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,348,309,+794,9,1,0,1/30.9,1/34.3,1/309.0,1/0.0
スマスロ北斗の拳,349,900,-805,3,3,0,1/150.0,1/300.0,1/300.0,1/0.0
アイムジャグラーEX-TP,319,"5,345",+227,20,17,0,1/144.5,1/267.2,1/314.4,1/0.0
アイムジャグラーEX-TP,320,597,-389,1,1,0,1/298.5,1/597.0,1/597.0,1/0.0
アイムジャグラーEX-TP,321,"1,010",-680,2,0,0,1/505.0,1/505.0,1/0.0,1/0.0
アイムジャグラーEX-TP,322,562,-634,0,1,0,1/562.0,1/0.0,1/562.0,1/0.0
アイムジャグラーEX-TP,323,"2,742",+470,11,11,0,1/124.6,1/249.3,1/249.3,1/0.0
アイムジャグラーEX-TP,324,"1,741",+135,9,2,0,1/158.3,1/193.4,1/870.5,1/0.0
アイムジャグラーEX-TP,325,"1,610",-568,6,1,0,1/230.0,1/268.3,1/1610.0,1/0.0
マイジャグラーV,313,"5,994",+121,22,21,0,1/139.4,1/272.5,1/285.4,1/0.0
マイジャグラーV,314,700,-527,2,0,0,1/350.0,1/350.0,1/0.0,1/0.0
マイジャグラーV,315,"3,356",-68,14,6,0,1/167.8,1/239.7,1/559.3,1/0.0
マイジャグラーV,316,"3,161",-454,7,15,0,1/143.7,1/451.6,1/210.7,1/0.0
マイジャグラーV,317,"2,434",-778,6,8,0,1/173.9,1/405.7,1/304.2,1/0.0
マイジャグラーV,318,"3,271",-291,11,11,0,1/148.7,1/297.4,1/297.4,1/0.0
