台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"3,978","-1,288",10,14,1/165.8,1/397.8,1/284.1
1101,"1,471",+185,8,1,1/163.4,1/183.9,1/1471.0
1102,"1,953",-550,5,6,1/177.5,1/390.6,1/325.5
1103,"7,714","+4,309",46,29,1/102.9,1/167.7,1/266.0
1104,"1,699",-191,6,7,1/130.7,1/283.2,1/242.7
1105,"5,556",-53,21,20,1/135.5,1/264.6,1/277.8
1106,"5,386",-838,18,19,1/145.6,1/299.2,1/283.5
1107,"2,802",-321,9,11,1/140.1,1/311.3,1/254.7
1108,362,-174,1,0,1/362.0,1/362.0,1/0.0
1109,"6,777",+441,27,25,1/130.3,1/251.0,1/271.1
1110,364,-315,1,0,1/364.0,1/364.0,1/0.0
1111,"5,399",+182,21,20,1/131.7,1/257.1,1/269.9
1112,720,-374,2,0,1/360.0,1/360.0,1/0.0
1113,"2,230",-803,6,5,1/202.7,1/371.7,1/446.0
1123,"2,997",-938,8,10,1/166.5,1/374.6,1/299.7
1124,"1,561",-738,4,2,1/260.2,1/390.2,1/780.5
1125,"2,118",+956,12,6,1/117.7,1/176.5,1/353.0
1126,"2,969",-250,11,5,1/185.6,1/269.9,1/593.8
1127,"4,481",+174,17,13,1/149.4,1/263.6,1/344.7
1128,739,-474,1,1,1/369.5,1/739.0,1/739.0
1129,"2,773",-932,8,7,1/184.9,1/346.6,1/396.1
