台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"1,038",-785,1,2,1/346.0,1/1038.0,1/519.0
1002,"2,566",-268,10,5,1/171.1,1/256.6,1/513.2
1003,"2,651","-1,088",3,12,1/176.7,1/883.7,1/220.9
1004,"6,357",+524,25,20,1/141.3,1/254.3,1/317.9
1005,430,-291,1,0,1/430.0,1/430.0,1/0.0
1006,857,-150,3,1,1/214.2,1/285.7,1/857.0
1007,748,-150,3,0,1/249.3,1/249.3,1/0.0
1008,"4,175","+2,621",24,18,1/99.4,1/174.0,1/231.9
1009,"6,835","+3,353",34,27,1/112.0,1/201.0,1/253.1
1010,"2,299",-68,10,3,1/176.8,1/229.9,1/766.3
1011,"2,894",-521,10,8,1/160.8,1/289.4,1/361.8
1012,975,-491,3,0,1/325.0,1/325.0,1/0.0
1013,"7,998",+594,32,24,1/142.8,1/249.9,1/333.2
1014,"1,130",-309,3,1,1/282.5,1/376.7,1/1130.0
1015,"2,684",-879,6,8,1/191.7,1/447.3,1/335.5
1016,"2,622",+297,12,4,1/163.9,1/218.5,1/655.5
1017,"3,101",-750,8,10,1/172.3,1/387.6,1/310.1
1018,"4,253",+38,14,16,1/141.8,1/303.8,1/265.8
1019,777,-332,2,0,1/388.5,1/388.5,1/0.0
1020,"7,669","+2,091",35,28,1/121.7,1/219.1,1/273.9
1021,"7,446",+65,27,20,1/158.4,1/275.8,1/372.3
1022,"1,041",-179,4,1,1/208.2,1/260.2,1/1041.0
1023,840,-374,2,2,1/210.0,1/420.0,1/420.0
1024,"2,101",-109,9,2,1/191.0,1/233.4,1/1050.5
1025,763,-103,3,2,1/152.6,1/254.3,1/381.5
1026,"6,580","+2,550",37,17,1/121.9,1/177.8,1/387.1
1027,"5,181","-1,206",13,14,1/191.9,1/398.5,1/370.1
1028,"1,042",+3,4,2,1/173.7,1/260.5,1/521.0
1029,"5,390","+1,103",23,22,1/119.8,1/234.3,1/245.0
1030,"2,489",-868,7,6,1/191.5,1/355.6,1/414.8
1031,"2,240",-162,9,4,1/172.3,1/248.9,1/560.0
1032,"3,719","-1,665",8,11,1/195.7,1/464.9,1/338.1
1033,"5,110",+724,23,11,1/150.3,1/222.2,1/464.5
1034,527,-585,0,0,1/0.0,1/0.0,1/0.0
1035,"8,152",-135,22,42,1/127.4,1/370.5,1/194.1
1036,413,-215,1,0,1/413.0,1/413.0,1/0.0
1037,878,-350,2,2,1/219.5,1/439.0,1/439.0
1038,"1,728",-944,1,7,1/216.0,1/1728.0,1/246.9
1039,"3,291","+1,018",15,15,1/109.7,1/219.4,1/219.4
1040,"7,081",+821,25,27,1/136.2,1/283.2,1/262.3
1041,"4,049","+1,159",21,9,1/135.0,1/192.8,1/449.9
1042,"6,157",-747,24,12,1/171.0,1/256.5,1/513.1
1043,"3,088",-232,11,9,1/154.4,1/280.7,1/343.1
1044,"4,859",+453,17,22,1/124.6,1/285.8,1/220.9
1045,"2,245",-56,9,4,1/172.7,1/249.4,1/561.2
1046,"2,928","-1,053",6,5,1/266.2,1/488.0,1/585.6
1047,"2,783",-924,6,7,1/214.1,1/463.8,1/397.6
1048,"3,312",-550,10,7,1/194.8,1/331.2,1/473.1
1049,"2,497",+585,12,6,1/138.7,1/208.1,1/416.2
1050,"5,627","-1,053",19,13,1/175.8,1/296.2,1/432.8
1069,"3,793",-521,15,6,1/180.6,1/252.9,1/632.2
1070,"2,409",-656,7,6,1/185.3,1/344.1,1/401.5
1071,"5,217",+441,22,15,1/141.0,1/237.1,1/347.8
1072,"4,918",+150,18,18,1/136.6,1/273.2,1/273.2
1073,"6,556","+2,356",32,25,1/115.0,1/204.9,1/262.2
1074,623,-409,1,0,1/623.0,1/623.0,1/0.0
1075,"7,616","+1,629",32,23,1/138.5,1/238.0,1/331.1
1076,"3,287",-485,11,10,1/156.5,1/298.8,1/328.7
1077,"7,277",-509,22,26,1/151.6,1/330.8,1/279.9
1078,"6,486","-1,229",16,23,1/166.3,1/405.4,1/282.0
1079,"3,076",+632,12,11,1/133.7,1/256.3,1/279.6
1080,"4,416",-144,18,10,1/157.7,1/245.3,1/441.6
1081,"3,618",-759,12,6,1/201.0,1/301.5,1/603.0
1082,"3,075",+21,12,5,1/180.9,1/256.2,1/615.0
1083,"7,422",-229,25,24,1/151.5,1/296.9,1/309.2
1084,"5,529",-338,18,21,1/141.8,1/307.2,1/263.3
1085,"6,865",+453,27,19,1/149.2,1/254.3,1/361.3
1086,"2,052",-591,5,6,1/186.5,1/410.4,1/342.0
1087,"5,579",+488,26,13,1/143.1,1/214.6,1/429.2
1088,"1,640",-374,5,3,1/205.0,1/328.0,1/546.7
1089,"7,843","+1,112",34,24,1/135.2,1/230.7,1/326.8
1090,"1,654",-432,5,3,1/206.8,1/330.8,1/551.3
1091,"1,558",-468,5,2,1/222.6,1/311.6,1/779.0
1092,"5,793","+1,794",25,25,1/115.9,1/231.7,1/231.7
1093,"2,587",-262,10,5,1/172.5,1/258.7,1/517.4
1094,"8,371","+2,303",38,28,1/126.8,1/220.3,1/299.0
1095,"5,076",+56,18,15,1/153.8,1/282.0,1/338.4
1096,"2,301","-1,124",4,9,1/177.0,1/575.2,1/255.7
1097,"4,491",+182,18,11,1/154.9,1/249.5,1/408.3
1098,"2,149",-432,7,6,1/165.3,1/307.0,1/358.2
1099,"5,905","+2,515",32,22,1/109.4,1/184.5,1/268.4
