機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
うる星やつら,383,"2,109",0,12,9,1/100.4,1/0.0,1/175.8,1/234.3
シン・エヴァンゲリオン,384,"1,560",0,4,6,1/156.0,1/0.0,1/390.0,1/260.0
聖戦士ダンバイン,385,"1,064",0,1,14,1/70.9,1/0.0,1/1064.0,1/76.0
ゴジラ対エヴァンゲリオン,386,"3,536",21,0,10,1/114.1,1/168.4,1/0.0,1/353.6
ゾンビランドサガ,387,"1,423",41,0,2,1/33.1,1/34.7,1/0.0,1/711.5
麻雀格闘倶楽部 覚醒,388,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,389,"1,109",15,9,0,1/46.2,1/73.9,1/123.2,1/0.0
アオハル♪操 A‐LIVE,392,726,2,2,0,1/181.5,1/363.0,1/363.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,602,2,11,0,1/46.3,1/301.0,1/54.7,1/0.0
バイオハザード7 レジデント イービル,394,904,0,1,16,1/53.2,1/0.0,1/904.0,1/56.5
新鬼武者2,395,346,0,0,3,1/115.3,1/0.0,1/0.0,1/115.3
ToLOVEるダークネス,405,"3,401",26,0,11,1/91.9,1/130.8,1/0.0,1/309.2
ニューパルサーSPⅢ,414,"1,284",5,2,0,1/183.4,1/256.8,1/642.0,1/0.0
ケロット4,415,"2,438",8,4,0,1/203.2,1/304.8,1/609.5,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,637,1,2,0,1/212.3,1/637.0,1/318.5,1/0.0
ニューゲッターマウス,417,"3,213",15,15,0,1/107.1,1/214.2,1/214.2,1/0.0
ファミスタ回胴版!!,418,28,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
クランキークレスト,419,"1,589",7,7,0,1/113.5,1/227.0,1/227.0,1/0.0
新ハナビ,420,"2,911",8,4,0,1/242.6,1/363.9,1/727.8,1/0.0
ハイハイシオサイ,421,"1,081",6,10,0,1/67.6,1/180.2,1/108.1,1/0.0
