台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,743,-491,2,0,1/371.5,1/371.5,1/0.0
1101,"1,631",-826,4,6,1/163.1,1/407.8,1/271.8
1102,"2,668",-888,7,7,1/190.6,1/381.1,1/381.1
1103,"1,814",+50,8,3,1/164.9,1/226.8,1/604.7
1104,"2,757","+1,088",15,9,1/114.9,1/183.8,1/306.3
1105,"3,596",-556,11,14,1/143.8,1/326.9,1/256.9
1106,885,-662,1,2,1/295.0,1/885.0,1/442.5
1107,"4,169","+1,006",21,12,1/126.3,1/198.5,1/347.4
1108,"1,280",-309,3,4,1/182.9,1/426.7,1/320.0
1109,"1,421",-109,6,3,1/157.9,1/236.8,1/473.7
1110,"5,014",+74,19,16,1/143.3,1/263.9,1/313.4
1111,523,-109,2,1,1/174.3,1/261.5,1/523.0
1112,"3,919",+438,19,9,1/140.0,1/206.3,1/435.4
1113,"2,396",-668,6,7,1/184.3,1/399.3,1/342.3
1123,"2,410",+732,11,11,1/109.5,1/219.1,1/219.1
1124,"1,414",-174,6,2,1/176.8,1/235.7,1/707.0
1125,517,-344,1,1,1/258.5,1/517.0,1/517.0
1126,"6,529",+959,30,19,1/133.2,1/217.6,1/343.6
1127,623,-385,2,0,1/311.5,1/311.5,1/0.0
1128,"1,418",-138,5,4,1/157.6,1/283.6,1/354.5
1129,"1,101",-738,3,0,1/367.0,1/367.0,1/0.0
