台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,939","+3,259",34,27,1/113.8,1/204.1,1/257.0
1002,"6,193","+2,250",34,14,1/129.0,1/182.1,1/442.4
1003,"3,336",+532,15,7,1/151.6,1/222.4,1/476.6
1004,"4,414",-526,15,12,1/163.5,1/294.3,1/367.8
1005,"4,412",+618,20,10,1/147.1,1/220.6,1/441.2
1006,"4,449",+132,18,10,1/158.9,1/247.2,1/444.9
1007,"3,645",-521,10,11,1/173.6,1/364.5,1/331.4
1008,"4,978",-174,17,16,1/150.8,1/292.8,1/311.1
1009,"6,825",+618,25,25,1/136.5,1/273.0,1/273.0
1010,"6,220","+3,682",32,31,1/98.7,1/194.4,1/200.6
1011,"7,296","+2,409",35,24,1/123.7,1/208.5,1/304.0
1012,"5,010","-1,050",15,16,1/161.6,1/334.0,1/313.1
1013,"7,486",+606,27,29,1/133.7,1/277.3,1/258.1
1014,"6,415","+2,479",30,30,1/106.9,1/213.8,1/213.8
1015,"5,588","+1,159",26,16,1/133.0,1/214.9,1/349.2
1016,"6,739",+926,25,27,1/129.6,1/269.6,1/249.6
1017,"5,490",+218,20,17,1/148.4,1/274.5,1/322.9
1018,"5,709","-1,041",16,17,1/173.0,1/356.8,1/335.8
1019,"5,831",+218,21,22,1/135.6,1/277.7,1/265.0
1020,"2,744","-1,441",5,5,1/274.4,1/548.8,1/548.8
1021,"3,234",-585,9,11,1/161.7,1/359.3,1/294.0
1022,"7,116","+3,009",38,22,1/118.6,1/187.3,1/323.5
1023,"6,036",+276,24,20,1/137.2,1/251.5,1/301.8
1024,"6,594",+276,23,21,1/149.9,1/286.7,1/314.0
1025,"6,934","+1,359",33,18,1/136.0,1/210.1,1/385.2
1026,"6,502","+1,265",24,28,1/125.0,1/270.9,1/232.2
1027,"5,562","-1,253",17,14,1/179.4,1/327.2,1/397.3
1028,"7,391",-891,25,19,1/168.0,1/295.6,1/389.0
1029,"6,938",+771,29,18,1/147.6,1/239.2,1/385.4
1030,"4,567","-1,265",11,16,1/169.1,1/415.2,1/285.4
1031,"3,774",-409,13,9,1/171.5,1/290.3,1/419.3
1032,"6,684","+1,735",30,23,1/126.1,1/222.8,1/290.6
1033,"6,823",-76,21,31,1/131.2,1/324.9,1/220.1
1034,"7,176","+1,618",26,33,1/121.6,1/276.0,1/217.5
1035,"6,996","+2,215",30,30,1/116.6,1/233.2,1/233.2
1036,"6,559","+1,512",25,30,1/119.3,1/262.4,1/218.6
1037,"5,768",+276,24,16,1/144.2,1/240.3,1/360.5
1038,"5,531",-371,18,16,1/162.7,1/307.3,1/345.7
1039,"7,398","+1,676",28,36,1/115.6,1/264.2,1/205.5
1040,"6,411",+712,26,18,1/145.7,1/246.6,1/356.2
1041,"7,072","+2,788",33,28,1/115.9,1/214.3,1/252.6
1042,"6,819","+1,359",27,25,1/131.1,1/252.6,1/272.8
1043,"5,715",-559,18,18,1/158.8,1/317.5,1/317.5
1044,"6,504","+3,776",37,24,1/106.6,1/175.8,1/271.0
1045,"5,054","-1,065",15,15,1/168.5,1/336.9,1/336.9
1046,"5,043",+438,24,7,1/162.7,1/210.1,1/720.4
1047,"4,326",+274,15,14,1/149.2,1/288.4,1/309.0
1048,"7,233","+3,838",39,28,1/108.0,1/185.5,1/258.3
1049,"5,291","+1,512",24,17,1/129.0,1/220.5,1/311.2
1050,"8,175","+3,682",40,35,1/109.0,1/204.4,1/233.6
1069,"6,879","+3,871",36,31,1/102.7,1/191.1,1/221.9
1070,"4,336","-1,265",13,8,1/206.5,1/333.5,1/542.0
1071,"6,530","+2,815",31,29,1/108.8,1/210.6,1/225.2
1072,"7,484","+2,250",29,36,1/115.1,1/258.1,1/207.9
1073,"6,655",+321,19,34,1/125.6,1/350.3,1/195.7
1074,"8,060",-379,23,37,1/134.3,1/350.4,1/217.8
1075,"7,589",-924,21,32,1/143.2,1/361.4,1/237.2
1076,"7,008","+3,897",38,29,1/104.6,1/184.4,1/241.7
1077,"7,449","+3,753",36,34,1/106.4,1/206.9,1/219.1
1078,"6,351",+688,24,22,1/138.1,1/264.6,1/288.7
1079,"7,131","+4,426",40,26,1/108.0,1/178.3,1/274.3
1080,"7,692","+5,065",44,33,1/99.9,1/174.8,1/233.1
1081,"6,644","+2,674",34,19,1/125.4,1/195.4,1/349.7
1082,"7,654","+2,882",35,32,1/114.2,1/218.7,1/239.2
1083,"6,671","+1,218",29,24,1/125.9,1/230.0,1/278.0
1084,"7,187",+256,23,28,1/140.9,1/312.5,1/256.7
1085,"6,665","+4,132",37,31,1/98.0,1/180.1,1/215.0
1086,"6,673",-3,24,22,1/145.1,1/278.0,1/303.3
1087,"6,231","+1,547",29,15,1/141.6,1/214.9,1/415.4
1088,"7,439","+3,541",37,36,1/101.9,1/201.1,1/206.6
1089,"5,928",+665,23,23,1/128.9,1/257.7,1/257.7
1090,"6,329",+215,24,20,1/143.8,1/263.7,1/316.4
1091,"6,147","+2,109",29,19,1/128.1,1/212.0,1/323.5
1092,"6,192","+1,959",29,22,1/121.4,1/213.5,1/281.5
1093,"7,601","+2,903",35,38,1/104.1,1/217.2,1/200.0
1094,"6,226",+441,23,22,1/138.4,1/270.7,1/283.0
1095,"4,026",+44,17,9,1/154.8,1/236.8,1/447.3
1096,"6,060",-62,22,18,1/151.5,1/275.5,1/336.7
1097,"4,557","-1,712",11,15,1/175.3,1/414.3,1/303.8
1098,"6,762","+2,129",30,27,1/118.6,1/225.4,1/250.4
1099,"7,108","+2,444",35,22,1/124.7,1/203.1,1/323.1
