機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"3,142","+3,281",62,3,0,1/48.3,1/50.7,1/1047.3,1/0.0
スマスロ北斗の拳,343,870,-786,4,2,0,1/145.0,1/217.5,1/435.0,1/0.0
スマスロ北斗の拳,344,"5,337","+1,033",65,22,0,1/61.3,1/82.1,1/242.6,1/0.0
スマスロ北斗の拳,345,"1,786","+4,851",57,5,0,1/28.8,1/31.3,1/357.2,1/0.0
スマスロ北斗の拳,346,"1,893","-1,307",12,3,0,1/126.2,1/157.8,1/631.0,1/0.0
スマスロ北斗の拳,347,766,"+1,382",21,3,0,1/31.9,1/36.5,1/255.3,1/0.0
スマスロ北斗の拳,348,"1,382",+96,19,2,0,1/65.8,1/72.7,1/691.0,1/0.0
スマスロ北斗の拳,349,"4,115",-618,40,14,0,1/76.2,1/102.9,1/293.9,1/0.0
アイムジャグラーEX-TP,319,"2,708",-163,10,8,0,1/150.4,1/270.8,1/338.5,1/0.0
アイムジャグラーEX-TP,320,"3,831",-179,14,10,0,1/159.6,1/273.6,1/383.1,1/0.0
アイムジャグラーEX-TP,321,"2,945",-88,9,14,0,1/128.0,1/327.2,1/210.4,1/0.0
アイムジャグラーEX-TP,322,"3,620",-326,13,7,0,1/181.0,1/278.5,1/517.1,1/0.0
アイムジャグラーEX-TP,323,851,-148,3,1,0,1/212.8,1/283.7,1/851.0,1/0.0
アイムジャグラーEX-TP,324,"3,366",+275,14,8,0,1/153.0,1/240.4,1/420.8,1/0.0
アイムジャグラーEX-TP,325,"2,773","-1,299",5,8,0,1/213.3,1/554.6,1/346.6,1/0.0
マイジャグラーV,313,"4,593","-1,717",10,11,0,1/218.7,1/459.3,1/417.5,1/0.0
マイジャグラーV,314,"5,858",+330,23,19,0,1/139.5,1/254.7,1/308.3,1/0.0
マイジャグラーV,315,"1,204",-436,4,0,0,1/301.0,1/301.0,1/0.0,1/0.0
マイジャグラーV,316,"4,324",+667,21,8,0,1/149.1,1/205.9,1/540.5,1/0.0
マイジャグラーV,317,"5,297","+2,474",26,22,0,1/110.4,1/203.7,1/240.8,1/0.0
マイジャグラーV,318,"2,180",-269,9,4,0,1/167.7,1/242.2,1/545.0,1/0.0
ハッピージャグラーVIII,326,"4,841",+466,21,11,0,1/151.3,1/230.5,1/440.1,1/0.0
ハッピージャグラーVIII,327,"4,988",-221,17,15,0,1/155.9,1/293.4,1/332.5,1/0.0
ハッピージャグラーVIII,328,755,-223,3,0,0,1/251.7,1/251.7,1/0.0,1/0.0
ハッピージャグラーVIII,329,"6,356","+2,056",27,27,0,1/117.7,1/235.4,1/235.4,1/0.0
ハッピージャグラーVIII,330,"2,163",-478,6,6,0,1/180.2,1/360.5,1/360.5,1/0.0
ゴーゴージャグラー3,335,"2,660","-1,438",7,5,0,1/221.7,1/380.0,1/532.0,1/0.0
ゴーゴージャグラー3,336,"1,061",-533,3,0,0,1/353.7,1/353.7,1/0.0,1/0.0
