台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1100,"3,322",-3,14,9,1/144.4,1/237.3,1/369.1
1101,"2,109",-309,7,7,1/150.6,1/301.3,1/301.3
1102,909,-238,3,1,1/227.2,1/303.0,1/909.0
1103,876,-615,1,3,1/219.0,1/876.0,1/292.0
1104,"2,622",+191,12,7,1/138.0,1/218.5,1/374.6
1105,"3,288",+488,14,14,1/117.4,1/234.9,1/234.9
1106,"1,336",+162,6,2,1/167.0,1/222.7,1/668.0
1107,"3,071",+229,13,7,1/153.6,1/236.2,1/438.7
1108,"1,763",-385,5,6,1/160.3,1/352.6,1/293.8
1109,"2,677",+62,12,5,1/157.5,1/223.1,1/535.4
1110,"2,167",+426,11,8,1/114.1,1/197.0,1/270.9
1111,"3,296","-1,053",9,11,1/164.8,1/366.2,1/299.6
1112,538,-609,0,0,1/0.0,1/0.0,1/0.0
1113,"6,281",+476,24,24,1/130.9,1/261.7,1/261.7
1123,"2,461",-226,10,5,1/164.1,1/246.1,1/492.2
1124,"2,562",-362,9,6,1/170.8,1/284.7,1/427.0
1125,"2,168",-262,8,6,1/154.9,1/271.0,1/361.3
1126,"1,118",-603,2,2,1/279.5,1/559.0,1/559.0
1127,887,-262,2,2,1/221.8,1/443.5,1/443.5
1128,"3,462","+1,371",19,13,1/108.2,1/182.2,1/266.3
1129,"7,504",+724,27,37,1/117.2,1/277.9,1/202.8
