機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"3,676","-1,335",9,11,1/183.8,1/408.4,1/334.2
マイジャグラーV,1002,"3,393",+450,17,4,1/161.6,1/199.6,1/848.2
マイジャグラーV,1003,"6,043",+253,26,14,1/151.1,1/232.4,1/431.6
マイジャグラーV,1004,"2,990",-185,11,9,1/149.5,1/271.8,1/332.2
マイジャグラーV,1005,"3,251","+1,112",17,7,1/135.5,1/191.2,1/464.4
マイジャグラーV,1006,"4,174",-638,13,12,1/167.0,1/321.1,1/347.8
マイジャグラーV,1007,812,-897,0,1,1/812.0,1/0.0,1/812.0
マイジャグラーV,1008,"7,547","+1,629",30,29,1/127.9,1/251.6,1/260.2
マイジャグラーV,1009,"2,259",-462,7,6,1/173.8,1/322.7,1/376.5
マイジャグラーV,1010,"8,012",-253,27,27,1/148.4,1/296.7,1/296.7
マイジャグラーV,1011,"6,081","+1,241",26,20,1/132.2,1/233.9,1/304.1
マイジャグラーV,1012,"4,743","+1,276",23,12,1/135.5,1/206.2,1/395.2
マイジャグラーV,1013,"5,891",-203,21,17,1/155.0,1/280.5,1/346.5
マイジャグラーV,1014,"4,868",-291,17,12,1/167.9,1/286.4,1/405.7
マイジャグラーV,1015,"2,739",-850,8,7,1/182.6,1/342.4,1/391.3
マイジャグラーV,1016,"2,281",-568,7,6,1/175.5,1/325.9,1/380.2
マイジャグラーV,1017,"3,196",+226,12,12,1/133.2,1/266.3,1/266.3
マイジャグラーV,1018,"2,957",+197,13,6,1/155.6,1/227.5,1/492.8
マイジャグラーV,1019,"7,597",+444,31,20,1/149.0,1/245.1,1/379.9
マイジャグラーV,1020,"3,107",-994,9,7,1/194.2,1/345.2,1/443.9
マイジャグラーV,1021,"6,534",-429,17,26,1/152.0,1/384.4,1/251.3
マイジャグラーV,1022,"7,160","+1,676",35,17,1/137.7,1/204.6,1/421.2
マイジャグラーV,1023,"3,130",+385,16,5,1/149.0,1/195.6,1/626.0
マイジャグラーV,1024,"1,851",-891,3,6,1/205.7,1/617.0,1/308.5
マイジャグラーV,1025,"7,779",+971,32,28,1/129.7,1/243.1,1/277.8
マイジャグラーV,1026,"6,276","+2,091",32,16,1/130.8,1/196.1,1/392.2
マイジャグラーV,1027,"3,488",+109,14,10,1/145.3,1/249.1,1/348.8
マイジャグラーV,1028,"1,096",-309,4,0,1/274.0,1/274.0,1/0.0
マイジャグラーV,1029,"6,295","+1,524",28,21,1/128.5,1/224.8,1/299.8
マイジャグラーV,1030,"2,088",-674,5,6,1/189.8,1/417.6,1/348.0
マイジャグラーV,1031,"2,268","-1,253",4,4,1/283.5,1/567.0,1/567.0
マイジャグラーV,1032,"5,995",+421,27,14,1/146.2,1/222.0,1/428.2
マイジャグラーV,1033,"5,282",-297,18,18,1/146.7,1/293.4,1/293.4
マイジャグラーV,1034,"6,460",-182,22,23,1/143.6,1/293.6,1/280.9
マイジャグラーV,1035,865,-626,2,0,1/432.5,1/432.5,1/0.0
マイジャグラーV,1036,"2,105",-815,4,8,1/175.4,1/526.2,1/263.1
マイジャグラーV,1037,"5,485",-321,18,15,1/166.2,1/304.7,1/365.7
マイジャグラーV,1038,939,-609,2,1,1/313.0,1/469.5,1/939.0
マイジャグラーV,1039,"1,596","-1,147",2,1,1/532.0,1/798.0,1/1596.0
マイジャグラーV,1040,"4,517","-1,053",11,15,1/173.7,1/410.6,1/301.1
マイジャグラーV,1041,"8,025",+947,33,23,1/143.3,1/243.2,1/348.9
マイジャグラーV,1042,"5,517",+818,26,14,1/137.9,1/212.2,1/394.1
マイジャグラーV,1043,"2,924",-644,8,9,1/172.0,1/365.5,1/324.9
マイジャグラーV,1044,"3,207",+391,15,8,1/139.4,1/213.8,1/400.9
マイジャグラーV,1045,"7,422",-524,24,26,1/148.4,1/309.2,1/285.5
マイジャグラーV,1046,"1,455",-115,5,3,1/181.9,1/291.0,1/485.0
マイジャグラーV,1047,"7,606",-144,25,24,1/155.2,1/304.2,1/316.9
マイジャグラーV,1048,"2,019",+897,12,3,1/134.6,1/168.2,1/673.0
マイジャグラーV,1049,"6,223","-1,041",18,20,1/163.8,1/345.7,1/311.1
マイジャグラーV,1050,"3,373","-1,276",9,5,1/240.9,1/374.8,1/674.6
マイジャグラーV,1069,"5,968","+1,688",31,9,1/149.2,1/192.5,1/663.1
マイジャグラーV,1070,"1,875",-650,5,4,1/208.3,1/375.0,1/468.8
マイジャグラーV,1071,"4,344",-779,17,3,1/217.2,1/255.5,1/1448.0
マイジャグラーV,1072,"3,699","-1,053",11,8,1/194.7,1/336.3,1/462.4
マイジャグラーV,1073,"7,649","+3,518",38,30,1/112.5,1/201.3,1/255.0
マイジャグラーV,1074,"7,229",+618,24,29,1/136.4,1/301.2,1/249.3
マイジャグラーV,1075,"7,334","+1,968",34,23,1/128.7,1/215.7,1/318.9
マイジャグラーV,1076,"3,088",-850,8,9,1/181.6,1/386.0,1/343.1
マイジャグラーV,1077,"5,392","-1,300",16,13,1/185.9,1/337.0,1/414.8
マイジャグラーV,1078,"6,417","-1,562",19,16,1/183.3,1/337.7,1/401.1
マイジャグラーV,1079,"2,096",-985,5,2,1/299.4,1/419.2,1/1048.0
マイジャグラーV,1080,"5,935",-712,22,9,1/191.5,1/269.8,1/659.4
マイジャグラーV,1081,"2,436","-1,429",4,5,1/270.7,1/609.0,1/487.2
マイジャグラーV,1082,"5,796",-771,20,15,1/165.6,1/289.8,1/386.4
マイジャグラーV,1083,"5,779",+300,23,14,1/156.2,1/251.3,1/412.8
マイジャグラーV,1084,"7,800",+174,30,21,1/152.9,1/260.0,1/371.4
マイジャグラーV,1085,"7,203",-262,24,25,1/147.0,1/300.1,1/288.1
マイジャグラーV,1086,"6,106",+485,25,18,1/142.0,1/244.2,1/339.2
マイジャグラーV,1087,"7,888",+935,29,31,1/131.5,1/272.0,1/254.5
マイジャグラーV,1088,"7,131","+1,068",30,20,1/142.6,1/237.7,1/356.6
マイジャグラーV,1089,964,-656,1,2,1/321.3,1/964.0,1/482.0
マイジャグラーV,1090,"1,758",-538,6,1,1/251.1,1/293.0,1/1758.0
マイジャグラーV,1091,"6,776","+1,159",26,27,1/127.8,1/260.6,1/251.0
マイジャグラーV,1092,"5,875",+56,26,11,1/158.8,1/226.0,1/534.1
マイジャグラーV,1093,"6,683",+688,27,19,1/145.3,1/247.5,1/351.7
マイジャグラーV,1094,"3,325","-1,135",11,4,1/221.7,1/302.3,1/831.2
マイジャグラーV,1095,"3,178","-1,053",7,9,1/198.6,1/454.0,1/353.1
