機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,856,-965,0,1,0,1/856.0,1/0.0,1/856.0,1/0.0
アイムジャグラーEX-TP,320,818,-441,2,0,0,1/409.0,1/409.0,1/0.0,1/0.0
アイムジャグラーEX-TP,321,"2,067",-460,7,3,0,1/206.7,1/295.3,1/689.0,1/0.0
アイムジャグラーEX-TP,322,"2,564","-1,058",7,5,0,1/213.7,1/366.3,1/512.8,1/0.0
アイムジャグラーEX-TP,323,"1,527","+2,183",15,3,0,1/84.8,1/101.8,1/509.0,1/0.0
アイムジャグラーEX-TP,324,762,+301,4,1,0,1/152.4,1/190.5,1/762.0,1/0.0
アイムジャグラーEX-TP,325,"3,562",-991,10,9,0,1/187.5,1/356.2,1/395.8,1/0.0
スマスロ北斗の拳,342,"4,428","-1,919",34,13,0,1/94.2,1/130.2,1/340.6,1/0.0
スマスロ北斗の拳,343,"1,277",-597,10,3,0,1/98.2,1/127.7,1/425.7,1/0.0
スマスロ北斗の拳,344,"2,224",-333,22,7,0,1/76.7,1/101.1,1/317.7,1/0.0
スマスロ北斗の拳,345,"1,359",-763,7,2,0,1/151.0,1/194.1,1/679.5,1/0.0
スマスロ北斗の拳,346,"3,162","-3,481",8,3,0,1/287.5,1/395.2,1/1054.0,1/0.0
スマスロ北斗の拳,347,894,"+1,046",17,3,0,1/44.7,1/52.6,1/298.0,1/0.0
スマスロ北斗の拳,348,804,+110,9,2,0,1/73.1,1/89.3,1/402.0,1/0.0
マイジャグラーV,313,"4,921",+129,20,12,0,1/153.8,1/246.1,1/410.1,1/0.0
マイジャグラーV,314,"1,043",-427,2,2,0,1/260.8,1/521.5,1/521.5,1/0.0
マイジャグラーV,315,"3,311",-575,11,7,0,1/183.9,1/301.0,1/473.0,1/0.0
マイジャグラーV,316,"1,974",-911,5,1,0,1/329.0,1/394.8,1/1974.0,1/0.0
マイジャグラーV,317,"3,032","-1,014",10,4,0,1/216.6,1/303.2,1/758.0,1/0.0
マイジャグラーV,318,"4,062",-537,14,9,0,1/176.6,1/290.1,1/451.3,1/0.0
Lゴッドイーター リザレクション,370,"1,654",-226,0,4,21,1/66.2,1/0.0,1/413.5,1/78.8
Lゴッドイーター リザレクション,371,"1,237","-1,519",0,3,6,1/137.4,1/0.0,1/412.3,1/206.2
Lゴッドイーター リザレクション,372,"2,085","+1,983",0,5,36,1/50.9,1/0.0,1/417.0,1/57.9
Lゴッドイーター リザレクション,373,"1,969","+1,834",0,10,47,1/34.5,1/0.0,1/196.9,1/41.9
ハッピージャグラーVIII,330,"1,089",-245,4,1,0,1/217.8,1/272.2,1/1089.0,1/0.0
ハッピージャグラーVIII,331,"4,467",+544,20,14,0,1/131.4,1/223.3,1/319.1,1/0.0
ハッピージャグラーVIII,332,506,-215,2,0,0,1/253.0,1/253.0,1/0.0,1/0.0
ハッピージャグラーVIII,333,"3,839",+18,13,12,0,1/153.6,1/295.3,1/319.9,1/0.0
ハナハナホウオウ～天翔～,424,484,-269,1,1,0,1/242.0,1/484.0,1/484.0,1/0.0
ハナハナホウオウ～天翔～,425,984,-346,2,2,0,1/246.0,1/492.0,1/492.0,1/0.0
ハナハナホウオウ～天翔～,426,785,+269,3,2,0,1/157.0,1/261.7,1/392.5,1/0.0
ハナハナホウオウ～天翔～,427,610,-514,1,0,0,1/610.0,1/610.0,1/0.0,1/0.0
甲鉄城のカバネリ,399,116,+632,0,1,5,1/19.3,1/0.0,1/116.0,1/23.2
甲鉄城のカバネリ,400,"1,865",+831,0,10,26,1/51.8,1/0.0,1/186.5,1/71.7
甲鉄城のカバネリ,401,233,"+1,897",0,1,17,1/12.9,1/0.0,1/233.0,1/13.7
甲鉄城のカバネリ,402,"3,782","-1,911",0,15,26,1/92.2,1/0.0,1/252.1,1/145.5
ゴーゴージャグラー3,336,"5,507",+966,29,8,0,1/148.8,1/189.9,1/688.4,1/0.0
ゴーゴージャグラー3,337,"1,940",-309,8,2,0,1/194.0,1/242.5,1/970.0,1/0.0
ゴーゴージャグラー3,338,"1,965",+141,10,4,0,1/140.4,1/196.5,1/491.2,1/0.0
ゴールデンカムイ,403,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,404,"1,001",-424,0,5,6,1/91.0,1/0.0,1/200.2,1/166.8
ゴールデンカムイ,405,"1,527",-300,0,6,11,1/89.8,1/0.0,1/254.5,1/138.8
ファンキージャグラー2,339,"1,341",-863,1,5,0,1/223.5,1/1341.0,1/268.2,1/0.0
ファンキージャグラー2,340,"4,578",-791,13,15,0,1/163.5,1/352.2,1/305.2,1/0.0
ファンキージャグラー2,341,"5,202","+1,175",28,12,0,1/130.1,1/185.8,1/433.5,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,367,"4,859",+267,17,0,17,1/142.9,1/285.8,1/0.0,1/285.8
戦国乙女4 戦乱に閃く炯眼の軍師,368,"1,456","-1,811",2,0,1,1/485.3,1/728.0,1/0.0,1/1456.0
戦国乙女4 戦乱に閃く炯眼の軍師,369,"2,382",-984,8,0,3,1/216.5,1/297.8,1/0.0,1/794.0
沖ドキ!GOLD,326,472,-493,1,0,0,1/472.0,1/472.0,1/0.0,1/0.0
沖ドキ!GOLD,327,195,+384,2,3,0,1/39.0,1/97.5,1/65.0,1/0.0
沖ドキ!GOLD,328,"1,535",-62,7,9,0,1/95.9,1/219.3,1/170.6,1/0.0
からくりサーカス,363,"3,288","-2,432",0,10,24,1/96.7,1/0.0,1/328.8,1/137.0
からくりサーカス,364,"3,588","-2,636",0,6,24,1/119.6,1/0.0,1/598.0,1/149.5
ジャグラーガールズ,334,"3,089",+261,11,11,0,1/140.4,1/280.8,1/280.8,1/0.0
ジャグラーガールズ,335,"6,624",+236,28,18,0,1/144.0,1/236.6,1/368.0,1/0.0
スマスロキングパルサー,356,234,+545,3,0,0,1/78.0,1/78.0,1/0.0,1/0.0
スマスロキングパルサー,357,399,-320,1,0,0,1/399.0,1/399.0,1/0.0,1/0.0
スマスロ真・北斗無双,349,835,-964,2,0,2,1/208.8,1/417.5,1/0.0,1/417.5
スマスロ真・北斗無双,350,"4,263","-2,290",27,0,8,1/121.8,1/157.9,1/0.0,1/532.9
ニューゲッターマウス,415,69,-79,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューゲッターマウス,416,"3,329",-61,15,9,0,1/138.7,1/221.9,1/369.9,1/0.0
ファミスタ回胴版!!,420,"3,134",-914,10,5,0,1/208.9,1/313.4,1/626.8,1/0.0
ファミスタ回胴版!!,421,322,-77,1,0,0,1/322.0,1/322.0,1/0.0,1/0.0
モンキーターンV,365,"4,068",+140,0,14,44,1/70.1,1/0.0,1/290.6,1/92.5
モンキーターンV,366,"3,655","-2,274",0,13,29,1/87.0,1/0.0,1/281.2,1/126.0
主役は銭形4,353,113,-195,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
主役は銭形4,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
交響詩篇エウレカセブン4 HI-EVOLUTION,351,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
交響詩篇エウレカセブン4 HI-EVOLUTION,352,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦姫絶唱シンフォギア 正義の歌,376,"2,023","+2,598",0,12,58,1/28.9,1/0.0,1/168.6,1/34.9
戦姫絶唱シンフォギア 正義の歌,377,"1,143","-1,443",0,3,5,1/142.9,1/0.0,1/381.0,1/228.6
押忍！番長4,374,"2,334",-524,0,7,17,1/97.2,1/0.0,1/333.4,1/137.3
押忍！番長4,375,"1,376",-122,0,3,15,1/76.4,1/0.0,1/458.7,1/91.7
新鬼武者2,394,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
