機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,671",-222,15,5,0,1/83.5,1/111.4,1/334.2,1/0.0
スマスロ北斗の拳,343,"2,903","+2,692",56,11,0,1/43.3,1/51.8,1/263.9,1/0.0
スマスロ北斗の拳,344,"1,705",-887,12,6,0,1/94.7,1/142.1,1/284.2,1/0.0
スマスロ北斗の拳,345,"1,718",-265,17,6,0,1/74.7,1/101.1,1/286.3,1/0.0
スマスロ北斗の拳,346,861,-477,5,2,0,1/123.0,1/172.2,1/430.5,1/0.0
スマスロ北斗の拳,347,"3,815","-1,285",30,8,0,1/100.4,1/127.2,1/476.9,1/0.0
スマスロ北斗の拳,348,"1,045",-417,7,3,0,1/104.5,1/149.3,1/348.3,1/0.0
スマスロ北斗の拳,349,"2,058",-297,20,7,0,1/76.2,1/102.9,1/294.0,1/0.0
アイムジャグラーEX-TP,319,515,-693,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,320,"5,244","+2,633",30,14,0,1/119.2,1/174.8,1/374.6,1/0.0
アイムジャグラーEX-TP,321,"3,063",+537,15,7,0,1/139.2,1/204.2,1/437.6,1/0.0
アイムジャグラーEX-TP,322,"1,440",-705,3,3,0,1/240.0,1/480.0,1/480.0,1/0.0
アイムジャグラーEX-TP,323,"3,079","+1,504",19,5,0,1/128.3,1/162.1,1/615.8,1/0.0
アイムジャグラーEX-TP,324,"2,499",+498,10,10,0,1/125.0,1/249.9,1/249.9,1/0.0
アイムジャグラーEX-TP,325,"5,142","-1,598",13,13,0,1/197.8,1/395.5,1/395.5,1/0.0
マイジャグラーV,313,"1,935",-118,9,2,0,1/175.9,1/215.0,1/967.5,1/0.0
マイジャグラーV,314,"5,497","-1,196",14,22,0,1/152.7,1/392.6,1/249.9,1/0.0
マイジャグラーV,315,"1,331",-410,4,3,0,1/190.1,1/332.8,1/443.7,1/0.0
マイジャグラーV,316,"1,342",-245,5,3,0,1/167.8,1/268.4,1/447.3,1/0.0
マイジャグラーV,317,"2,231",-511,8,3,0,1/202.8,1/278.9,1/743.7,1/0.0
マイジャグラーV,318,"4,104",+354,17,12,0,1/141.5,1/241.4,1/342.0,1/0.0
ハッピージャグラーVIII,330,639,-429,2,0,0,1/319.5,1/319.5,1/0.0,1/0.0
ハッピージャグラーVIII,331,"4,949","+2,072",27,14,0,1/120.7,1/183.3,1/353.5,1/0.0
ハッピージャグラーVIII,332,"1,308",+85,5,3,0,1/163.5,1/261.6,1/436.0,1/0.0
ハッピージャグラーVIII,333,"1,668",-837,4,2,0,1/278.0,1/417.0,1/834.0,1/0.0
ハナハナホウオウ～天翔～-30,425,317,-407,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,426,"2,198",-301,6,7,0,1/169.1,1/366.3,1/314.0,1/0.0
ハナハナホウオウ～天翔～-30,427,"1,310",-386,4,0,0,1/327.5,1/327.5,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,428,"1,320",-293,4,2,0,1/220.0,1/330.0,1/660.0,1/0.0
甲鉄城のカバネリ,399,"3,207",-552,0,10,22,1/100.2,1/0.0,1/320.7,1/145.8
甲鉄城のカバネリ,400,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,401,"2,621",-675,0,5,16,1/124.8,1/0.0,1/524.2,1/163.8
甲鉄城のカバネリ,402,"1,892","-1,133",0,8,7,1/126.1,1/0.0,1/236.5,1/270.3
ゴーゴージャグラー3,336,"1,353",+340,7,4,0,1/123.0,1/193.3,1/338.2,1/0.0
ゴーゴージャグラー3,337,778,-400,2,0,0,1/389.0,1/389.0,1/0.0,1/0.0
ゴーゴージャグラー3,338,"5,542",-455,17,23,0,1/138.6,1/326.0,1/241.0,1/0.0
ゴールデンカムイ,403,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,404,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,405,"2,115","-1,375",0,4,7,1/192.3,1/0.0,1/528.8,1/302.1
ゴッドイーター リザレクション,371,"2,269","-2,289",0,5,9,1/162.1,1/0.0,1/453.8,1/252.1
ゴッドイーター リザレクション,372,"4,059",-671,0,6,30,1/112.8,1/0.0,1/676.5,1/135.3
ゴッドイーター リザレクション,373,"4,859","+3,077",0,10,51,1/79.7,1/0.0,1/485.9,1/95.3
ファンキージャグラー2,339,"1,324",+36,4,6,0,1/132.4,1/331.0,1/220.7,1/0.0
ファンキージャグラー2,340,"2,793",+64,11,9,0,1/139.7,1/253.9,1/310.3,1/0.0
ファンキージャグラー2,341,"2,971","-1,889",5,5,0,1/297.1,1/594.2,1/594.2,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,368,"2,090","+3,002",14,0,13,1/77.4,1/149.3,1/0.0,1/160.8
戦国乙女4 戦乱に閃く炯眼の軍師,369,798,"-1,226",1,0,0,1/798.0,1/798.0,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,370,"1,522",-210,7,0,3,1/152.2,1/217.4,1/0.0,1/507.3
