機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,273","-1,512",16,9,1/210.9,1/329.6,1/585.9
マイジャグラーV,1002,"6,086",-168,21,19,1/152.2,1/289.8,1/320.3
マイジャグラーV,1003,"3,371","-1,406",6,10,1/210.7,1/561.8,1/337.1
マイジャグラーV,1004,"6,835",+856,27,24,1/134.0,1/253.1,1/284.8
マイジャグラーV,1005,"3,422",-291,12,8,1/171.1,1/285.2,1/427.8
マイジャグラーV,1006,"5,715",+215,21,21,1/136.1,1/272.1,1/272.1
マイジャグラーV,1007,"3,722","-1,562",9,7,1/232.6,1/413.6,1/531.7
マイジャグラーV,1008,"6,113",-709,22,14,1/169.8,1/277.9,1/436.6
マイジャグラーV,1009,"6,981",+382,29,21,1/139.6,1/240.7,1/332.4
マイジャグラーV,1010,"7,204",+618,29,22,1/141.3,1/248.4,1/327.5
マイジャグラーV,1011,"8,780","+2,956",37,40,1/114.0,1/237.3,1/219.5
マイジャグラーV,1012,"5,112",-374,18,13,1/164.9,1/284.0,1/393.2
マイジャグラーV,1013,"5,517",+959,24,14,1/145.2,1/229.9,1/394.1
マイジャグラーV,1014,"5,744",+782,25,15,1/143.6,1/229.8,1/382.9
マイジャグラーV,1015,"7,885",+606,34,20,1/146.0,1/231.9,1/394.2
マイジャグラーV,1016,"4,523",-126,16,12,1/161.5,1/282.7,1/376.9
マイジャグラーV,1017,"7,042","+3,188",38,17,1/128.0,1/185.3,1/414.2
マイジャグラーV,1018,"8,034","+2,953",41,25,1/121.7,1/196.0,1/321.4
マイジャグラーV,1019,"4,956",+312,21,10,1/159.9,1/236.0,1/495.6
マイジャグラーV,1020,"6,517",+676,29,19,1/135.8,1/224.7,1/343.0
マイジャグラーV,1021,"5,871",-700,21,15,1/163.1,1/279.6,1/391.4
マイジャグラーV,1022,"2,541",-803,8,3,1/231.0,1/317.6,1/847.0
マイジャグラーV,1023,"3,678",-344,12,9,1/175.1,1/306.5,1/408.7
マイジャグラーV,1024,"3,256",-274,12,7,1/171.4,1/271.3,1/465.1
マイジャグラーV,1025,"6,559","+2,647",35,19,1/121.5,1/187.4,1/345.2
マイジャグラーV,1026,"2,272","-1,406",5,3,1/284.0,1/454.4,1/757.3
マイジャグラーV,1027,"4,512","-1,394",11,14,1/180.5,1/410.2,1/322.3
マイジャグラーV,1028,"6,109","-1,241",18,18,1/169.7,1/339.4,1/339.4
マイジャグラーV,1029,"6,187","+1,194",30,16,1/134.5,1/206.2,1/386.7
マイジャグラーV,1030,"3,341","-1,347",8,10,1/185.6,1/417.6,1/334.1
マイジャグラーV,1031,"8,119",+465,29,22,1/159.2,1/280.0,1/369.0
マイジャグラーV,1032,"4,941","-1,288",14,10,1/205.9,1/352.9,1/494.1
マイジャグラーV,1033,"4,068",+662,20,6,1/156.5,1/203.4,1/678.0
マイジャグラーV,1034,"6,733","+2,109",33,18,1/132.0,1/204.0,1/374.1
マイジャグラーV,1035,"6,908","+2,832",35,28,1/109.7,1/197.4,1/246.7
