台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率,前日最終スタート
1027,4297,17,7,0,1051,1/252.8,1/613.9,0.0,179.0,252
1028,8603,38,27,0,2616,1/226.4,1/318.6,0.0,132.4,370
1029,2947,9,6,0,446,1/327.4,1/491.2,0.0,196.5,231
1030,1974,8,2,0,810,1/246.8,1/987.0,0.0,197.4,380
1031,9104,37,38,0,2751,1/246.1,1/239.6,0.0,121.4,856
1032,3411,11,9,0,670,1/310.1,1/379.0,0.0,170.6,106
1033,4158,14,11,0,1315,1/297.0,1/378.0,0.0,166.3,440
1034,4405,15,10,0,984,1/293.7,1/440.5,0.0,176.2,288
1035,3135,9,10,0,854,1/348.3,1/313.5,0.0,165.0,144
1036,3389,13,8,0,1078,1/260.7,1/423.6,0.0,161.4,123
1037,8447,31,28,0,1301,1/272.5,1/301.7,0.0,143.2,178
1038,5644,22,9,0,1243,1/256.5,1/627.1,0.0,182.1,250
1039,7405,29,28,0,1772,1/255.3,1/264.5,0.0,129.9,144
1040,7112,23,23,0,1729,1/309.2,1/309.2,0.0,154.6,170
1041,7113,26,25,0,1634,1/273.6,1/284.5,0.0,139.5,234
1042,4887,21,9,0,1934,1/232.7,1/543.0,0.0,162.9,248
1043,6367,30,21,0,1897,1/212.2,1/303.2,0.0,124.8,222
1044,5785,24,15,0,1413,1/241.0,1/385.7,0.0,148.3,110
1045,9133,42,37,0,4739,1/217.5,1/246.8,0.0,115.6,350
1046,3415,5,13,0,411,1/683.0,1/262.7,0.0,189.7,226
1047,4651,17,9,0,1284,1/273.6,1/516.8,0.0,178.9,170
1048,4672,17,18,0,1677,1/274.8,1/259.6,0.0,133.5,395
1049,5719,29,12,0,1965,1/197.2,1/476.6,0.0,139.5,65
1050,3852,16,6,0,1641,1/240.8,1/642.0,0.0,175.1,16
1069,4431,12,14,0,892,1/369.3,1/316.5,0.0,170.4,170
1070,5006,17,15,0,1067,1/294.5,1/333.7,0.0,156.4,311
1071,4512,21,12,0,1696,1/214.9,1/376.0,0.0,136.7,82
1072,4318,8,13,0,356,1/539.8,1/332.2,0.0,205.6,380
1073,6759,35,13,0,3876,1/193.1,1/519.9,0.0,140.8,494
1074,6859,25,22,0,1690,1/274.4,1/311.8,0.0,145.9,321
1075,8246,47,16,0,3740,1/175.4,1/515.4,0.0,130.9,277
1076,2279,5,5,0,349,1/455.8,1/455.8,0.0,227.9,358
1077,6888,22,19,0,1404,1/313.1,1/362.5,0.0,168.0,245
1078,3807,11,9,0,648,1/346.1,1/423.0,0.0,190.4,430
1079,8620,46,34,0,4600,1/187.4,1/253.5,0.0,107.8,191
1080,2614,8,6,0,717,1/326.8,1/435.7,0.0,186.7,380
1081,3735,9,7,0,457,1/415.0,1/533.6,0.0,233.4,311
1082,7258,30,22,0,1882,1/241.9,1/329.9,0.0,139.6,160
1083,1031,3,0,0,470,1/343.7,1/0.0,0.0,343.7,130
1084,5600,19,16,0,1194,1/294.7,1/350.0,0.0,160.0,222
1085,5670,26,15,0,1731,1/218.1,1/378.0,0.0,138.3,73
1086,6794,29,18,0,2274,1/234.3,1/377.4,0.0,144.6,174
1087,2326,4,4,0,246,1/581.5,1/581.5,0.0,290.8,134
1088,2587,5,6,0,698,1/517.4,1/431.2,0.0,235.2,454
1089,6170,24,19,0,1463,1/257.1,1/324.7,0.0,143.5,348
1090,6857,29,22,0,2450,1/236.4,1/311.7,0.0,134.5,273
1091,2914,9,3,0,531,1/323.8,1/971.3,0.0,242.8,267
1092,4076,8,10,0,476,1/509.5,1/407.6,0.0,226.4,636
1093,6403,26,10,0,858,1/246.3,1/640.3,0.0,177.9,210
1094,2733,14,6,0,1126,1/195.2,1/455.5,0.0,136.7,453
1095,7369,30,29,0,2346,1/245.6,1/254.1,0.0,124.9,155
1096,7899,29,31,0,1950,1/272.4,1/254.8,0.0,131.7,372
1097,4771,22,14,0,1434,1/216.9,1/340.8,0.0,132.5,588
1098,8618,49,33,0,5781,1/175.9,1/261.2,0.0,105.1,143
1099,5862,26,14,0,1668,1/225.5,1/418.7,0.0,146.6,216
