台番号,累計スタート,BB回数,RB回数,ART回数,最大持玉,BB確率,RB確率,ART確率,合成確率,前日最終スタート
1001,1781,8,1,0,694,1/222.6,1/1781.0,0.0,197.9,216
1002,9391,45,28,0,2968,1/208.7,1/335.4,0.0,128.6,168
1003,7636,33,22,0,1331,1/231.4,1/347.1,0.0,138.8,294
1004,4800,15,14,0,886,1/320.0,1/342.9,0.0,165.5,103
1005,5050,20,16,0,1420,1/252.5,1/315.6,0.0,140.3,103
1006,923,1,1,0,242,1/923.0,1/923.0,0.0,461.5,159
1007,6381,34,19,0,2956,1/187.7,1/335.8,0.0,120.4,410
1008,1249,3,2,0,583,1/416.3,1/624.5,0.0,249.8,378
1009,5396,26,7,0,1324,1/207.5,1/770.9,0.0,163.5,0
1010,4531,15,10,0,891,1/302.1,1/453.1,0.0,181.2,121
1011,7053,35,22,0,2950,1/201.5,1/320.6,0.0,123.7,181
1012,7116,31,22,0,2317,1/229.5,1/323.5,0.0,134.3,283
1013,5436,27,18,0,2979,1/201.3,1/302.0,0.0,120.8,289
1014,5508,21,17,0,1870,1/262.3,1/324.0,0.0,144.9,81
1015,7337,25,26,0,914,1/293.5,1/282.2,0.0,143.9,144
1016,1517,3,0,0,347,1/505.7,1/0.0,0.0,505.7,179
1017,1635,6,2,0,484,1/272.5,1/817.5,0.0,204.4,477
1018,2239,7,3,0,549,1/319.9,1/746.3,0.0,223.9,46
1019,2527,9,4,0,651,1/280.8,1/631.8,0.0,194.4,0
1020,6781,28,18,0,1826,1/242.2,1/376.7,0.0,147.4,1
1021,4672,16,9,0,1242,1/292.0,1/519.1,0.0,186.9,167
1022,2535,6,7,0,466,1/422.5,1/362.1,0.0,195.0,277
1023,5346,28,26,0,3539,1/190.9,1/205.6,0.0,99.0,200
1024,6939,31,29,0,3122,1/223.8,1/239.3,0.0,115.7,739
1025,5469,25,16,0,1544,1/218.8,1/341.8,0.0,133.4,173
1026,3494,11,7,0,636,1/317.6,1/499.1,0.0,194.1,241
