機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
アイムジャグラーEX-TP,319,"3,057",-692,10,6,0,1/191.1,1/305.7,1/509.5,1/0.0
アイムジャグラーEX-TP,320,"1,883",+520,11,2,0,1/144.8,1/171.2,1/941.5,1/0.0
アイムジャグラーEX-TP,321,531,-735,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,322,"1,618",+154,6,6,0,1/134.8,1/269.7,1/269.7,1/0.0
アイムジャグラーEX-TP,323,"1,098",-494,2,2,0,1/274.5,1/549.0,1/549.0,1/0.0
アイムジャグラーEX-TP,324,208,-226,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,325,"5,855",+212,22,18,0,1/146.4,1/266.1,1/325.3,1/0.0
スマスロ北斗の拳,342,"1,576","-1,097",9,3,0,1/131.3,1/175.1,1/525.3,1/0.0
スマスロ北斗の拳,343,"1,768","-2,144",3,1,0,1/442.0,1/589.3,1/1768.0,1/0.0
スマスロ北斗の拳,344,"2,083","+1,379",34,5,0,1/53.4,1/61.3,1/416.6,1/0.0
スマスロ北斗の拳,345,436,-462,2,1,0,1/145.3,1/218.0,1/436.0,1/0.0
スマスロ北斗の拳,346,"2,390","+2,161",44,7,0,1/46.9,1/54.3,1/341.4,1/0.0
スマスロ北斗の拳,347,"3,110","-1,704",21,7,0,1/111.1,1/148.1,1/444.3,1/0.0
スマスロ北斗の拳,348,760,+350,12,2,0,1/54.3,1/63.3,1/380.0,1/0.0
マイジャグラーV,313,"5,113",-539,18,16,0,1/150.4,1/284.1,1/319.6,1/0.0
マイジャグラーV,314,"2,650","+1,083",15,7,0,1/120.5,1/176.7,1/378.6,1/0.0
マイジャグラーV,315,937,-236,3,1,0,1/234.2,1/312.3,1/937.0,1/0.0
マイジャグラーV,316,"1,714","-1,053",2,6,0,1/214.2,1/857.0,1/285.7,1/0.0
マイジャグラーV,317,"1,315",-232,4,3,0,1/187.9,1/328.8,1/438.3,1/0.0
マイジャグラーV,318,"4,377","+1,141",21,16,0,1/118.3,1/208.4,1/273.6,1/0.0
甲鉄城のカバネリ,398,132,"+1,187",0,1,9,1/13.2,1/0.0,1/132.0,1/14.7
甲鉄城のカバネリ,399,484,"+1,112",0,2,12,1/34.6,1/0.0,1/242.0,1/40.3
甲鉄城のカバネリ,400,711,-94,0,3,5,1/88.9,1/0.0,1/237.0,1/142.2
甲鉄城のカバネリ,401,"1,293",-814,0,6,7,1/99.5,1/0.0,1/215.5,1/184.7
甲鉄城のカバネリ,402,604,-504,0,2,3,1/120.8,1/0.0,1/302.0,1/201.3
ハッピージャグラーVIII,330,"1,441",-124,6,1,0,1/205.9,1/240.2,1/1441.0,1/0.0
ハッピージャグラーVIII,331,911,-108,3,2,0,1/182.2,1/303.7,1/455.5,1/0.0
ハッピージャグラーVIII,332,"3,557",+792,16,11,0,1/131.7,1/222.3,1/323.4,1/0.0
ハッピージャグラーVIII,333,"1,439",-167,4,7,0,1/130.8,1/359.8,1/205.6,1/0.0
ハナハナホウオウ～天翔～,424,243,-145,0,1,0,1/243.0,1/0.0,1/243.0,1/0.0
ハナハナホウオウ～天翔～,425,458,-231,1,0,0,1/458.0,1/458.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,498,-278,1,1,0,1/249.0,1/498.0,1/498.0,1/0.0
ハナハナホウオウ～天翔～,427,462,-86,2,0,0,1/231.0,1/231.0,1/0.0,1/0.0
ゴーゴージャグラー3,336,"1,528",-46,7,3,0,1/152.8,1/218.3,1/509.3,1/0.0
ゴーゴージャグラー3,337,"1,796",-604,5,3,0,1/224.5,1/359.2,1/598.7,1/0.0
ゴーゴージャグラー3,338,383,-422,0,1,0,1/383.0,1/0.0,1/383.0,1/0.0
ゴールデンカムイ,403,394,+144,0,0,6,1/65.7,1/0.0,1/0.0,1/65.7
ゴールデンカムイ,404,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,405,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,371,"2,334",-437,0,7,29,1/64.8,1/0.0,1/333.4,1/80.5
ゴッドイーター リザレクション,372,"3,296",-390,0,9,47,1/58.9,1/0.0,1/366.2,1/70.1
ゴッドイーター リザレクション,373,"4,258","-1,630",0,14,51,1/65.5,1/0.0,1/304.1,1/83.5
ファンキージャグラー2,339,"3,174",-314,12,8,0,1/158.7,1/264.5,1/396.8,1/0.0
ファンキージャグラー2,340,"2,309",+822,13,4,0,1/135.8,1/177.6,1/577.2,1/0.0
ファンキージャグラー2,341,"1,463",-365,4,4,0,1/182.9,1/365.8,1/365.8,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,368,810,-22,2,0,2,1/202.5,1/405.0,1/0.0,1/405.0
戦国乙女4 戦乱に閃く炯眼の軍師,369,"1,465",-840,7,0,9,1/91.6,1/209.3,1/0.0,1/162.8
戦国乙女4 戦乱に閃く炯眼の軍師,370,564,-303,3,0,1,1/141.0,1/188.0,1/0.0,1/564.0
沖ドキ!GOLD,326,"1,515","-1,461",4,1,0,1/303.0,1/378.8,1/1515.0,1/0.0
沖ドキ!GOLD,327,"1,285",-77,7,6,0,1/98.8,1/183.6,1/214.2,1/0.0
沖ドキ!GOLD,328,"2,721","+2,133",24,16,0,1/68.0,1/113.4,1/170.1,1/0.0
ジャグラーガールズ,334,"1,136",-144,4,3,0,1/162.3,1/284.0,1/378.7,1/0.0
ジャグラーガールズ,335,"3,724","-1,823",6,12,0,1/206.9,1/620.7,1/310.3,1/0.0
スマスロキングパルサー,355,317,-384,0,1,0,1/317.0,1/0.0,1/317.0,1/0.0
スマスロキングパルサー,356,"1,365",+707,8,4,0,1/113.8,1/170.6,1/341.2,1/0.0
スマスロ真・北斗無双,349,"3,623","-2,642",18,0,9,1/134.2,1/201.3,1/0.0,1/402.6
スマスロ真・北斗無双,350,"1,265",-919,8,0,3,1/115.0,1/158.1,1/0.0,1/421.7
ニューゲッターマウス,415,612,-225,1,4,0,1/122.4,1/612.0,1/153.0,1/0.0
ニューゲッターマウス,416,909,+35,4,3,0,1/129.9,1/227.2,1/303.0,1/0.0
ファミスタ回胴版!!,420,129,-183,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,421,"3,301",+290,12,6,0,1/183.4,1/275.1,1/550.2,1/0.0
モンキーターンV,366,"4,957","-1,319",0,20,48,1/72.9,1/0.0,1/247.8,1/103.3
モンキーターンV,367,"2,430","+2,315",0,10,36,1/52.8,1/0.0,1/243.0,1/67.5
主役は銭形4,353,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
主役は銭形4,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
交響詩篇エウレカセブン4 HI-EVOLUTION,351,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
交響詩篇エウレカセブン4 HI-EVOLUTION,352,172,+43,0,1,2,1/57.3,1/0.0,1/172.0,1/86.0
戦姫絶唱シンフォギア 正義の歌,364,"1,094","+3,216",0,8,61,1/15.9,1/0.0,1/136.8,1/17.9
戦姫絶唱シンフォギア 正義の歌,365,"2,084","-1,250",0,7,24,1/67.2,1/0.0,1/297.7,1/86.8
押忍！番長4,374,"2,038","-2,103",0,2,10,1/169.8,1/0.0,1/1019.0,1/203.8
押忍！番長4,375,"2,576","-1,287",0,8,21,1/88.8,1/0.0,1/322.0,1/122.7
新鬼武者2,394,"1,332",-889,0,0,11,1/121.1,1/0.0,1/0.0,1/121.1
新鬼武者2,395,"1,839",+451,0,0,39,1/47.2,1/0.0,1/0.0,1/47.2
炎炎ノ消防隊,392,924,-452,0,4,3,1/132.0,1/0.0,1/231.0,1/308.0
炎炎ノ消防隊,393,"1,747",-538,0,5,10,1/116.5,1/0.0,1/349.4,1/174.7
転生したらスライムだった件,358,248,-123,0,1,2,1/82.7,1/0.0,1/248.0,1/124.0
転生したらスライムだった件,359,530,-601,0,1,1,1/265.0,1/0.0,1/530.0,1/530.0
ニューパルサーSP4 with 太鼓の達人,329,517,+48,2,1,0,1/172.3,1/258.5,1/517.0,1/0.0
L南国育ち,357,"2,183","+2,873",20,20,0,1/54.6,1/109.2,1/109.2,1/0.0
乃木坂46,360,"2,958",-438,0,20,55,1/39.4,1/0.0,1/147.9,1/53.8
マクロスフロンティア4,361,"1,048",+286,9,0,6,1/69.9,1/116.4,1/0.0,1/174.7
ラブ嬢3～Wご指名はいかがですか?～,362,767,-818,0,2,3,1/153.4,1/0.0,1/383.5,1/255.7
