機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,791","-1,782",16,15,1/186.8,1/361.9,1/386.1
マイジャグラーV,1002,"4,334",+544,19,12,1/139.8,1/228.1,1/361.2
マイジャグラーV,1003,"7,911",-138,27,30,1/138.8,1/293.0,1/263.7
マイジャグラーV,1004,"6,767",-303,22,24,1/147.1,1/307.6,1/282.0
マイジャグラーV,1005,"6,766","-1,371",15,28,1/157.3,1/451.1,1/241.6
マイジャグラーV,1006,"2,804",-91,11,7,1/155.8,1/254.9,1/400.6
マイジャグラーV,1007,"2,420",-815,7,5,1/201.7,1/345.7,1/484.0
マイジャグラーV,1008,"7,353",+476,32,13,1/163.4,1/229.8,1/565.6
マイジャグラーV,1009,"2,716",-629,8,7,1/181.1,1/339.5,1/388.0
マイジャグラーV,1010,"2,290",-638,7,2,1/254.4,1/327.1,1/1145.0
マイジャグラーV,1011,"3,086","-1,382",7,6,1/237.4,1/440.9,1/514.3
マイジャグラーV,1012,"8,069","-1,100",25,23,1/168.1,1/322.8,1/350.8
マイジャグラーV,1013,"6,163","+1,900",31,18,1/125.8,1/198.8,1/342.4
マイジャグラーV,1014,"2,501","-1,053",4,7,1/227.4,1/625.2,1/357.3
マイジャグラーV,1015,"2,615",-815,6,7,1/201.2,1/435.8,1/373.6
マイジャグラーV,1016,"2,085",-803,6,2,1/260.6,1/347.5,1/1042.5
マイジャグラーV,1017,"6,629",+888,28,21,1/135.3,1/236.8,1/315.7
マイジャグラーV,1018,"3,122",-338,12,8,1/156.1,1/260.2,1/390.2
マイジャグラーV,1019,"5,626",-324,19,18,1/152.1,1/296.1,1/312.6
マイジャグラーV,1020,"3,520",+97,14,10,1/146.7,1/251.4,1/352.0
マイジャグラーV,1021,"1,796","-1,347",2,4,1/299.3,1/898.0,1/449.0
マイジャグラーV,1022,"2,949","-1,112",8,5,1/226.8,1/368.6,1/589.8
マイジャグラーV,1023,"6,637","+1,985",32,23,1/120.7,1/207.4,1/288.6
マイジャグラーV,1024,"6,733","+1,932",32,25,1/118.1,1/210.4,1/269.3
マイジャグラーV,1025,"5,066",-374,16,16,1/158.3,1/316.6,1/316.6
マイジャグラーV,1026,"4,979",-962,12,16,1/177.8,1/414.9,1/311.2
マイジャグラーV,1027,"5,805",+512,25,16,1/141.6,1/232.2,1/362.8
マイジャグラーV,1028,"5,063",-194,18,17,1/144.7,1/281.3,1/297.8
マイジャグラーV,1029,"7,398","+3,282",39,22,1/121.3,1/189.7,1/336.3
マイジャグラーV,1030,"1,413",-415,5,3,1/176.6,1/282.6,1/471.0
マイジャグラーV,1031,"5,240",+232,22,12,1/154.1,1/238.2,1/436.7
マイジャグラーV,1032,"6,071","-1,476",20,9,1/209.3,1/303.6,1/674.6
マイジャグラーV,1033,"4,973",-526,12,20,1/155.4,1/414.4,1/248.7
マイジャグラーV,1034,"6,225","+1,076",24,25,1/127.0,1/259.4,1/249.0
マイジャグラーV,1035,"5,753",+479,25,14,1/147.5,1/230.1,1/410.9
マイジャグラーV,1036,"1,222",-526,3,1,1/305.5,1/407.3,1/1222.0
マイジャグラーV,1037,"5,401",+371,22,13,1/154.3,1/245.5,1/415.5
マイジャグラーV,1038,"1,800",-274,6,4,1/180.0,1/300.0,1/450.0
マイジャグラーV,1039,"8,221","+1,735",32,35,1/122.7,1/256.9,1/234.9
マイジャグラーV,1040,"5,816",-26,23,16,1/149.1,1/252.9,1/363.5
マイジャグラーV,1041,"1,957",-750,5,5,1/195.7,1/391.4,1/391.4
マイジャグラーV,1042,"4,631","+1,029",21,12,1/140.3,1/220.5,1/385.9
マイジャグラーV,1043,"6,330","+1,191",29,17,1/137.6,1/218.3,1/372.4
マイジャグラーV,1044,"7,774",+371,32,17,1/158.7,1/242.9,1/457.3
マイジャグラーV,1045,844,-462,1,2,1/281.3,1/844.0,1/422.0
マイジャグラーV,1046,"4,396",-721,16,6,1/199.8,1/274.8,1/732.7
マイジャグラーV,1047,"4,923",-168,20,10,1/164.1,1/246.2,1/492.3
マイジャグラーV,1048,"2,900","-1,229",5,7,1/241.7,1/580.0,1/414.3
マイジャグラーV,1049,"2,363","-1,135",4,8,1/196.9,1/590.8,1/295.4
マイジャグラーV,1050,"5,171",-935,18,12,1/172.4,1/287.3,1/430.9
マイジャグラーV,1069,"2,093",-935,6,4,1/209.3,1/348.8,1/523.2
マイジャグラーV,1070,"7,270",+456,26,27,1/137.2,1/279.6,1/269.3
マイジャグラーV,1071,"3,890",+479,20,5,1/155.6,1/194.5,1/778.0
マイジャグラーV,1072,"3,370","-1,606",8,3,1/306.4,1/421.2,1/1123.3
マイジャグラーV,1073,"3,025","-1,712",5,7,1/252.1,1/605.0,1/432.1
マイジャグラーV,1074,"2,914",-638,8,10,1/161.9,1/364.2,1/291.4
マイジャグラーV,1075,"6,461",-721,18,25,1/150.3,1/358.9,1/258.4
マイジャグラーV,1076,"5,127",+685,22,14,1/142.4,1/233.0,1/366.2
マイジャグラーV,1077,"5,343",+803,26,9,1/152.7,1/205.5,1/593.7
マイジャグラーV,1078,"4,544",+41,18,12,1/151.5,1/252.4,1/378.7
マイジャグラーV,1079,"4,257",-56,16,10,1/163.7,1/266.1,1/425.7
マイジャグラーV,1080,"4,956","-1,018",15,11,1/190.6,1/330.4,1/450.5
マイジャグラーV,1081,"3,825","-2,568",4,8,1/318.8,1/956.2,1/478.1
マイジャグラーV,1082,"2,000",-838,5,4,1/222.2,1/400.0,1/500.0
マイジャグラーV,1083,"4,715",-818,14,13,1/174.6,1/336.8,1/362.7
マイジャグラーV,1084,"3,570",-615,12,9,1/170.0,1/297.5,1/396.7
マイジャグラーV,1085,"2,655",-256,9,9,1/147.5,1/295.0,1/295.0
マイジャグラーV,1086,"6,149",+912,26,20,1/133.7,1/236.5,1/307.4
マイジャグラーV,1087,"5,312",+912,24,12,1/147.6,1/221.3,1/442.7
マイジャグラーV,1088,895,-685,1,1,1/447.5,1/895.0,1/895.0
マイジャグラーV,1089,"5,523","-1,029",18,15,1/167.4,1/306.8,1/368.2
マイジャグラーV,1090,"2,884",-297,10,7,1/169.6,1/288.4,1/412.0
マイジャグラーV,1091,"4,965",+562,21,16,1/134.2,1/236.4,1/310.3
マイジャグラーV,1092,"5,074",-406,16,18,1/149.2,1/317.1,1/281.9
マイジャグラーV,1093,"7,236",-285,25,21,1/157.3,1/289.4,1/344.6
マイジャグラーV,1094,"6,893",+844,28,23,1/135.2,1/246.2,1/299.7
マイジャグラーV,1095,"1,536",-144,6,2,1/192.0,1/256.0,1/768.0
マイジャグラーV,1096,"2,083",-679,6,3,1/231.4,1/347.2,1/694.3
マイジャグラーV,1097,"2,622",-485,7,7,1/187.3,1/374.6,1/374.6
マイジャグラーV,1098,"6,258",+900,27,17,1/142.2,1/231.8,1/368.1
マイジャグラーV,1099,"3,757",-385,15,6,1/178.9,1/250.5,1/626.2
モンキーターンV,2103,"2,225",+194,26,8,1/65.4,1/85.6,1/278.1
モンキーターンV,2104,"1,961",-806,18,7,1/78.4,1/108.9,1/280.1
モンキーターンV,2105,"1,971",-685,15,6,1/93.9,1/131.4,1/328.5
モンキーターンV,2106,"6,068",-53,73,30,1/58.9,1/83.1,1/202.3
モンキーターンV,2107,"2,980",+959,30,12,1/71.0,1/99.3,1/248.3
モンキーターンV,2108,"3,200","-1,135",26,8,1/94.1,1/123.1,1/400.0
モンキーターンV,2109,"3,964","+13,876",118,20,1/28.7,1/33.6,1/198.2
モンキーターンV,2110,"2,247","-2,056",10,7,1/132.2,1/224.7,1/321.0
モンキーターンV,2111,"6,156","-1,841",55,24,1/77.9,1/111.9,1/256.5
モンキーターンV,2112,"3,733","+3,682",49,12,1/61.2,1/76.2,1/311.1
モンキーターンV,2113,"4,230","-1,324",33,13,1/92.0,1/128.2,1/325.4
モンキーターンV,2114,"3,291","+14,868",105,14,1/27.7,1/31.3,1/235.1
モンキーターンV,2115,"4,587","+2,126",67,22,1/51.5,1/68.5,1/208.5
モンキーターンV,2116,"4,281","-2,674",36,17,1/80.8,1/118.9,1/251.8
モンキーターンV,2117,"2,743",-853,17,9,1/105.5,1/161.4,1/304.8
モンキーターンV,2118,"4,661",+676,50,19,1/67.6,1/93.2,1/245.3
モンキーターンV,2119,"4,968","-2,938",32,15,1/105.7,1/155.2,1/331.2
モンキーターンV,2120,"2,435","-1,347",23,6,1/84.0,1/105.9,1/405.8
モンキーターンV,2121,"3,101",-924,27,9,1/86.1,1/114.9,1/344.6
モンキーターンV,2122,"2,954","-2,550",14,8,1/134.3,1/211.0,1/369.2
モンキーターンV,2123,"3,517",+185,36,12,1/73.3,1/97.7,1/293.1
モンキーターンV,2124,"2,300",+841,25,7,1/71.9,1/92.0,1/328.6
モンキーターンV,2135,"1,007",-779,5,2,1/143.9,1/201.4,1/503.5
モンキーターンV,2136,"1,543","-1,700",6,4,1/154.3,1/257.2,1/385.8
モンキーターンV,2137,"5,506","+5,841",86,23,1/50.5,1/64.0,1/239.4
モンキーターンV,2138,"2,694","-1,735",17,8,1/107.8,1/158.5,1/336.8
モンキーターンV,2139,"2,853",+221,31,11,1/67.9,1/92.0,1/259.4
モンキーターンV,2140,"3,045","-2,744",16,8,1/126.9,1/190.3,1/380.6
モンキーターンV,2141,"4,552","+3,838",85,20,1/43.4,1/53.6,1/227.6
モンキーターンV,2142,"3,423","+1,424",34,10,1/77.8,1/100.7,1/342.3
スマスロ北斗の拳,2229,"3,912","-2,765",20,5,1/156.5,1/195.6,1/782.4
スマスロ北斗の拳,2230,731,-791,1,1,1/365.5,1/731.0,1/731.0
スマスロ北斗の拳,2231,"2,670","+4,191",61,5,1/40.5,1/43.8,1/534.0
スマスロ北斗の拳,2232,694,+197,9,2,1/63.1,1/77.1,1/347.0
スマスロ北斗の拳,2233,"3,790","-1,653",30,6,1/105.3,1/126.3,1/631.7
スマスロ北斗の拳,2234,988,-438,8,3,1/89.8,1/123.5,1/329.3
スマスロ北斗の拳,2235,597,"+1,759",17,1,1/33.2,1/35.1,1/597.0
スマスロ北斗の拳,2236,"1,769","+8,444",83,3,1/20.6,1/21.3,1/589.7
スマスロ北斗の拳,2237,"1,445","+2,532",33,4,1/39.1,1/43.8,1/361.2
スマスロ北斗の拳,2238,"2,144",-962,18,3,1/102.1,1/119.1,1/714.7
スマスロ北斗の拳,2239,"2,270","-2,515",7,4,1/206.4,1/324.3,1/567.5
スマスロ北斗の拳,2240,"1,891","+4,926",55,5,1/31.5,1/34.4,1/378.2
スマスロ北斗の拳,2242,"1,482","+1,006",24,3,1/54.9,1/61.8,1/494.0
スマスロ北斗の拳,2243,"3,585",-794,36,6,1/85.4,1/99.6,1/597.5
スマスロ北斗の拳,2244,"1,130",-838,5,2,1/161.4,1/226.0,1/565.0
スマスロ北斗の拳,2245,"2,362","+1,182",36,6,1/56.2,1/65.6,1/393.7
スマスロ北斗の拳,2246,767,-721,3,1,1/191.8,1/255.7,1/767.0
スマスロ北斗の拳,2247,"5,421","+2,624",76,15,1/59.6,1/71.3,1/361.4
スマスロ北斗の拳,2248,"4,551",-559,46,11,1/79.8,1/98.9,1/413.7
スマスロ北斗の拳,2249,"1,999","-1,112",12,5,1/117.6,1/166.6,1/399.8
スマスロ北斗の拳,2250,"1,346","+3,988",44,4,1/28.0,1/30.6,1/336.5
スマスロ北斗の拳,2251,442,+526,9,1,1/44.2,1/49.1,1/442.0
スマスロ北斗の拳,2252,"2,696","-1,685",17,6,1/117.2,1/158.6,1/449.3
スマスロ北斗の拳,2253,"1,513",+74,18,3,1/72.0,1/84.1,1/504.3
スマスロ北斗の拳,2254,"1,238",-685,9,2,1/112.5,1/137.6,1/619.0
ゴーゴージャグラー3,1100,"2,296",+32,10,4,1/164.0,1/229.6,1/574.0
ゴーゴージャグラー3,1101,"6,669",-324,25,23,1/138.9,1/266.8,1/290.0
ゴーゴージャグラー3,1102,"3,271",-368,13,9,1/148.7,1/251.6,1/363.4
ゴーゴージャグラー3,1103,"2,698",-950,7,8,1/179.9,1/385.4,1/337.2
ゴーゴージャグラー3,1104,"4,845",-268,19,11,1/161.5,1/255.0,1/440.5
ゴーゴージャグラー3,1105,"1,470",-491,4,3,1/210.0,1/367.5,1/490.0
ゴーゴージャグラー3,1106,"6,995","+1,382",32,23,1/127.2,1/218.6,1/304.1
ゴーゴージャグラー3,1107,"3,727",+44,15,12,1/138.0,1/248.5,1/310.6
ゴーゴージャグラー3,1108,"6,703",+444,29,19,1/139.6,1/231.1,1/352.8
ゴーゴージャグラー3,1109,"3,631",+68,13,13,1/139.7,1/279.3,1/279.3
ゴーゴージャグラー3,1110,"3,655",-826,10,11,1/174.0,1/365.5,1/332.3
ゴーゴージャグラー3,1111,"4,872",-126,19,14,1/147.6,1/256.4,1/348.0
ゴーゴージャグラー3,1112,"4,088","-1,182",14,11,1/163.5,1/292.0,1/371.6
ゴーゴージャグラー3,1113,"5,295","+1,100",26,18,1/120.3,1/203.7,1/294.2
ゴーゴージャグラー3,1123,"7,074",+868,31,22,1/133.5,1/228.2,1/321.5
ゴーゴージャグラー3,1124,"1,453",-503,5,3,1/181.6,1/290.6,1/484.3
ゴーゴージャグラー3,1125,"6,653","+1,512",26,37,1/105.6,1/255.9,1/179.8
ゴーゴージャグラー3,1126,"1,475",-721,4,2,1/245.8,1/368.8,1/737.5
ゴーゴージャグラー3,1127,"5,240","+1,759",27,20,1/111.5,1/194.1,1/262.0
ゴーゴージャグラー3,1128,"1,863",-762,6,2,1/232.9,1/310.5,1/931.5
ゴーゴージャグラー3,1129,"2,061","-1,524",4,2,1/343.5,1/515.2,1/1030.5
革命機ヴァルヴレイヴ,2207,"2,214",-444,11,1,1/184.5,1/201.3,1/2214.0
革命機ヴァルヴレイヴ,2208,"6,543","+5,909",84,5,1/73.5,1/77.9,1/1308.6
革命機ヴァルヴレイヴ,2209,"3,106","-3,447",2,3,1/621.2,1/1553.0,1/1035.3
革命機ヴァルヴレイヴ,2210,"6,908","-1,279",45,9,1/127.9,1/153.5,1/767.6
革命機ヴァルヴレイヴ,2211,"2,252","-1,841",5,2,1/321.7,1/450.4,1/1126.0
革命機ヴァルヴレイヴ,2212,"4,437","+1,165",48,3,1/87.0,1/92.4,1/1479.0
革命機ヴァルヴレイヴ,2213,"3,954","-3,706",7,4,1/359.5,1/564.9,1/988.5
革命機ヴァルヴレイヴ,2214,"1,511",-782,8,3,1/137.4,1/188.9,1/503.7
革命機ヴァルヴレイヴ,2215,"4,978","-2,718",28,5,1/150.8,1/177.8,1/995.6
革命機ヴァルヴレイヴ,2216,"6,536","+3,547",57,0,1/114.7,1/114.7,1/0.0
革命機ヴァルヴレイヴ,2225,"3,646","-3,165",8,3,1/331.5,1/455.8,1/1215.3
革命機ヴァルヴレイヴ,2226,"2,224","-1,606",6,2,1/278.0,1/370.7,1/1112.0
革命機ヴァルヴレイヴ,2227,"6,425",+250,62,8,1/91.8,1/103.6,1/803.1
革命機ヴァルヴレイヴ,2228,"3,217",-865,15,4,1/169.3,1/214.5,1/804.2
ジャグラーガールズ,1137,"2,873",-856,9,5,1/205.2,1/319.2,1/574.6
ジャグラーガールズ,1138,916,-544,2,1,1/305.3,1/458.0,1/916.0
ジャグラーガールズ,1139,"5,854",+238,22,19,1/142.8,1/266.1,1/308.1
ジャグラーガールズ,1140,820,-632,0,3,1/273.3,1/0.0,1/273.3
ジャグラーガールズ,1141,"3,131",-244,12,6,1/173.9,1/260.9,1/521.8
ジャグラーガールズ,1142,"5,020",-512,15,17,1/156.9,1/334.7,1/295.3
ジャグラーガールズ,1143,"3,137","-1,394",8,6,1/224.1,1/392.1,1/522.8
ジャグラーガールズ,1145,"6,643","+2,621",35,25,1/110.7,1/189.8,1/265.7
ジャグラーガールズ,1146,598,-203,2,0,1/299.0,1/299.0,1/0.0
ジャグラーガールズ,1147,"2,318",-797,6,4,1/231.8,1/386.3,1/579.5
ジャグラーガールズ,1148,"1,518",-579,5,3,1/189.8,1/303.6,1/506.0
ジャグラーガールズ,1149,"6,222","+1,668",29,19,1/129.6,1/214.6,1/327.5
ジャグラーガールズ,1150,"1,952",-638,6,2,1/244.0,1/325.3,1/976.0
アイムジャグラーEX-TP,1130,"7,063","+2,921",37,21,1/121.8,1/190.9,1/336.3
アイムジャグラーEX-TP,1131,"1,169",-474,3,2,1/233.8,1/389.7,1/584.5
アイムジャグラーEX-TP,1132,"4,296",+503,18,15,1/130.2,1/238.7,1/286.4
アイムジャグラーEX-TP,1133,"3,951",+209,16,12,1/141.1,1/246.9,1/329.2
アイムジャグラーEX-TP,1134,"2,154",+653,11,3,1/153.9,1/195.8,1/718.0
アイムジャグラーEX-TP,1135,"2,397",-462,8,4,1/199.8,1/299.6,1/599.2
アイムジャグラーEX-TP,1136,"4,827",-332,16,15,1/155.7,1/301.7,1/321.8
アイムジャグラーEX-TP,1151,"4,633",-124,20,7,1/171.6,1/231.7,1/661.9
アイムジャグラーEX-TP,1152,"1,200",-644,3,1,1/300.0,1/400.0,1/1200.0
アイムジャグラーEX-TP,1153,"1,901","-1,041",4,1,1/380.2,1/475.2,1/1901.0
アイムジャグラーEX-TP,1154,"7,472",+474,27,29,1/133.4,1/276.7,1/257.7
アイムジャグラーEX-TP,1155,"1,237","-1,041",2,1,1/412.3,1/618.5,1/1237.0
からくりサーカス,2201,"3,667","+3,544",64,12,1/48.2,1/57.3,1/305.6
からくりサーカス,2202,"4,916","+1,488",77,21,1/50.2,1/63.8,1/234.1
からくりサーカス,2203,"4,368","+4,044",78,16,1/46.5,1/56.0,1/273.0
からくりサーカス,2204,"3,656","+4,074",65,10,1/48.7,1/56.2,1/365.6
からくりサーカス,2205,"3,366","-3,400",19,10,1/116.1,1/177.2,1/336.6
からくりサーカス,2206,"3,578","-2,074",33,10,1/83.2,1/108.4,1/357.8
からくりサーカス,2217,"1,059","-1,359",4,2,1/176.5,1/264.8,1/529.5
からくりサーカス,2218,"5,966","+3,724",78,21,1/60.3,1/76.5,1/284.1
からくりサーカス,2219,"2,310","-2,850",8,5,1/177.7,1/288.8,1/462.0
からくりサーカス,2220,"5,392","-3,829",35,12,1/114.7,1/154.1,1/449.3
ゴッドイーター リザレクション,2125,"4,454","+1,124",69,16,1/52.4,1/64.6,1/278.4
ゴッドイーター リザレクション,2126,"2,730","+3,441",53,7,1/45.5,1/51.5,1/390.0
ゴッドイーター リザレクション,2127,"3,385",+488,49,10,1/57.4,1/69.1,1/338.5
ゴッドイーター リザレクション,2128,"3,395",+218,47,12,1/57.5,1/72.2,1/282.9
ゴッドイーター リザレクション,2129,"4,202",-644,46,13,1/71.2,1/91.3,1/323.2
ゴッドイーター リザレクション,2130,"4,217","-2,285",44,16,1/70.3,1/95.8,1/263.6
ゴッドイーター リザレクション,2131,"3,111","-1,512",28,8,1/86.4,1/111.1,1/388.9
ゴッドイーター リザレクション,2132,"4,602","-3,376",39,14,1/86.8,1/118.0,1/328.7
ゴッドイーター リザレクション,2133,"4,515","-3,165",37,10,1/96.1,1/122.0,1/451.5
ゴッドイーター リザレクション,2134,"6,518","-2,056",59,11,1/93.1,1/110.5,1/592.5
ファンキージャグラー2,1051,"3,979","-1,912",10,5,1/265.3,1/397.9,1/795.8
ファンキージャグラー2,1052,"3,654",-926,9,12,1/174.0,1/406.0,1/304.5
ファンキージャグラー2,1053,"5,312","+2,215",32,13,1/118.0,1/166.0,1/408.6
ファンキージャグラー2,1054,"6,738","+1,406",32,22,1/124.8,1/210.6,1/306.3
ファンキージャグラー2,1055,"6,907","+3,000",38,22,1/115.1,1/181.8,1/314.0
ファンキージャグラー2,1056,"3,173",-926,10,4,1/226.6,1/317.3,1/793.2
ファンキージャグラー2,1057,"2,034",-344,7,4,1/184.9,1/290.6,1/508.5
ファンキージャグラー2,1058,"1,651",-503,6,3,1/183.4,1/275.2,1/550.3
ファンキージャグラー2,1059,"3,466",-450,9,13,1/157.5,1/385.1,1/266.6
ファンキージャグラー2,1060,"3,207",-962,10,6,1/200.4,1/320.7,1/534.5
モンスターハンターライズ,2059,"6,121","-2,497",55,19,1/82.7,1/111.3,1/322.2
モンスターハンターライズ,2060,"5,791","-3,800",40,15,1/105.3,1/144.8,1/386.1
モンスターハンターライズ,2061,"4,559","+2,882",66,17,1/54.9,1/69.1,1/268.2
モンスターハンターライズ,2062,"4,398","-2,232",38,16,1/81.4,1/115.7,1/274.9
モンスターハンターライズ,2063,"4,371","-3,368",28,10,1/115.0,1/156.1,1/437.1
モンスターハンターライズ,2064,"2,821","+9,479",76,14,1/31.3,1/37.1,1/201.5
モンスターハンターライズ,2065,"3,897","+3,124",63,13,1/51.3,1/61.9,1/299.8
モンスターハンターライズ,2066,"4,318","-4,191",18,13,1/139.3,1/239.9,1/332.2
モンスターハンターライズ,2067,"4,242","+4,015",70,16,1/49.3,1/60.6,1/265.1
モンスターハンターライズ,2068,"3,155","+8,550",83,11,1/33.6,1/38.0,1/286.8
Re:ゼロから始める異世界生活 season2,2143,731,"+1,500",24,2,1/28.1,1/30.5,1/365.5
Re:ゼロから始める異世界生活 season2,2144,227,-185,1,0,1/227.0,1/227.0,1/0.0
Re:ゼロから始める異世界生活 season2,2145,339,+644,10,1,1/30.8,1/33.9,1/339.0
Re:ゼロから始める異世界生活 season2,2146,591,-574,2,0,1/295.5,1/295.5,1/0.0
Re:ゼロから始める異世界生活 season2,2147,810,-382,7,1,1/101.2,1/115.7,1/810.0
Re:ゼロから始める異世界生活 season2,2148,"1,134",+147,15,0,1/75.6,1/75.6,1/0.0
Re:ゼロから始める異世界生活 season2,2149,"2,676",+300,38,2,1/66.9,1/70.4,1/1338.0
Re:ゼロから始める異世界生活 season2,2150,"1,533",+356,21,0,1/73.0,1/73.0,1/0.0
ToLOVEるダークネス,2173,"4,834","-4,132",20,10,1/161.1,1/241.7,1/483.4
ToLOVEるダークネス,2174,"2,588","-2,268",11,5,1/161.8,1/235.3,1/517.6
ToLOVEるダークネス,2175,"1,930",-500,11,3,1/137.9,1/175.5,1/643.3
ToLOVEるダークネス,2176,"1,940","-1,500",9,4,1/149.2,1/215.6,1/485.0
ToLOVEるダークネス,2177,564,-385,4,3,1/80.6,1/141.0,1/188.0
ToLOVEるダークネス,2178,"3,746","+2,976",35,15,1/74.9,1/107.0,1/249.7
ToLOVEるダークネス,2179,"3,400","+4,465",32,11,1/79.1,1/106.2,1/309.1
ToLOVEるダークネス,2180,"1,423","+1,206",10,4,1/101.6,1/142.3,1/355.8
ウルトラミラクルジャグラー,1115,"6,656","+1,441",34,14,1/138.7,1/195.8,1/475.4
ウルトラミラクルジャグラー,1116,"4,137",-991,14,8,1/188.0,1/295.5,1/517.1
ウルトラミラクルジャグラー,1117,"3,102","-1,606",8,5,1/238.6,1/387.8,1/620.4
ウルトラミラクルジャグラー,1118,"4,523",+203,19,6,1/180.9,1/238.1,1/753.8
ウルトラミラクルジャグラー,1119,"7,325",-618,26,20,1/159.2,1/281.7,1/366.2
ウルトラミラクルジャグラー,1120,"5,172",-338,19,13,1/161.6,1/272.2,1/397.8
ウルトラミラクルジャグラー,1121,"4,461","-1,359",14,9,1/194.0,1/318.6,1/495.7
ウルトラミラクルジャグラー,1122,"5,013",-782,19,10,1/172.9,1/263.8,1/501.3
ゴジラ対エヴァンゲリオン,2181,"3,440","-1,276",21,16,1/93.0,1/163.8,1/215.0
ゴジラ対エヴァンゲリオン,2182,"1,983",+62,12,15,1/73.4,1/165.2,1/132.2
ゴジラ対エヴァンゲリオン,2183,"4,816","+2,779",36,50,1/56.0,1/133.8,1/96.3
ゴジラ対エヴァンゲリオン,2184,"1,155",-538,7,5,1/96.2,1/165.0,1/231.0
ゴジラ対エヴァンゲリオン,2185,"2,920","-2,462",15,6,1/139.0,1/194.7,1/486.7
ゴジラ対エヴァンゲリオン,2186,"6,287","-1,535",28,44,1/87.3,1/224.5,1/142.9
ゴジラ対エヴァンゲリオン,2187,"1,160",+112,4,12,1/72.5,1/290.0,1/96.7
ゴジラ対エヴァンゲリオン,2188,"4,211","+4,394",25,61,1/49.0,1/168.4,1/69.0
スマスロ炎炎ノ消防隊,2157,"1,028",-779,3,3,1/171.3,1/342.7,1/342.7
スマスロ炎炎ノ消防隊,2158,243,-279,0,1,1/243.0,1/0.0,1/243.0
スマスロ炎炎ノ消防隊,2159,"2,418","+9,206",56,2,1/41.7,1/43.2,1/1209.0
スマスロ炎炎ノ消防隊,2160,"2,602",+724,19,7,1/100.1,1/136.9,1/371.7
スマスロ炎炎ノ消防隊,2161,"2,621",+182,16,9,1/104.8,1/163.8,1/291.2
スマスロ炎炎ノ消防隊,2162,229,-250,0,1,1/229.0,1/0.0,1/229.0
スマスロ炎炎ノ消防隊,2163,"2,260",-924,11,4,1/150.7,1/205.5,1/565.0
スマスロ炎炎ノ消防隊,2164,"2,104",+262,16,4,1/105.2,1/131.5,1/526.0
ルパン三世 大航海者の秘宝,2165,"2,825","-2,850",10,8,1/156.9,1/282.5,1/353.1
ルパン三世 大航海者の秘宝,2166,"4,080","-1,182",29,18,1/86.8,1/140.7,1/226.7
ルパン三世 大航海者の秘宝,2167,"3,760","-2,656",22,13,1/107.4,1/170.9,1/289.2
ルパン三世 大航海者の秘宝,2168,"4,236","-4,641",12,14,1/162.9,1/353.0,1/302.6
ルパン三世 大航海者の秘宝,2169,"3,292","-2,056",17,9,1/126.6,1/193.6,1/365.8
