機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,461,"5,982",28,9,1/161.7,1/213.6,1/664.7
アイムジャグラーEX-TP,462,"4,492",21,9,1/149.7,1/213.9,1/499.1
アイムジャグラーEX-TP,463,"3,490",9,10,1/183.7,1/387.8,1/349.0
アイムジャグラーEX-TP,464,"3,210",10,8,1/178.3,1/321.0,1/401.2
アイムジャグラーEX-TP,478,"3,672",7,7,1/262.3,1/524.6,1/524.6
アイムジャグラーEX-TP,479,"4,181",14,9,1/181.8,1/298.6,1/464.6
アイムジャグラーEX-TP,480,"4,684",13,13,1/180.2,1/360.3,1/360.3
アイムジャグラーEX-TP,481,"4,285",20,7,1/158.7,1/214.2,1/612.1
アイムジャグラーEX-TP,482,"2,415",4,3,1/345.0,1/603.8,1/805.0
アイムジャグラーEX-TP,483,"5,115",25,8,1/155.0,1/204.6,1/639.4
アイムジャグラーEX-TP,484,"6,061",22,14,1/168.4,1/275.5,1/432.9
アイムジャグラーEX-TP,485,"3,872",15,8,1/168.3,1/258.1,1/484.0
アイムジャグラーEX-TP,486,"4,660",14,11,1/186.4,1/332.9,1/423.6
アイムジャグラーEX-TP,487,"2,172",10,2,1/181.0,1/217.2,1/1086.0
アイムジャグラーEX-TP,488,"3,793",9,15,1/158.0,1/421.4,1/252.9
アイムジャグラーEX-TP,489,"3,375",12,9,1/160.7,1/281.2,1/375.0
アイムジャグラーEX-TP,500,"5,006",24,9,1/151.7,1/208.6,1/556.2
アイムジャグラーEX-TP,501,"3,318",7,8,1/221.2,1/474.0,1/414.8
アイムジャグラーEX-TP,502,"3,520",17,5,1/160.0,1/207.1,1/704.0
アイムジャグラーEX-TP,503,"5,504",18,23,1/134.2,1/305.8,1/239.3
アイムジャグラーEX-TP,504,"3,559",13,9,1/161.8,1/273.8,1/395.4
アイムジャグラーEX-TP,505,"5,388",20,13,1/163.3,1/269.4,1/414.5
アイムジャグラーEX-TP,506,"3,982",16,10,1/153.2,1/248.9,1/398.2
アイムジャグラーEX-TP,507,"3,403",11,6,1/200.2,1/309.4,1/567.2
アイムジャグラーEX-TP,508,"4,399",13,10,1/191.3,1/338.4,1/439.9
アイムジャグラーEX-TP,509,"3,542",8,7,1/236.1,1/442.8,1/506.0
アイムジャグラーEX-TP,510,"2,810",9,4,1/216.2,1/312.2,1/702.5
アイムジャグラーEX-TP,511,"4,443",12,13,1/177.7,1/370.2,1/341.8
マイジャグラーV,444,"6,625",23,15,1/174.3,1/288.0,1/441.7
マイジャグラーV,445,"6,335",21,17,1/166.7,1/301.7,1/372.6
マイジャグラーV,446,"5,115",21,9,1/170.5,1/243.6,1/568.3
マイジャグラーV,447,"5,279",19,12,1/170.3,1/277.8,1/439.9
マイジャグラーV,448,"5,725",23,14,1/154.7,1/248.9,1/408.9
マイジャグラーV,449,"5,902",31,14,1/131.2,1/190.4,1/421.6
マイジャグラーV,450,"7,102",35,25,1/118.4,1/202.9,1/284.1
マイジャグラーV,451,"6,339",18,21,1/162.5,1/352.2,1/301.9
マイジャグラーV,452,"8,101",31,32,1/128.6,1/261.3,1/253.2
マイジャグラーV,453,"4,637",12,11,1/201.6,1/386.4,1/421.5
マイジャグラーV,454,"7,486",35,17,1/144.0,1/213.9,1/440.4
マイジャグラーV,455,"1,980",5,0,1/396.0,1/396.0,1/0.0
マイジャグラーV,456,"8,585",42,31,1/117.6,1/204.4,1/276.9
マイジャグラーV,465,"4,998",20,11,1/161.2,1/249.9,1/454.4
マイジャグラーV,466,"5,935",23,11,1/174.6,1/258.0,1/539.5
マイジャグラーV,467,"6,006",28,7,1/171.6,1/214.5,1/858.0
マイジャグラーV,468,"5,718",23,21,1/130.0,1/248.6,1/272.3
マイジャグラーV,469,"4,681",16,11,1/173.4,1/292.6,1/425.5
マイジャグラーV,470,"6,225",31,18,1/127.0,1/200.8,1/345.8
マイジャグラーV,471,"4,834",13,12,1/193.4,1/371.8,1/402.8
マイジャグラーV,472,"5,787",20,15,1/165.3,1/289.4,1/385.8
マイジャグラーV,473,"7,455",28,22,1/149.1,1/266.2,1/338.9
マイジャグラーV,474,"6,388",24,17,1/155.8,1/266.2,1/375.8
マイジャグラーV,475,"5,729",19,14,1/173.6,1/301.5,1/409.2
マイジャグラーV,476,"6,712",26,21,1/142.8,1/258.2,1/319.6
マイジャグラーV,477,"7,484",29,23,1/143.9,1/258.1,1/325.4
ゴーゴージャグラー3,543,"2,885",10,5,1/192.3,1/288.5,1/577.0
ゴーゴージャグラー3,544,"3,343",11,13,1/139.3,1/303.9,1/257.2
ゴーゴージャグラー3,545,"6,070",36,22,1/104.7,1/168.6,1/275.9
ゴーゴージャグラー3,546,"4,844",16,15,1/156.3,1/302.8,1/322.9
ゴーゴージャグラー3,547,811,2,0,1/405.5,1/405.5,1/0.0
ゴーゴージャグラー3,548,"6,873",34,12,1/149.4,1/202.1,1/572.8
ゴーゴージャグラー3,549,496,1,0,1/496.0,1/496.0,1/0.0
ゴーゴージャグラー3,550,"5,233",29,11,1/130.8,1/180.4,1/475.7
ゴーゴージャグラー3,551,"4,060",14,10,1/169.2,1/290.0,1/406.0
ゴーゴージャグラー3,552,"3,289",13,6,1/173.1,1/253.0,1/548.2
ゴーゴージャグラー3,553,"4,190",18,7,1/167.6,1/232.8,1/598.6
ゴーゴージャグラー3,554,"4,257",22,8,1/141.9,1/193.5,1/532.1
ゴーゴージャグラー3,555,"3,216",11,9,1/160.8,1/292.4,1/357.3
ゴーゴージャグラー3,556,"7,783",25,30,1/141.5,1/311.3,1/259.4
スマスロ北斗の拳,648,"1,526",83,3,1/17.7,1/18.4,1/508.7
スマスロ北斗の拳,649,"4,530",26,8,1/133.2,1/174.2,1/566.2
スマスロ北斗の拳,650,"2,019",23,4,1/74.8,1/87.8,1/504.8
スマスロ北斗の拳,651,"3,750",32,10,1/89.3,1/117.2,1/375.0
スマスロ北斗の拳,652,"7,580",66,23,1/85.2,1/114.8,1/329.6
スマスロ北斗の拳,653,"2,493",13,5,1/138.5,1/191.8,1/498.6
スマスロ北斗の拳,654,"3,582",27,8,1/102.3,1/132.7,1/447.8
スマスロ北斗の拳,655,"3,194",28,7,1/91.3,1/114.1,1/456.3
スマスロ北斗の拳,656,"3,697",36,9,1/82.2,1/102.7,1/410.8
スマスロ北斗の拳,657,"5,417",55,14,1/78.5,1/98.5,1/386.9
スマスロ北斗の拳,658,"5,449",47,16,1/86.5,1/115.9,1/340.6
スマスロ北斗の拳,659,"4,610",33,10,1/107.2,1/139.7,1/461.0
スマスロ北斗の拳,660,"4,612",90,12,1/45.2,1/51.2,1/384.3
スマスロ北斗の拳,661,"4,744",54,11,1/73.0,1/87.9,1/431.3
沖ドキ!GOLD‐30,526,"3,795",24,6,1/126.5,1/158.1,1/632.5
沖ドキ!GOLD‐30,527,"3,901",15,7,1/177.3,1/260.1,1/557.3
