機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"2,549",38,3,0,1/62.2,1/67.1,1/849.7,1/0.0
スマスロ北斗の拳,343,13,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ北斗の拳,344,805,4,1,0,1/161.0,1/201.2,1/805.0,1/0.0
スマスロ北斗の拳,345,366,1,1,0,1/183.0,1/366.0,1/366.0,1/0.0
スマスロ北斗の拳,346,349,1,1,0,1/174.5,1/349.0,1/349.0,1/0.0
スマスロ北斗の拳,347,672,7,2,0,1/74.7,1/96.0,1/336.0,1/0.0
スマスロ北斗の拳,348,192,5,1,0,1/32.0,1/38.4,1/192.0,1/0.0
スマスロ北斗の拳,349,932,15,4,0,1/49.1,1/62.1,1/233.0,1/0.0
アイムジャグラーEX-TP,319,760,1,2,0,1/253.3,1/760.0,1/380.0,1/0.0
アイムジャグラーEX-TP,320,"1,456",3,5,0,1/182.0,1/485.3,1/291.2,1/0.0
アイムジャグラーEX-TP,321,"3,723",18,10,0,1/133.0,1/206.8,1/372.3,1/0.0
アイムジャグラーEX-TP,322,"2,327",13,2,0,1/155.1,1/179.0,1/1163.5,1/0.0
アイムジャグラーEX-TP,323,303,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
アイムジャグラーEX-TP,324,"2,163",8,5,0,1/166.4,1/270.4,1/432.6,1/0.0
アイムジャグラーEX-TP,325,"2,072",8,4,0,1/172.7,1/259.0,1/518.0,1/0.0
マイジャグラーV,313,"1,665",8,2,0,1/166.5,1/208.1,1/832.5,1/0.0
マイジャグラーV,314,"1,787",5,5,0,1/178.7,1/357.4,1/357.4,1/0.0
マイジャグラーV,315,560,1,1,0,1/280.0,1/560.0,1/560.0,1/0.0
マイジャグラーV,316,"1,219",2,3,0,1/243.8,1/609.5,1/406.3,1/0.0
マイジャグラーV,317,"1,356",8,1,0,1/150.7,1/169.5,1/1356.0,1/0.0
マイジャグラーV,318,"3,877",14,12,0,1/149.1,1/276.9,1/323.1,1/0.0
ハッピージャグラーVIII,326,"3,799",15,12,0,1/140.7,1/253.3,1/316.6,1/0.0
ハッピージャグラーVIII,327,324,0,1,0,1/324.0,1/0.0,1/324.0,1/0.0
ハッピージャグラーVIII,328,"4,184",13,19,0,1/130.8,1/321.8,1/220.2,1/0.0
ハッピージャグラーVIII,329,662,5,0,0,1/132.4,1/132.4,1/0.0,1/0.0
ハッピージャグラーVIII,330,"1,436",9,2,0,1/130.5,1/159.6,1/718.0,1/0.0
ゴーゴージャグラー3,335,"1,581",7,3,0,1/158.1,1/225.9,1/527.0,1/0.0
ゴーゴージャグラー3,336,"2,032",9,5,0,1/145.1,1/225.8,1/406.4,1/0.0
ゴーゴージャグラー3,337,967,3,0,0,1/322.3,1/322.3,1/0.0,1/0.0
ゴーゴージャグラー3,338,951,2,3,0,1/190.2,1/475.5,1/317.0,1/0.0
ハナハナホウオウ～天翔～,424,86,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,425,100,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～,426,"1,265",10,3,0,1/97.3,1/126.5,1/421.7,1/0.0
ハナハナホウオウ～天翔～,427,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,371,"1,737",0,1,32,1/52.6,1/0.0,1/1737.0,1/54.3
ゴッドイーター リザレクション,372,"2,240",0,3,35,1/58.9,1/0.0,1/746.7,1/64.0
ゴッドイーター リザレクション,373,329,0,1,2,1/109.7,1/0.0,1/329.0,1/164.5
ファンキージャグラー2,339,"2,205",5,5,0,1/220.5,1/441.0,1/441.0,1/0.0
ファンキージャグラー2,340,"2,328",14,7,0,1/110.9,1/166.3,1/332.6,1/0.0
ファンキージャグラー2,341,"1,123",7,0,0,1/160.4,1/160.4,1/0.0,1/0.0
押忍！番長4,374,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,375,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,376,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,398,124,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,399,414,0,1,2,1/138.0,1/0.0,1/414.0,1/207.0
炎炎ノ消防隊,400,243,0,1,0,1/243.0,1/0.0,1/243.0,1/0.0
D4DJ Pachi‐Slot Mix,356,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,357,379,4,0,6,1/37.9,1/94.8,1/0.0,1/63.2
L南国育ち,358,"1,736",8,7,0,1/115.7,1/217.0,1/248.0,1/0.0
L南国育ち,359,846,4,5,0,1/94.0,1/211.5,1/169.2,1/0.0
Re:ゼロから始める異世界生活 season2,362,192,0,0,1,1/192.0,1/0.0,1/0.0,1/192.0
Re:ゼロから始める異世界生活 season2,363,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,"2,751",0,5,16,1/131.0,1/0.0,1/550.2,1/171.9
ありふれた職業で世界最強,367,825,0,2,3,1/165.0,1/0.0,1/412.5,1/275.0
サンダーVライトニング,422,"1,827",6,4,0,1/182.7,1/304.5,1/456.8,1/0.0
