機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
サンダーVライトニング,423,728,6,0,0,1/121.3,1/121.3,1/0.0,1/0.0
ジャグラーガールズ,333,653,0,2,0,1/326.5,1/0.0,1/326.5,1/0.0
ジャグラーガールズ,334,"2,031",12,6,0,1/112.8,1/169.2,1/338.5,1/0.0
ダンベル何キロ持てる？,403,"1,884",0,6,25,1/60.8,1/0.0,1/314.0,1/75.4
ダンベル何キロ持てる？,404,705,0,4,13,1/41.5,1/0.0,1/176.2,1/54.2
バンドリ！,401,"1,672",0,4,13,1/98.4,1/0.0,1/418.0,1/128.6
バンドリ！,402,598,0,2,7,1/66.4,1/0.0,1/299.0,1/85.4
ミスタージャグラー,331,"2,266",8,2,0,1/226.6,1/283.2,1/1133.0,1/0.0
ミスタージャグラー,332,"1,158",1,4,0,1/231.6,1/1158.0,1/289.5,1/0.0
モンキーターンV,369,"3,624",0,7,15,1/164.7,1/0.0,1/517.7,1/241.6
モンキーターンV,370,"3,264",0,7,31,1/85.9,1/0.0,1/466.3,1/105.3
戦国乙女4 戦乱に閃く炯眼の軍師,364,"2,675",10,0,6,1/167.2,1/267.5,1/0.0,1/445.8
戦国乙女4 戦乱に閃く炯眼の軍師,365,"3,206",17,0,9,1/123.3,1/188.6,1/0.0,1/356.2
戦姫絶唱シンフォギア 正義の歌,352,354,0,1,2,1/118.0,1/0.0,1/354.0,1/177.0
戦姫絶唱シンフォギア 正義の歌,353,969,0,3,5,1/121.1,1/0.0,1/323.0,1/193.8
押忍!番長ZERO,390,88,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,"2,643",9,6,0,1/176.2,1/293.7,1/440.5,1/0.0
沖ドキ!GOLD,429,943,7,0,0,1/134.7,1/134.7,1/0.0,1/0.0
甲鉄城のカバネリ,396,"2,409",0,8,21,1/83.1,1/0.0,1/301.1,1/114.7
甲鉄城のカバネリ,397,"1,185",0,4,4,1/148.1,1/0.0,1/296.2,1/296.2
革命機ヴァルヴレイヴ,354,"1,819",26,4,6,1/50.5,1/70.0,1/454.8,1/303.2
革命機ヴァルヴレイヴ,355,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,350,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
犬夜叉2,351,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,360,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
頭文字D 2nd,361,"1,182",0,2,22,1/49.2,1/0.0,1/591.0,1/53.7
モンスターハンターライズ,368,"1,212",0,2,21,1/52.7,1/0.0,1/606.0,1/57.7
バイオハザード5,377,"7,038",0,16,24,1/175.9,1/0.0,1/439.9,1/293.2
東京喰種,378,"4,632",0,13,21,1/136.2,1/0.0,1/356.3,1/220.6
スーパーブラックジャック,379,"3,279",0,1,36,1/88.6,1/0.0,1/3279.0,1/91.1
からくりサーカス,380,"2,386",0,4,26,1/79.5,1/0.0,1/596.5,1/91.8
L サラリーマン金太郎,381,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゾンビランドサガ,382,277,1,0,0,1/277.0,1/277.0,1/0.0,1/0.0
スマスロ炎炎ノ消防隊,383,"2,038",0,8,11,1/107.3,1/0.0,1/254.8,1/185.3
シン・エヴァンゲリオン,384,"1,318",0,3,8,1/119.8,1/0.0,1/439.3,1/164.8
聖戦士ダンバイン,385,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴジラ対エヴァンゲリオン,386,"1,857",10,0,29,1/47.6,1/185.7,1/0.0,1/64.0
ガールズ&パンツァー 最終章,387,"1,316",15,7,0,1/59.8,1/87.7,1/188.0,1/0.0
麻雀格闘倶楽部 覚醒,388,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,389,582,0,3,1,1/145.5,1/0.0,1/194.0,1/582.0
アオハル♪操 A‐LIVE,392,985,4,0,0,1/246.2,1/246.2,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バイオハザード7 レジデント イービル,394,959,0,1,14,1/63.9,1/0.0,1/959.0,1/68.5
新鬼武者2,395,44,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ToLOVEるダークネス,405,"2,533",18,0,7,1/101.3,1/140.7,1/0.0,1/361.9
ニューパルサーSPⅢ,414,134,0,1,0,1/134.0,1/0.0,1/134.0,1/0.0
ケロット4,415,308,0,2,0,1/154.0,1/0.0,1/154.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,898,2,1,0,1/299.3,1/449.0,1/898.0,1/0.0
ニューゲッターマウス,417,"1,005",3,2,0,1/201.0,1/335.0,1/502.5,1/0.0
ファミスタ回胴版!!,418,611,2,2,0,1/152.8,1/305.5,1/305.5,1/0.0
クランキークレスト,419,"1,622",8,6,0,1/115.9,1/202.8,1/270.3,1/0.0
新ハナビ,420,"1,763",7,3,0,1/176.3,1/251.9,1/587.7,1/0.0
ハイハイシオサイ,421,176,0,1,0,1/176.0,1/0.0,1/176.0,1/0.0
