機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,292","-1,640",2,2,0,1/323.0,1/646.0,1/646.0,1/0.0
スマスロ北斗の拳,343,"2,089","+4,012",51,3,0,1/38.7,1/41.0,1/696.3,1/0.0
スマスロ北斗の拳,344,"1,807","-1,221",8,3,0,1/164.3,1/225.9,1/602.3,1/0.0
スマスロ北斗の拳,345,"2,769",-988,23,8,0,1/89.3,1/120.4,1/346.1,1/0.0
スマスロ北斗の拳,346,826,-785,3,2,0,1/165.2,1/275.3,1/413.0,1/0.0
スマスロ北斗の拳,347,"1,217","+6,558",61,3,0,1/19.0,1/20.0,1/405.7,1/0.0
スマスロ北斗の拳,348,"1,130",-820,7,2,0,1/125.6,1/161.4,1/565.0,1/0.0
スマスロ北斗の拳,349,"3,112","-3,140",9,4,0,1/239.4,1/345.8,1/778.0,1/0.0
アイムジャグラーEX-TP,319,"4,117",+831,19,10,0,1/142.0,1/216.7,1/411.7,1/0.0
アイムジャグラーEX-TP,320,"1,364",-192,4,4,0,1/170.5,1/341.0,1/341.0,1/0.0
アイムジャグラーEX-TP,321,"4,727",0,20,11,0,1/152.5,1/236.3,1/429.7,1/0.0
アイムジャグラーEX-TP,322,783,-390,2,1,0,1/261.0,1/391.5,1/783.0,1/0.0
アイムジャグラーEX-TP,323,"5,786","-1,384",20,9,0,1/199.5,1/289.3,1/642.9,1/0.0
アイムジャグラーEX-TP,324,"2,925",+738,14,7,0,1/139.3,1/208.9,1/417.9,1/0.0
アイムジャグラーEX-TP,325,"4,889",+802,24,6,0,1/163.0,1/203.7,1/814.8,1/0.0
マイジャグラーV,313,"5,010",-52,21,8,0,1/172.8,1/238.6,1/626.2,1/0.0
マイジャグラーV,314,"2,829","-1,128",7,8,0,1/188.6,1/404.1,1/353.6,1/0.0
マイジャグラーV,315,"4,301","+1,337",24,8,0,1/134.4,1/179.2,1/537.6,1/0.0
