台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"8,592","+1,135",38,25,1/136.4,1/226.1,1/343.7
1002,776,-526,2,1,1/258.7,1/388.0,1/776.0
1003,"1,473",-868,3,3,1/245.5,1/491.0,1/491.0
1004,"3,760",-126,14,12,1/144.6,1/268.6,1/313.3
1005,"1,362",-650,3,2,1/272.4,1/454.0,1/681.0
1006,933,-585,2,0,1/466.5,1/466.5,1/0.0
1007,"3,002",-891,8,8,1/187.6,1/375.2,1/375.2
1008,"2,924","-1,347",7,6,1/224.9,1/417.7,1/487.3
1009,"3,381","-1,171",9,8,1/198.9,1/375.7,1/422.6
1010,"2,198","-1,429",3,5,1/274.8,1/732.7,1/439.6
1011,"6,274",-421,23,16,1/160.9,1/272.8,1/392.1
1012,544,-326,2,0,1/272.0,1/272.0,1/0.0
1013,"8,189","+4,603",45,36,1/101.1,1/182.0,1/227.5
1014,"1,183",-397,4,1,1/236.6,1/295.8,1/1183.0
1015,"3,245",+465,16,4,1/162.2,1/202.8,1/811.2
1016,"2,049",-3,6,8,1/146.4,1/341.5,1/256.1
1017,"7,845","+2,091",37,25,1/126.5,1/212.0,1/313.8
1018,"8,152",+829,35,27,1/131.5,1/232.9,1/301.9
1019,"6,339",+441,26,20,1/137.8,1/243.8,1/316.9
1020,"6,337",+397,26,16,1/150.9,1/243.7,1/396.1
1021,"2,807",-791,9,6,1/187.1,1/311.9,1/467.8
1022,"2,851",-509,8,10,1/158.4,1/356.4,1/285.1
1023,"5,917",-350,19,21,1/147.9,1/311.4,1/281.8
1024,"1,848",-432,6,6,1/154.0,1/308.0,1/308.0
1025,"6,635",-638,18,23,1/161.8,1/368.6,1/288.5
1026,"2,639",-644,9,4,1/203.0,1/293.2,1/659.8
1027,"3,309",-368,12,7,1/174.2,1/275.8,1/472.7
1028,"6,177",+429,26,16,1/147.1,1/237.6,1/386.1
1029,"5,541",+759,26,12,1/145.8,1/213.1,1/461.8
1030,"8,038","+3,235",40,27,1/120.0,1/200.9,1/297.7
1031,"3,067",-791,7,9,1/191.7,1/438.1,1/340.8
1032,"3,368",-679,11,9,1/168.4,1/306.2,1/374.2
1033,"7,126",+691,31,16,1/151.6,1/229.9,1/445.4
1034,"4,899",-303,19,11,1/163.3,1/257.8,1/445.4
1035,822,-685,0,1,1/822.0,1/0.0,1/822.0
1036,"7,808",+279,31,21,1/150.2,1/251.9,1/371.8
1037,"1,508",-150,6,2,1/188.5,1/251.3,1/754.0
1038,"6,644","-4,015",10,17,1/246.1,1/664.4,1/390.8
1039,885,-415,3,0,1/295.0,1/295.0,1/0.0
1040,"7,798","+2,762",36,33,1/113.0,1/216.6,1/236.3
1041,"6,031",-356,22,14,1/167.5,1/274.1,1/430.8
1042,"2,297",-221,8,5,1/176.7,1/287.1,1/459.4
1043,"7,760","+3,094",43,23,1/117.6,1/180.5,1/337.4
1044,"8,358",-44,28,30,1/144.1,1/298.5,1/278.6
1045,"3,795","-1,065",11,10,1/180.7,1/345.0,1/379.5
1046,"3,900","-2,321",6,13,1/205.3,1/650.0,1/300.0
1047,"5,783","-1,171",18,13,1/186.5,1/321.3,1/444.8
1048,"1,945",-994,4,3,1/277.9,1/486.2,1/648.3
1049,"8,282",+476,33,27,1/138.0,1/251.0,1/306.7
1050,"4,698",-903,16,12,1/167.8,1/293.6,1/391.5
1069,"5,384",+924,26,13,1/138.1,1/207.1,1/414.2
1070,"3,941",+221,15,12,1/146.0,1/262.7,1/328.4
1071,"6,200",-697,22,17,1/159.0,1/281.8,1/364.7
1072,"7,320","+1,488",33,25,1/126.2,1/221.8,1/292.8
1073,"5,887",+947,28,16,1/133.8,1/210.2,1/367.9
1074,"1,766",-591,5,3,1/220.8,1/353.2,1/588.7
1075,"5,895","+1,124",28,14,1/140.4,1/210.5,1/421.1
1076,"3,167",-747,11,6,1/186.3,1/287.9,1/527.8
1077,"5,842",-218,22,16,1/153.7,1/265.5,1/365.1
1078,"5,657",-585,21,12,1/171.4,1/269.4,1/471.4
1079,"2,164",-650,6,5,1/196.7,1/360.7,1/432.8
1080,"8,133","-1,465",25,21,1/176.8,1/325.3,1/387.3
1081,"6,401",-203,25,14,1/164.1,1/256.0,1/457.2
1082,"6,704",-888,23,17,1/167.6,1/291.5,1/394.4
1083,"8,459","+3,212",41,35,1/111.3,1/206.3,1/241.7
1084,"5,186",-515,20,11,1/167.3,1/259.3,1/471.5
1085,"5,953",-959,18,18,1/165.4,1/330.7,1/330.7
1086,"5,298","-1,088",17,15,1/165.6,1/311.6,1/353.2
1087,"8,274","+3,926",45,29,1/111.8,1/183.9,1/285.3
1088,"6,231","+1,121",29,12,1/152.0,1/214.9,1/519.2
1089,"2,357",-526,9,2,1/214.3,1/261.9,1/1178.5
1090,"7,825","+1,897",38,22,1/130.4,1/205.9,1/355.7
1091,"5,582",-479,20,16,1/155.1,1/279.1,1/348.9
1092,"8,436","+2,303",38,30,1/124.1,1/222.0,1/281.2
1093,"2,705",-768,9,5,1/193.2,1/300.6,1/541.0
1094,"2,203","-1,076",6,3,1/244.8,1/367.2,1/734.3
1095,"5,635",-126,23,11,1/165.7,1/245.0,1/512.3
1096,"1,760",-403,7,2,1/195.6,1/251.4,1/880.0
1097,"5,322",-147,18,17,1/152.1,1/295.7,1/313.1
1098,"4,853",-476,18,11,1/167.3,1/269.6,1/441.2
1099,"6,764",-774,25,13,1/178.0,1/270.6,1/520.3
