台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"3,389",+9,14,8,1/154.0,1/242.1,1/423.6
1002,"6,131","+2,179",32,21,1/115.7,1/191.6,1/292.0
1003,"1,972",-244,9,1,1/197.2,1/219.1,1/1972.0
1004,"2,756",-556,10,4,1/196.9,1/275.6,1/689.0
1005,"3,753",-256,16,7,1/163.2,1/234.6,1/536.1
1006,"6,096","+2,082",31,18,1/124.4,1/196.6,1/338.7
1007,783,-862,0,1,1/783.0,1/0.0,1/783.0
1008,"7,743","+2,624",44,16,1/129.1,1/176.0,1/483.9
1009,"1,372",-109,5,2,1/196.0,1/274.4,1/686.0
1010,"2,641","-1,253",7,4,1/240.1,1/377.3,1/660.2
1011,"5,243","-1,453",14,14,1/187.2,1/374.5,1/374.5
1012,"1,991",-632,6,3,1/221.2,1/331.8,1/663.7
1013,825,-503,1,2,1/275.0,1/825.0,1/412.5
1014,"8,512","+1,582",37,29,1/129.0,1/230.1,1/293.5
1015,"2,874",-744,9,4,1/221.1,1/319.3,1/718.5
1016,"5,106",-515,16,16,1/159.6,1/319.1,1/319.1
1017,"1,766",-503,5,3,1/220.8,1/353.2,1/588.7
1018,"5,241","-1,524",10,14,1/218.4,1/524.1,1/374.4
1019,"6,694",+632,29,15,1/152.1,1/230.8,1/446.3
1020,"3,050",-674,9,9,1/169.4,1/338.9,1/338.9
1021,"4,103",-724,15,10,1/164.1,1/273.5,1/410.3
1022,"4,082",-818,13,11,1/170.1,1/314.0,1/371.1
1023,"3,680",+524,16,8,1/153.3,1/230.0,1/460.0
1024,"2,228","-1,088",4,4,1/278.5,1/557.0,1/557.0
1025,"5,304",+374,23,14,1/143.4,1/230.6,1/378.9
1026,"5,512",-321,19,14,1/167.0,1/290.1,1/393.7
1027,"4,971",-174,18,16,1/146.2,1/276.2,1/310.7
1028,"2,195",-421,7,6,1/168.8,1/313.6,1/365.8
1029,"8,140","+3,871",45,27,1/113.1,1/180.9,1/301.5
1030,"1,583",-56,7,2,1/175.9,1/226.1,1/791.5
1031,"6,520",-915,21,19,1/163.0,1/310.5,1/343.2
1032,"4,930",-935,17,11,1/176.1,1/290.0,1/448.2
1033,"6,191","+2,621",33,17,1/123.8,1/187.6,1/364.2
1034,"8,216",+665,30,32,1/132.5,1/273.9,1/256.8
1035,"1,574",-574,5,2,1/224.9,1/314.8,1/787.0
1036,"5,043",-397,16,16,1/157.6,1/315.2,1/315.2
1037,"6,819",+97,27,17,1/155.0,1/252.6,1/401.1
1038,"8,870","+2,709",41,31,1/123.2,1/216.3,1/286.1
1039,"9,318","+3,753",40,49,1/104.7,1/232.9,1/190.2
1040,"5,982",-924,19,18,1/161.7,1/314.8,1/332.3
1041,"4,190","-2,109",10,8,1/232.8,1/419.0,1/523.8
1042,"6,601","-1,124",23,15,1/173.7,1/287.0,1/440.1
1043,"3,825",-724,11,12,1/166.3,1/347.7,1/318.8
1044,"3,772","-1,053",10,10,1/188.6,1/377.2,1/377.2
1045,"1,403",-356,4,4,1/175.4,1/350.8,1/350.8
1046,"7,386",+429,27,28,1/134.3,1/273.6,1/263.8
1047,"7,420",+103,27,23,1/148.4,1/274.8,1/322.6
1048,"4,107",+462,16,12,1/146.7,1/256.7,1/342.2
1049,"4,079",-403,14,10,1/170.0,1/291.4,1/407.9
1050,"6,381",-326,24,17,1/155.6,1/265.9,1/375.4
1069,"2,707",-738,9,2,1/246.1,1/300.8,1/1353.5
1070,"6,121",-385,19,20,1/156.9,1/322.2,1/306.1
1071,"1,884",-732,4,4,1/235.5,1/471.0,1/471.0
1072,"8,786","+1,582",34,36,1/125.5,1/258.4,1/244.1
1073,"6,580",+68,26,16,1/156.7,1/253.1,1/411.2
1074,"2,513","-1,147",6,5,1/228.5,1/418.8,1/502.6
1075,"4,994","-1,559",15,11,1/192.1,1/332.9,1/454.0
1076,"8,034",-535,26,23,1/164.0,1/309.0,1/349.3
1077,"8,656","+2,709",35,41,1/113.9,1/247.3,1/211.1
1078,"3,973",+97,18,6,1/165.5,1/220.7,1/662.2
1079,"3,401",+638,13,12,1/136.0,1/261.6,1/283.4
1080,"4,921",+444,20,15,1/140.6,1/246.1,1/328.1
1081,"7,119",-441,29,12,1/173.6,1/245.5,1/593.2
1082,"4,500","+1,300",23,11,1/132.4,1/195.7,1/409.1
1083,"8,931","+5,744",46,47,1/96.0,1/194.2,1/190.0
1084,"5,335",-709,19,10,1/184.0,1/280.8,1/533.5
1085,"8,201",-956,26,26,1/157.7,1/315.4,1/315.4
1086,"8,133","+2,709",35,31,1/123.2,1/232.4,1/262.4
1087,"2,632",-832,8,4,1/219.3,1/329.0,1/658.0
1088,"9,115",+168,30,35,1/140.2,1/303.8,1/260.4
1089,"6,379",-515,19,19,1/167.9,1/335.7,1/335.7
1090,"1,067",-279,4,0,1/266.8,1/266.8,1/0.0
1091,"1,909","-1,100",4,3,1/272.7,1/477.2,1/636.3
1092,"5,559",+409,23,16,1/142.5,1/241.7,1/347.4
1093,"3,447",-959,10,6,1/215.4,1/344.7,1/574.5
1094,"7,137","+1,700",32,28,1/119.0,1/223.0,1/254.9
1095,"2,430",-156,7,8,1/162.0,1/347.1,1/303.8
1096,"2,780",-9,11,4,1/185.3,1/252.7,1/695.0
1097,"8,604","+1,406",35,30,1/132.4,1/245.8,1/286.8
1098,"1,204",-862,2,2,1/301.0,1/602.0,1/602.0
1099,"4,197",-856,13,10,1/182.5,1/322.8,1/419.7
