機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"4,700",11,10,1/223.8,1/427.3,1/470.0
マイジャグラーV,445,760,2,0,1/380.0,1/380.0,1/0.0
マイジャグラーV,446,"4,328",10,9,1/227.8,1/432.8,1/480.9
マイジャグラーV,447,"2,016",2,7,1/224.0,1/1008.0,1/288.0
マイジャグラーV,448,"5,422",23,16,1/139.0,1/235.7,1/338.9
マイジャグラーV,449,"4,408",18,7,1/176.3,1/244.9,1/629.7
マイジャグラーV,450,"2,296",10,3,1/176.6,1/229.6,1/765.3
マイジャグラーV,451,"4,607",20,15,1/131.6,1/230.3,1/307.1
マイジャグラーV,452,"2,079",10,0,1/207.9,1/207.9,1/0.0
マイジャグラーV,453,"4,944",22,11,1/149.8,1/224.7,1/449.5
マイジャグラーV,454,"3,141",9,6,1/209.4,1/349.0,1/523.5
マイジャグラーV,455,"2,108",9,6,1/140.5,1/234.2,1/351.3
マイジャグラーV,456,"1,245",2,0,1/622.5,1/622.5,1/0.0
マイジャグラーV,465,"6,319",26,17,1/147.0,1/243.0,1/371.7
マイジャグラーV,466,"5,271",20,11,1/170.0,1/263.6,1/479.2
マイジャグラーV,467,"1,274",4,0,1/318.5,1/318.5,1/0.0
マイジャグラーV,468,"1,724",4,3,1/246.3,1/431.0,1/574.7
マイジャグラーV,469,"5,365",23,17,1/134.1,1/233.3,1/315.6
マイジャグラーV,470,"4,067",18,7,1/162.7,1/225.9,1/581.0
マイジャグラーV,471,"1,413",5,2,1/201.9,1/282.6,1/706.5
マイジャグラーV,472,"4,165",9,12,1/198.3,1/462.8,1/347.1
マイジャグラーV,473,"3,934",17,7,1/163.9,1/231.4,1/562.0
マイジャグラーV,474,"1,894",5,2,1/270.6,1/378.8,1/947.0
マイジャグラーV,475,"2,088",5,3,1/261.0,1/417.6,1/696.0
マイジャグラーV,476,"3,361",13,4,1/197.7,1/258.5,1/840.2
マイジャグラーV,477,"3,795",12,5,1/223.2,1/316.2,1/759.0
アイムジャグラーEX-TP,457,"3,540",11,11,1/160.9,1/321.8,1/321.8
アイムジャグラーEX-TP,458,"6,452",24,19,1/150.0,1/268.8,1/339.6
アイムジャグラーEX-TP,459,455,1,0,1/455.0,1/455.0,1/0.0
アイムジャグラーEX-TP,460,"3,068",10,7,1/180.5,1/306.8,1/438.3
アイムジャグラーEX-TP,461,"2,599",5,7,1/216.6,1/519.8,1/371.3
アイムジャグラーEX-TP,462,"1,773",9,3,1/147.8,1/197.0,1/591.0
アイムジャグラーEX-TP,463,"2,580",10,5,1/172.0,1/258.0,1/516.0
アイムジャグラーEX-TP,464,751,3,0,1/250.3,1/250.3,1/0.0
