台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"1,750","-1,488",2,2,1/437.5,1/875.0,1/875.0
1002,"8,469","+3,659",42,36,1/108.6,1/201.6,1/235.2
1003,"7,485","+1,076",33,22,1/136.1,1/226.8,1/340.2
1004,"7,547","-3,259",17,16,1/228.7,1/443.9,1/471.7
1005,"7,387",+674,30,21,1/144.8,1/246.2,1/351.8
1006,"5,516","-1,171",13,19,1/172.4,1/424.3,1/290.3
1007,"5,264",-309,18,18,1/146.2,1/292.4,1/292.4
1008,"2,226",-650,5,6,1/202.4,1/445.2,1/371.0
1009,"9,458","+3,141",38,48,1/110.0,1/248.9,1/197.0
1010,"7,015","+1,641",32,21,1/132.4,1/219.2,1/334.0
1011,"7,173",-547,24,20,1/163.0,1/298.9,1/358.6
1012,"2,850","-1,076",8,5,1/219.2,1/356.2,1/570.0
1013,"5,732","-1,041",18,15,1/173.7,1/318.4,1/382.1
1014,"1,956","-1,265",3,3,1/326.0,1/652.0,1/652.0
1015,"8,604",+876,32,28,1/143.4,1/268.9,1/307.3
1016,"6,582","+2,268",32,25,1/115.5,1/205.7,1/263.3
1017,"3,800","-1,382",8,11,1/200.0,1/475.0,1/345.5
1018,"7,373",+512,28,27,1/134.1,1/263.3,1/273.1
1019,"9,065",+500,34,30,1/141.6,1/266.6,1/302.2
1020,"8,847",-826,27,28,1/160.9,1/327.7,1/316.0
1021,"6,765","+1,441",33,14,1/143.9,1/205.0,1/483.2
1022,"7,587",+279,29,24,1/143.2,1/261.6,1/316.1
1023,"1,562",-703,6,0,1/260.3,1/260.3,1/0.0
1024,"2,767",-662,8,7,1/184.5,1/345.9,1/395.3
1025,"9,062","+1,347",39,29,1/133.3,1/232.4,1/312.5
1026,"7,173",-88,26,20,1/155.9,1/275.9,1/358.6
1027,"3,603","-1,018",9,10,1/189.6,1/400.3,1/360.3
1028,"8,578","+4,162",41,39,1/107.2,1/209.2,1/219.9
1029,"7,462","+1,724",32,23,1/135.7,1/233.2,1/324.4
1030,"3,740","-1,194",8,10,1/207.8,1/467.5,1/374.0
1031,"4,693",-656,14,14,1/167.6,1/335.2,1/335.2
1032,"7,717","+1,253",36,18,1/142.9,1/214.4,1/428.7
1033,"7,310",-450,23,22,1/162.4,1/317.8,1/332.3
1034,"8,561",+500,33,29,1/138.1,1/259.4,1/295.2
1035,"6,993",+432,29,21,1/139.9,1/241.1,1/333.0
1036,"6,972","+1,194",28,27,1/126.8,1/249.0,1/258.2
1037,"4,685",+362,18,13,1/151.1,1/260.3,1/360.4
1038,"5,445",-268,20,14,1/160.1,1/272.2,1/388.9
1039,"7,799",+135,31,15,1/169.5,1/251.6,1/519.9
1040,"7,642","+2,444",35,32,1/114.1,1/218.3,1/238.8
1041,"8,882","+2,647",44,24,1/130.6,1/201.9,1/370.1
1042,"7,634","+1,335",29,35,1/119.3,1/263.2,1/218.1
1043,"7,414","+1,932",33,18,1/145.4,1/224.7,1/411.9
1044,"5,721","-1,088",16,19,1/163.5,1/357.6,1/301.1
1045,"7,488",+582,25,31,1/133.7,1/299.5,1/241.5
1046,"5,589",+715,26,9,1/159.7,1/215.0,1/621.0
1047,"2,396","-1,124",5,4,1/266.2,1/479.2,1/599.0
1048,"4,897",-232,16,14,1/163.2,1/306.1,1/349.8
1049,"9,234","+3,071",35,55,1/102.6,1/263.8,1/167.9
1050,"4,163","-2,074",8,8,1/260.2,1/520.4,1/520.4
1069,"8,876","+2,285",41,31,1/123.3,1/216.5,1/286.3
1070,"3,967",+138,18,6,1/165.3,1/220.4,1/661.2
1071,"4,360","-1,241",11,14,1/174.4,1/396.4,1/311.4
1072,"8,471",-288,28,31,1/143.6,1/302.5,1/273.3
1073,"6,650",+147,26,15,1/162.2,1/255.8,1/443.3
1074,"4,340",+644,20,11,1/140.0,1/217.0,1/394.5
1075,"5,871",+547,26,12,1/154.5,1/225.8,1/489.2
1076,"6,360","+1,809",31,15,1/138.3,1/205.2,1/424.0
1077,"6,609",+253,26,17,1/153.7,1/254.2,1/388.8
1078,"8,280","+2,126",37,23,1/138.0,1/223.8,1/360.0
1079,"5,245",-150,20,11,1/169.2,1/262.2,1/476.8
1080,"3,739","-1,476",9,9,1/207.7,1/415.4,1/415.4
1081,"9,004","+1,826",35,35,1/128.6,1/257.3,1/257.3
1082,"5,136",-279,19,12,1/165.7,1/270.3,1/428.0
1083,"3,319",-829,13,2,1/221.3,1/255.3,1/1659.5
1084,"3,657",-744,13,6,1/192.5,1/281.3,1/609.5
1085,"9,205","+3,424",42,42,1/109.6,1/219.2,1/219.2
1086,"8,184","+2,674",39,29,1/120.4,1/209.8,1/282.2
1087,"8,396","+2,671",38,32,1/119.9,1/220.9,1/262.4
1088,"7,930","+1,571",34,32,1/120.2,1/233.2,1/247.8
1089,"6,384","-1,809",14,23,1/172.5,1/456.0,1/277.6
1090,"7,746",+21,28,25,1/146.2,1/276.6,1/309.8
1091,"5,239","-1,500",14,16,1/174.6,1/374.2,1/327.4
1092,"7,427","+2,638",39,20,1/125.9,1/190.4,1/371.4
1093,"4,285",-312,15,12,1/158.7,1/285.7,1/357.1
1094,"2,412",-688,7,4,1/219.3,1/344.6,1/603.0
1095,"3,815",-262,16,5,1/181.7,1/238.4,1/763.0
1096,"7,319","+1,947",29,32,1/120.0,1/252.4,1/228.7
1097,"7,235",+91,26,24,1/144.7,1/278.3,1/301.5
1098,"5,694",-603,20,12,1/177.9,1/284.7,1/474.5
1099,"7,020","+1,606",31,26,1/123.2,1/226.5,1/270.0
