台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"2,240",+3,8,9,1/131.8,1/280.0,1/248.9
1002,"5,934","+1,382",28,12,1/148.3,1/211.9,1/494.5
1003,"2,141","-1,159",3,6,1/237.9,1/713.7,1/356.8
1004,"7,039",+759,32,12,1/160.0,1/220.0,1/586.6
1005,"5,205",+538,21,15,1/144.6,1/247.9,1/347.0
1006,"4,523",+432,17,15,1/141.3,1/266.1,1/301.5
1007,"4,810",+488,19,15,1/141.5,1/253.2,1/320.7
1008,"9,410","+2,109",36,40,1/123.8,1/261.4,1/235.2
1009,"3,914",-562,14,8,1/177.9,1/279.6,1/489.2
1010,"5,114",+662,24,13,1/138.2,1/213.1,1/393.4
1011,"2,114",-821,5,5,1/211.4,1/422.8,1/422.8
1012,"1,193",+132,7,0,1/170.4,1/170.4,1/0.0
1013,"7,897","+2,882",36,36,1/109.7,1/219.4,1/219.4
1014,"2,908",-356,10,6,1/181.8,1/290.8,1/484.7
1015,"2,665",-262,9,6,1/177.7,1/296.1,1/444.2
1016,"7,186","+2,568",36,24,1/119.8,1/199.6,1/299.4
1017,"1,286",-403,4,1,1/257.2,1/321.5,1/1286.0
1018,"6,923","+2,356",38,11,1/141.3,1/182.2,1/629.4
1019,"2,908",-497,10,7,1/171.1,1/290.8,1/415.4
1020,"6,836",+994,29,25,1/126.6,1/235.7,1/273.4
1021,"6,743",-274,24,23,1/143.5,1/281.0,1/293.2
1022,"4,125",-809,12,12,1/171.9,1/343.8,1/343.8
1023,"3,527",-156,14,9,1/153.3,1/251.9,1/391.9
1024,"1,903",-526,5,5,1/190.3,1/380.6,1/380.6
1025,789,-497,1,0,1/789.0,1/789.0,1/0.0
1026,"7,481","+1,559",33,29,1/120.7,1/226.7,1/258.0
1027,"8,331",+618,28,31,1/141.2,1/297.5,1/268.7
1028,"8,039","+2,200",38,26,1/125.6,1/211.6,1/309.2
1029,"5,434",-185,19,16,1/155.3,1/286.0,1/339.6
1030,"4,586",-715,12,15,1/169.9,1/382.2,1/305.7
1031,"5,033",-668,14,18,1/157.3,1/359.5,1/279.6
1032,"2,847",-274,11,8,1/149.8,1/258.8,1/355.9
1033,"1,480",-668,3,2,1/296.0,1/493.3,1/740.0
1034,"5,510",-621,21,12,1/167.0,1/262.4,1/459.2
1035,"8,369",-685,26,34,1/139.5,1/321.9,1/246.1
1036,"4,163",+309,18,10,1/148.7,1/231.3,1/416.3
1037,702,-226,2,1,1/234.0,1/351.0,1/702.0
1038,"6,021",+526,26,15,1/146.9,1/231.6,1/401.4
1039,"8,401",-662,26,29,1/152.7,1/323.1,1/289.7
1040,"1,383",-921,2,2,1/345.8,1/691.5,1/691.5
1041,"2,436",-409,9,2,1/221.5,1/270.7,1/1218.0
1042,"1,213",-309,5,1,1/202.2,1/242.6,1/1213.0
1043,"3,829",-138,14,10,1/159.5,1/273.5,1/382.9
1044,"7,712",+606,23,37,1/128.5,1/335.3,1/208.4
1045,"8,427","+1,194",34,33,1/125.8,1/247.9,1/255.4
1046,"8,652",-806,28,28,1/154.5,1/309.0,1/309.0
1047,"2,842",-309,10,7,1/167.2,1/284.2,1/406.0
1048,"1,423",-497,4,2,1/237.2,1/355.8,1/711.5
1049,"4,317","-1,124",13,10,1/187.7,1/332.1,1/431.7
1050,"3,641",+762,19,6,1/145.6,1/191.6,1/606.8
1069,"8,227",-229,27,32,1/139.4,1/304.7,1/257.1
1070,"3,755",-921,10,10,1/187.8,1/375.5,1/375.5
1071,"1,054",-856,2,0,1/527.0,1/527.0,1/0.0
1072,"4,551","+1,406",19,20,1/116.7,1/239.5,1/227.6
1073,"2,387",+109,12,2,1/170.5,1/198.9,1/1193.5
1074,"3,610",+724,18,6,1/150.4,1/200.6,1/601.7
1075,"5,353","-1,088",15,16,1/172.7,1/356.9,1/334.6
1076,"3,699",-532,11,12,1/160.8,1/336.3,1/308.2
1077,"4,426",-674,14,9,1/192.4,1/316.1,1/491.8
1078,"3,179",+74,15,4,1/167.3,1/211.9,1/794.8
1079,"7,354","+2,074",33,27,1/122.6,1/222.8,1/272.4
1080,"1,373",-321,5,1,1/228.8,1/274.6,1/1373.0
1081,"3,368","-1,053",7,11,1/187.1,1/481.1,1/306.2
1082,"1,979",-374,7,4,1/179.9,1/282.7,1/494.8
1083,"6,970",-197,25,21,1/151.5,1/278.8,1/331.9
1084,963,-450,3,1,1/240.8,1/321.0,1/963.0
1085,"4,439","-1,288",12,10,1/201.8,1/369.9,1/443.9
1086,"1,437",-615,4,1,1/287.4,1/359.2,1/1437.0
1087,"3,429",+312,16,6,1/155.9,1/214.3,1/571.5
1088,"5,783",+794,25,12,1/156.3,1/231.3,1/481.9
1089,"5,203",+679,21,16,1/140.6,1/247.8,1/325.2
1090,"3,435",+374,12,13,1/137.4,1/286.2,1/264.2
1091,"4,188","-1,182",13,8,1/199.4,1/322.2,1/523.5
1092,"4,831","+1,088",24,8,1/151.0,1/201.3,1/603.9
1093,"8,121","+2,162",35,32,1/121.2,1/232.0,1/253.8
1094,"1,353",-726,2,4,1/225.5,1/676.5,1/338.2
1095,"6,886","-1,465",19,25,1/156.5,1/362.4,1/275.4
1096,"2,662","-1,088",7,6,1/204.8,1/380.3,1/443.7
1097,"3,265",+362,13,9,1/148.4,1/251.2,1/362.8
1098,"1,043",-91,4,2,1/173.8,1/260.8,1/521.5
1099,"6,594",+76,24,22,1/143.3,1/274.8,1/299.7
