機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"3,980",+413,48,12,0,1/66.3,1/82.9,1/331.7,1/0.0
スマスロ北斗の拳,343,"2,387","-2,302",9,4,0,1/183.6,1/265.2,1/596.8,1/0.0
スマスロ北斗の拳,344,"2,700",+76,29,9,0,1/71.1,1/93.1,1/300.0,1/0.0
スマスロ北斗の拳,345,713,-227,6,2,0,1/89.1,1/118.8,1/356.5,1/0.0
スマスロ北斗の拳,346,"4,450","-4,500",16,5,0,1/211.9,1/278.1,1/890.0,1/0.0
スマスロ北斗の拳,347,"3,828",-564,33,11,0,1/87.0,1/116.0,1/348.0,1/0.0
スマスロ北斗の拳,348,"5,622","+5,267",94,15,0,1/51.6,1/59.8,1/374.8,1/0.0
スマスロ北斗の拳,349,"4,662","-1,523",41,12,0,1/88.0,1/113.7,1/388.5,1/0.0
アイムジャグラーEX-TP,319,"5,540","-1,407",14,20,0,1/162.9,1/395.7,1/277.0,1/0.0
アイムジャグラーEX-TP,320,"1,539",-494,4,4,0,1/192.4,1/384.8,1/384.8,1/0.0
アイムジャグラーEX-TP,321,"1,060",-273,4,2,0,1/176.7,1/265.0,1/530.0,1/0.0
アイムジャグラーEX-TP,322,"1,789",-657,4,4,0,1/223.6,1/447.2,1/447.2,1/0.0
アイムジャグラーEX-TP,323,"2,555",-145,10,5,0,1/170.3,1/255.5,1/511.0,1/0.0
アイムジャグラーEX-TP,324,"4,158",-808,16,6,0,1/189.0,1/259.9,1/693.0,1/0.0
アイムジャグラーEX-TP,325,"4,556",-262,14,18,0,1/142.4,1/325.4,1/253.1,1/0.0
マイジャグラーV,313,"1,320",-983,1,3,0,1/330.0,1/1320.0,1/440.0,1/0.0
マイジャグラーV,314,"7,484",+128,29,25,0,1/138.6,1/258.1,1/299.4,1/0.0
マイジャグラーV,315,906,-355,3,0,0,1/302.0,1/302.0,1/0.0,1/0.0
マイジャグラーV,316,"2,361","-1,198",5,4,0,1/262.3,1/472.2,1/590.2,1/0.0
マイジャグラーV,317,"2,656",+122,12,5,0,1/156.2,1/221.3,1/531.2,1/0.0
マイジャグラーV,318,"5,605",-238,21,16,0,1/151.5,1/266.9,1/350.3,1/0.0
ハッピージャグラーVIII,326,"2,165","-1,105",3,8,0,1/196.8,1/721.7,1/270.6,1/0.0
ハッピージャグラーVIII,327,"1,421",-297,4,2,0,1/236.8,1/355.2,1/710.5,1/0.0
ハッピージャグラーVIII,328,"4,329",-331,17,8,0,1/173.2,1/254.6,1/541.1,1/0.0
ハッピージャグラーVIII,329,"2,079",+297,10,4,0,1/148.5,1/207.9,1/519.8,1/0.0
ハッピージャグラーVIII,330,"1,404",-169,6,2,0,1/175.5,1/234.0,1/702.0,1/0.0
ゴーゴージャグラー3,335,"1,568",-308,5,4,0,1/174.2,1/313.6,1/392.0,1/0.0
ゴーゴージャグラー3,336,"5,380",+64,23,12,0,1/153.7,1/233.9,1/448.3,1/0.0
ゴーゴージャグラー3,337,"2,708",-552,9,8,0,1/159.3,1/300.9,1/338.5,1/0.0
ゴーゴージャグラー3,338,"2,079","-1,081",5,5,0,1/207.9,1/415.8,1/415.8,1/0.0
ハナハナホウオウ～天翔～,426,"1,347",-122,4,5,0,1/149.7,1/336.8,1/269.4,1/0.0
ハナハナホウオウ～天翔～,427,"1,216",-320,3,2,0,1/243.2,1/405.3,1/608.0,1/0.0
ハナハナホウオウ～天翔～,428,547,-169,2,0,0,1/273.5,1/273.5,1/0.0,1/0.0
ハナハナホウオウ～天翔～,429,568,-366,1,1,0,1/284.0,1/568.0,1/568.0,1/0.0
ゴッドイーター リザレクション,371,800,-831,0,1,2,1/266.7,1/0.0,1/800.0,1/400.0
ゴッドイーター リザレクション,372,"2,552","+1,988",0,4,27,1/82.3,1/0.0,1/638.0,1/94.5
ゴッドイーター リザレクション,373,370,-320,0,1,2,1/123.3,1/0.0,1/370.0,1/185.0
ファンキージャグラー2,339,"1,645",-390,7,2,0,1/182.8,1/235.0,1/822.5,1/0.0
ファンキージャグラー2,340,"3,764","-1,174",10,8,0,1/209.1,1/376.4,1/470.5,1/0.0
ファンキージャグラー2,341,"5,682",-669,20,16,0,1/157.8,1/284.1,1/355.1,1/0.0
押忍！番長4,374,"2,122","+1,453",0,2,12,1/151.6,1/0.0,1/1061.0,1/176.8
押忍！番長4,375,"1,995",-855,0,3,12,1/133.0,1/0.0,1/665.0,1/166.2
押忍！番長4,376,"6,143","+4,570",0,7,45,1/118.1,1/0.0,1/877.6,1/136.5
炎炎ノ消防隊,398,"1,855",-430,0,5,8,1/142.7,1/0.0,1/371.0,1/231.9
炎炎ノ消防隊,399,122,-192,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
炎炎ノ消防隊,400,122,-180,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,356,333,+273,3,0,3,1/55.5,1/111.0,1/0.0,1/111.0
D4DJ Pachi‐Slot Mix,357,611,+297,4,0,7,1/55.5,1/152.8,1/0.0,1/87.3
L南国育ち,358,453,-494,1,0,0,1/453.0,1/453.0,1/0.0,1/0.0
L南国育ち,359,820,"+6,744",28,16,0,1/18.6,1/29.3,1/51.2,1/0.0
Re:ゼロから始める異世界生活 season2,366,"3,824","-3,047",0,0,18,1/212.4,1/0.0,1/0.0,1/212.4
Re:ゼロから始める異世界生活 season2,367,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,354,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゲゲゲの鬼太郎 覚醒,355,"2,205",-384,0,6,18,1/91.9,1/0.0,1/367.5,1/122.5
ケロット4,414,"1,450","+1,407",14,0,0,1/103.6,1/103.6,1/0.0,1/0.0
ケロット4,415,259,-285,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,424,"1,890",+797,9,7,0,1/118.1,1/210.0,1/270.0,1/0.0
サンダーVライトニング,425,"2,453","+1,151",12,9,0,1/116.8,1/204.4,1/272.6,1/0.0
ジャグラーガールズ,333,396,-471,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,334,"4,709",-87,19,14,0,1/142.7,1/247.8,1/336.4,1/0.0
スマスロ真・北斗無双,350,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,351,"1,089","-1,337",3,0,2,1/217.8,1/363.0,1/0.0,1/544.5
ダンジョンに出会いを求めるのは間違っているだろうか2,392,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,188,-273,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ダンベル何キロ持てる？,403,"3,776","-1,826",0,22,38,1/62.9,1/0.0,1/171.6,1/99.4
