台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"3,209",+618,14,9,1/139.5,1/229.2,1/356.6
1002,"5,694",+656,23,20,1/132.4,1/247.6,1/284.7
1003,"1,745",-362,6,3,1/193.9,1/290.8,1/581.7
1004,831,-479,2,0,1/415.5,1/415.5,1/0.0
1005,412,-221,1,1,1/206.0,1/412.0,1/412.0
1006,"6,162","+2,356",32,17,1/125.8,1/192.6,1/362.5
1007,729,-74,3,1,1/182.2,1/243.0,1/729.0
1008,"3,221",-291,10,11,1/153.4,1/322.1,1/292.8
1009,"2,689",+241,13,4,1/158.2,1/206.8,1/672.2
1010,"6,106",-132,22,16,1/160.7,1/277.5,1/381.6
1011,"5,805",+947,26,19,1/129.0,1/223.3,1/305.5
1012,"1,182",-274,4,3,1/168.9,1/295.5,1/394.0
1013,"8,023",+29,30,23,1/151.4,1/267.4,1/348.8
1014,366,-226,0,1,1/366.0,1/0.0,1/366.0
1015,"3,390",-688,12,6,1/188.3,1/282.5,1/565.0
1016,"1,985",+421,10,4,1/141.8,1/198.5,1/496.2
1017,"5,407",+53,21,15,1/150.2,1/257.5,1/360.5
1018,"3,927",+503,16,12,1/140.2,1/245.4,1/327.2
1019,"2,691",-303,10,5,1/179.4,1/269.1,1/538.2
1020,"2,516",-415,6,10,1/157.2,1/419.3,1/251.6
1021,"2,083",-156,9,1,1/208.3,1/231.4,1/2083.0
1022,"6,594","+1,229",30,19,1/134.6,1/219.8,1/347.1
1023,594,-644,0,0,1/0.0,1/0.0,1/0.0
1024,721,-415,1,1,1/360.5,1/721.0,1/721.0
1025,"2,353",-156,8,8,1/147.1,1/294.1,1/294.1
1026,"5,201","+1,971",29,14,1/121.0,1/179.3,1/371.5
1027,"2,080",-344,6,7,1/160.0,1/346.7,1/297.1
1028,"7,684",-41,22,34,1/137.2,1/349.3,1/226.0
1029,431,-444,0,1,1/431.0,1/0.0,1/431.0
1030,"2,665",+56,9,10,1/140.3,1/296.1,1/266.5
1031,"3,179",+9,12,9,1/151.4,1/264.9,1/353.2
1032,"2,949",-103,13,3,1/184.3,1/226.8,1/983.0
1033,"1,526",-662,4,3,1/218.0,1/381.5,1/508.7
1034,"2,093",-421,7,4,1/190.3,1/299.0,1/523.2
1035,"1,834",-250,6,5,1/166.7,1/305.7,1/366.8
1036,"3,225",-126,13,4,1/189.7,1/248.1,1/806.2
1037,"3,903",+115,16,9,1/156.1,1/243.9,1/433.7
1038,"1,710",-74,7,3,1/171.0,1/244.3,1/570.0
1039,"1,929",-556,6,4,1/192.9,1/321.5,1/482.2
1040,"1,786",-332,5,7,1/148.8,1/357.2,1/255.1
1041,"1,436",-709,5,1,1/239.3,1/287.2,1/1436.0
1042,"2,405",-915,8,3,1/218.6,1/300.6,1/801.7
1043,725,-562,1,1,1/362.5,1/725.0,1/725.0
1044,"7,242",+44,23,28,1/142.0,1/314.9,1/258.6
1045,"1,406",-256,4,5,1/156.2,1/351.5,1/281.2
1046,"2,421",-91,11,2,1/186.2,1/220.1,1/1210.5
1047,"1,949",+897,11,7,1/108.3,1/177.2,1/278.4
1048,"2,295",-350,9,4,1/176.5,1/255.0,1/573.8
1049,"1,107",-321,3,1,1/276.8,1/369.0,1/1107.0
1050,"7,440","+1,041",32,23,1/135.3,1/232.5,1/323.5
1069,"4,527",-426,17,12,1/156.1,1/266.3,1/377.2
1070,416,-521,0,0,1/0.0,1/0.0,1/0.0
1071,"7,756",+324,30,26,1/138.5,1/258.5,1/298.3
1072,"1,728",-726,2,6,1/216.0,1/864.0,1/288.0
1073,"4,693",-371,14,17,1/151.4,1/335.2,1/276.1
1074,328,-279,0,0,1/0.0,1/0.0,1/0.0
1075,"8,115",+512,30,29,1/137.5,1/270.5,1/279.8
1076,"2,776",+250,12,7,1/146.1,1/231.3,1/396.6
1077,"2,129",-665,5,7,1/177.4,1/425.8,1/304.1
1078,"1,078",-485,3,1,1/269.5,1/359.3,1/1078.0
1079,"6,060",+947,28,18,1/131.7,1/216.4,1/336.7
1080,"2,896",-421,10,6,1/181.0,1/289.6,1/482.7
1081,"2,742","-1,100",7,7,1/195.9,1/391.7,1/391.7
1082,"1,812",+121,8,4,1/151.0,1/226.5,1/453.0
1083,"2,360",-774,6,6,1/196.7,1/393.3,1/393.3
1084,"2,241",-806,5,7,1/186.8,1/448.2,1/320.1
1085,"2,654",+994,14,6,1/132.7,1/189.6,1/442.3
1086,"5,195",-521,20,13,1/157.4,1/259.8,1/399.6
1087,"3,049",-485,9,12,1/145.2,1/338.8,1/254.1
1088,"6,987","+3,518",39,22,1/114.5,1/179.2,1/317.6
1089,506,-579,0,1,1/506.0,1/0.0,1/506.0
1090,"5,882","+1,300",23,27,1/117.6,1/255.7,1/217.9
1091,319,-326,0,0,1/0.0,1/0.0,1/0.0
1092,"6,691","+1,915",35,17,1/128.7,1/191.2,1/393.6
1093,"3,917",+391,17,11,1/139.9,1/230.4,1/356.1
1094,536,-179,2,1,1/178.7,1/268.0,1/536.0
1095,"6,709","+2,506",38,16,1/124.2,1/176.6,1/419.3
1096,185,-309,0,0,1/0.0,1/0.0,1/0.0
1097,"1,208",-762,2,2,1/302.0,1/604.0,1/604.0
1098,"1,003",-321,4,0,1/250.8,1/250.8,1/0.0
1099,"1,219",-797,2,2,1/304.8,1/609.5,1/609.5
