機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,022",+138,11,3,0,1/73.0,1/92.9,1/340.7,1/0.0
スマスロ北斗の拳,343,"3,277","+1,876",48,6,0,1/60.7,1/68.3,1/546.2,1/0.0
スマスロ北斗の拳,344,167,+79,2,1,0,1/55.7,1/83.5,1/167.0,1/0.0
スマスロ北斗の拳,345,"1,415",+192,18,3,0,1/67.4,1/78.6,1/471.7,1/0.0
スマスロ北斗の拳,346,"1,226","-1,418",2,2,0,1/306.5,1/613.0,1/613.0,1/0.0
スマスロ北斗の拳,347,"1,474",+559,22,5,0,1/54.6,1/67.0,1/294.8,1/0.0
スマスロ北斗の拳,348,"1,154","-1,023",4,3,0,1/164.9,1/288.5,1/384.7,1/0.0
スマスロ北斗の拳,349,"1,435","-1,533",5,3,0,1/179.4,1/287.0,1/478.3,1/0.0
アイムジャグラーEX-TP,319,"2,654","+1,132",14,11,0,1/106.2,1/189.6,1/241.3,1/0.0
アイムジャグラーEX-TP,320,"1,778",-645,5,3,0,1/222.2,1/355.6,1/592.7,1/0.0
アイムジャグラーEX-TP,321,"3,111","-1,542",6,9,0,1/207.4,1/518.5,1/345.7,1/0.0
アイムジャグラーEX-TP,322,"3,381",+223,16,5,0,1/161.0,1/211.3,1/676.2,1/0.0
アイムジャグラーEX-TP,323,"1,556",-96,6,2,0,1/194.5,1/259.3,1/778.0,1/0.0
アイムジャグラーEX-TP,324,"2,809",-428,8,10,0,1/156.1,1/351.1,1/280.9,1/0.0
アイムジャグラーEX-TP,325,"5,515","+1,703",29,9,0,1/145.1,1/190.2,1/612.8,1/0.0
マイジャグラーV,313,"3,773",-237,15,9,0,1/157.2,1/251.5,1/419.2,1/0.0
マイジャグラーV,314,"2,975",-973,8,8,0,1/185.9,1/371.9,1/371.9,1/0.0
マイジャグラーV,315,"2,605",-602,8,4,0,1/217.1,1/325.6,1/651.2,1/0.0
マイジャグラーV,316,"6,868",-456,27,13,0,1/171.7,1/254.4,1/528.3,1/0.0
マイジャグラーV,317,"2,821",-874,7,7,0,1/201.5,1/403.0,1/403.0,1/0.0
マイジャグラーV,318,"5,435","-1,314",14,16,0,1/181.2,1/388.2,1/339.7,1/0.0
ハッピージャグラーVIII,326,"4,139",+28,14,16,0,1/138.0,1/295.6,1/258.7,1/0.0
ハッピージャグラーVIII,327,920,-574,2,1,0,1/306.7,1/460.0,1/920.0,1/0.0
ハッピージャグラーVIII,328,995,-676,2,2,0,1/248.8,1/497.5,1/497.5,1/0.0
ハッピージャグラーVIII,329,"2,188",-559,6,7,0,1/168.3,1/364.7,1/312.6,1/0.0
ハッピージャグラーVIII,330,"1,896",-76,9,1,0,1/189.6,1/210.7,1/1896.0,1/0.0
ゴーゴージャグラー3,335,"3,381",-622,13,5,0,1/187.8,1/260.1,1/676.2,1/0.0
