機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,271","-3,726",17,7,0,1/178.0,1/251.2,1/610.1,1/0.0
スマスロ北斗の拳,343,"2,112","-1,194",17,3,0,1/105.6,1/124.2,1/704.0,1/0.0
スマスロ北斗の拳,344,"3,257","+2,424",57,7,0,1/50.9,1/57.1,1/465.3,1/0.0
スマスロ北斗の拳,345,"1,115",+205,15,1,0,1/69.7,1/74.3,1/1115.0,1/0.0
スマスロ北斗の拳,346,"2,990","-1,500",22,4,0,1/115.0,1/135.9,1/747.5,1/0.0
スマスロ北斗の拳,347,452,+491,10,1,0,1/41.1,1/45.2,1/452.0,1/0.0
スマスロ北斗の拳,348,787,-497,4,2,0,1/131.2,1/196.8,1/393.5,1/0.0
スマスロ北斗の拳,349,"1,568","+8,701",79,4,0,1/18.9,1/19.8,1/392.0,1/0.0
アイムジャグラーEX-TP,319,"6,215",+685,29,9,0,1/163.6,1/214.3,1/690.6,1/0.0
アイムジャグラーEX-TP,320,"3,749",+12,15,10,0,1/150.0,1/249.9,1/374.9,1/0.0
アイムジャグラーEX-TP,321,"4,063",-643,15,7,0,1/184.7,1/270.9,1/580.4,1/0.0
アイムジャグラーEX-TP,322,"2,002",-800,3,8,0,1/182.0,1/667.3,1/250.2,1/0.0
アイムジャグラーEX-TP,323,"3,262","+1,153",17,9,0,1/125.5,1/191.9,1/362.4,1/0.0
アイムジャグラーEX-TP,324,"1,690",-717,4,4,0,1/211.2,1/422.5,1/422.5,1/0.0
アイムジャグラーEX-TP,325,"5,253",-724,17,15,0,1/164.2,1/309.0,1/350.2,1/0.0
マイジャグラーV,313,"5,931",+541,23,17,0,1/148.3,1/257.9,1/348.9,1/0.0
マイジャグラーV,314,"2,600",-751,9,3,0,1/216.7,1/288.9,1/866.7,1/0.0
マイジャグラーV,315,"6,847",-407,24,21,0,1/152.2,1/285.3,1/326.0,1/0.0
マイジャグラーV,316,"2,397","-1,478",5,7,0,1/199.8,1/479.4,1/342.4,1/0.0
マイジャグラーV,317,"6,473","-1,251",23,12,0,1/184.9,1/281.4,1/539.4,1/0.0
マイジャグラーV,318,"2,763",-409,10,4,0,1/197.4,1/276.3,1/690.8,1/0.0
ハッピージャグラーVIII,330,"2,732",-620,8,11,0,1/143.8,1/341.5,1/248.4,1/0.0
ハッピージャグラーVIII,331,"6,407",+903,28,18,0,1/139.3,1/228.8,1/355.9,1/0.0
ハッピージャグラーVIII,332,"1,971","+1,190",13,5,0,1/109.5,1/151.6,1/394.2,1/0.0
ハッピージャグラーVIII,333,"5,047",+68,22,9,0,1/162.8,1/229.4,1/560.8,1/0.0
ハナハナホウオウ～天翔～-30,425,"1,582",-551,4,3,0,1/226.0,1/395.5,1/527.3,1/0.0
ハナハナホウオウ～天翔～-30,426,"1,549",+453,8,3,0,1/140.8,1/193.6,1/516.3,1/0.0
ハナハナホウオウ～天翔～-30,427,"4,021",+9,13,12,0,1/160.8,1/309.3,1/335.1,1/0.0
ハナハナホウオウ～天翔～-30,428,833,-595,2,0,0,1/416.5,1/416.5,1/0.0,1/0.0
甲鉄城のカバネリ,399,"2,223",+101,0,6,17,1/96.7,1/0.0,1/370.5,1/130.8
甲鉄城のカバネリ,400,"1,189","-1,340",0,3,3,1/198.2,1/0.0,1/396.3,1/396.3
甲鉄城のカバネリ,401,"1,260","+1,073",0,1,14,1/84.0,1/0.0,1/1260.0,1/90.0
甲鉄城のカバネリ,402,810,-221,0,5,5,1/81.0,1/0.0,1/162.0,1/162.0
ゴーゴージャグラー3,336,"3,354",-939,9,12,0,1/159.7,1/372.7,1/279.5,1/0.0
ゴーゴージャグラー3,337,"6,097",+652,24,25,0,1/124.4,1/254.0,1/243.9,1/0.0
ゴーゴージャグラー3,338,"6,430","-1,398",22,15,0,1/173.8,1/292.3,1/428.7,1/0.0
ゴールデンカムイ,352,86,-136,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,353,"2,430",-156,0,6,15,1/115.7,1/0.0,1/405.0,1/162.0
ゴールデンカムイ,388,602,+657,0,1,8,1/66.9,1/0.0,1/602.0,1/75.2
ゴッドイーター リザレクション,371,711,+763,0,1,9,1/71.1,1/0.0,1/711.0,1/79.0
