機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"7,955","+1,103",33,23,1/142.1,1/241.1,1/345.9
マイジャグラーV,1002,638,-191,2,1,1/212.7,1/319.0,1/638.0
マイジャグラーV,1003,319,-409,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1004,"4,316",-368,15,12,1/159.9,1/287.7,1/359.7
マイジャグラーV,1005,"2,567",-132,10,7,1/151.0,1/256.7,1/366.7
マイジャグラーV,1006,595,-103,2,1,1/198.3,1/297.5,1/595.0
マイジャグラーV,1007,"4,522",-326,16,10,1/173.9,1/282.6,1/452.2
マイジャグラーV,1008,"1,365",+38,5,4,1/151.7,1/273.0,1/341.2
マイジャグラーV,1009,"5,422",-374,18,15,1/164.3,1/301.2,1/361.5
マイジャグラーV,1010,756,-491,1,1,1/378.0,1/756.0,1/756.0
マイジャグラーV,1011,670,-532,1,0,1/670.0,1/670.0,1/0.0
マイジャグラーV,1012,"1,812",+491,10,3,1/139.4,1/181.2,1/604.0
マイジャグラーV,1013,"4,989",-841,13,18,1/160.9,1/383.8,1/277.2
マイジャグラーV,1014,"2,827",+274,12,7,1/148.8,1/235.6,1/403.9
マイジャグラーV,1015,"1,810",-226,6,6,1/150.8,1/301.7,1/301.7
マイジャグラーV,1016,"1,419",-362,3,6,1/157.7,1/473.0,1/236.5
マイジャグラーV,1017,"7,402",+994,31,24,1/134.6,1/238.8,1/308.4
マイジャグラーV,1018,491,-185,1,1,1/245.5,1/491.0,1/491.0
マイジャグラーV,1019,"3,246",-203,12,7,1/170.8,1/270.5,1/463.7
マイジャグラーV,1020,"5,024",+88,20,16,1/139.6,1/251.2,1/314.0
マイジャグラーV,1021,"1,337","-1,265",0,2,1/668.5,1/0.0,1/668.5
マイジャグラーV,1022,"5,526",-676,16,20,1/153.5,1/345.4,1/276.3
マイジャグラーV,1023,"1,201",-444,4,2,1/200.2,1/300.2,1/600.5
マイジャグラーV,1024,997,-579,2,2,1/249.2,1/498.5,1/498.5
マイジャグラーV,1025,977,+726,6,5,1/88.8,1/162.8,1/195.4
マイジャグラーV,1026,"3,707",-750,11,9,1/185.3,1/337.0,1/411.9
マイジャグラーV,1027,"6,826",-829,20,23,1/158.7,1/341.3,1/296.8
マイジャグラーV,1028,"1,286",-426,4,1,1/257.2,1/321.5,1/1286.0
マイジャグラーV,1029,"7,910",+335,27,25,1/152.1,1/293.0,1/316.4
マイジャグラーV,1030,482,-385,1,0,1/482.0,1/482.0,1/0.0
マイジャグラーV,1031,"1,263",-615,2,4,1/210.5,1/631.5,1/315.8
マイジャグラーV,1032,"2,767",-762,7,9,1/172.9,1/395.3,1/307.4
マイジャグラーV,1033,"3,128",-226,12,5,1/184.0,1/260.7,1/625.6
マイジャグラーV,1034,"1,618",-462,5,3,1/202.2,1/323.6,1/539.3
マイジャグラーV,1035,"3,661",-256,14,9,1/159.2,1/261.5,1/406.8
マイジャグラーV,1036,"1,267",-468,3,4,1/181.0,1/422.3,1/316.8
マイジャグラーV,1037,"1,282",-609,3,1,1/320.5,1/427.3,1/1282.0
マイジャグラーV,1038,"5,239",+947,25,10,1/149.7,1/209.6,1/523.9
マイジャグラーV,1039,761,-56,3,2,1/152.2,1/253.7,1/380.5
マイジャグラーV,1040,"6,946",+782,28,23,1/136.2,1/248.1,1/302.0
マイジャグラーV,1041,"3,733",-191,14,8,1/169.7,1/266.6,1/466.6
マイジャグラーV,1042,"3,108",+109,12,9,1/148.0,1/259.0,1/345.3
マイジャグラーV,1043,"3,780",-768,13,8,1/180.0,1/290.8,1/472.5
マイジャグラーV,1044,"3,110",-921,8,10,1/172.8,1/388.8,1/311.0
マイジャグラーV,1045,184,-191,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1046,"8,595","+2,215",31,48,1/108.8,1/277.3,1/179.1
マイジャグラーV,1047,"1,299",-168,4,4,1/162.4,1/324.8,1/324.8
マイジャグラーV,1048,"1,256",-368,5,1,1/209.3,1/251.2,1/1256.0
マイジャグラーV,1049,"3,832","-1,394",10,7,1/225.4,1/383.2,1/547.4
マイジャグラーV,1050,"4,859",-897,15,17,1/151.8,1/323.9,1/285.8
マイジャグラーV,1069,"6,626",+68,21,26,1/141.0,1/315.5,1/254.8
マイジャグラーV,1070,558,+168,3,1,1/139.5,1/186.0,1/558.0
マイジャグラーV,1071,"2,450",+132,12,3,1/163.3,1/204.2,1/816.7
マイジャグラーV,1072,"6,311",+476,26,17,1/146.8,1/242.7,1/371.2
マイジャグラーV,1073,"1,423",-921,2,2,1/355.8,1/711.5,1/711.5
マイジャグラーV,1074,"8,965","+1,447",37,30,1/133.8,1/242.3,1/298.8
マイジャグラーV,1075,"1,167",-644,2,2,1/291.8,1/583.5,1/583.5
マイジャグラーV,1076,"4,419",+344,20,7,1/163.7,1/220.9,1/631.3
マイジャグラーV,1077,979,-350,3,1,1/244.8,1/326.3,1/979.0
マイジャグラーV,1078,"7,924","+2,038",37,27,1/123.8,1/214.2,1/293.5
マイジャグラーV,1079,"1,078",-526,2,2,1/269.5,1/539.0,1/539.0
マイジャグラーV,1080,"3,411",-638,11,6,1/200.6,1/310.1,1/568.5
マイジャグラーV,1081,"1,354",-350,4,3,1/193.4,1/338.5,1/451.3
マイジャグラーV,1082,"8,857",+688,38,24,1/142.9,1/233.1,1/369.0
マイジャグラーV,1083,"5,419",-32,21,14,1/154.8,1/258.0,1/387.1
マイジャグラーV,1084,"3,189",+9,11,11,1/145.0,1/289.9,1/289.9
マイジャグラーV,1085,"8,395","+1,968",40,23,1/133.3,1/209.9,1/365.0
マイジャグラーV,1086,"5,547","+3,918",33,24,1/97.3,1/168.1,1/231.1
