台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"1,257",-321,4,1,1/251.4,1/314.2,1/1257.0
1002,"4,357",+582,17,18,1/124.5,1/256.3,1/242.1
1003,"3,744",-403,13,11,1/156.0,1/288.0,1/340.4
1004,877,-603,1,2,1/292.3,1/877.0,1/438.5
1005,"1,172","-1,065",1,2,1/390.7,1/1172.0,1/586.0
1006,"2,463",+262,12,5,1/144.9,1/205.2,1/492.6
1007,"6,301","+2,038",32,22,1/116.7,1/196.9,1/286.4
1008,500,-85,2,0,1/250.0,1/250.0,1/0.0
1009,380,-338,0,1,1/380.0,1/0.0,1/380.0
1010,"7,977",-121,28,28,1/142.4,1/284.9,1/284.9
1011,"1,358",-562,3,3,1/226.3,1/452.7,1/452.7
1012,"3,894","-1,241",8,13,1/185.4,1/486.8,1/299.5
1013,"1,171",-38,5,1,1/195.2,1/234.2,1/1171.0
1014,"8,205","+1,100",34,25,1/139.1,1/241.3,1/328.2
1015,208,-285,0,0,1/0.0,1/0.0,1/0.0
1016,"2,138",-368,8,4,1/178.2,1/267.2,1/534.5
1017,"3,422",-691,11,8,1/180.1,1/311.1,1/427.8
1018,"2,930",+3,13,4,1/172.4,1/225.4,1/732.5
1019,"1,345",-203,4,4,1/168.1,1/336.2,1/336.2
1020,"6,963","+3,306",37,24,1/114.1,1/188.2,1/290.1
1021,"5,552","+1,006",27,12,1/142.4,1/205.6,1/462.7
1022,512,-291,0,2,1/256.0,1/0.0,1/256.0
1023,"1,152",-615,2,1,1/384.0,1/576.0,1/1152.0
1024,"8,681","+1,512",34,35,1/125.8,1/255.3,1/248.0
1025,"1,178",-38,4,3,1/168.3,1/294.5,1/392.7
1026,"2,917",-515,11,6,1/171.6,1/265.2,1/486.2
1027,"4,168",+618,16,18,1/122.6,1/260.5,1/231.6
1028,741,-138,3,0,1/247.0,1/247.0,1/0.0
1029,791,-38,4,0,1/197.8,1/197.8,1/0.0
1030,"6,691",+335,27,20,1/142.4,1/247.8,1/334.6
1031,"1,442",-62,5,5,1/144.2,1/288.4,1/288.4
1032,"4,888",+641,20,17,1/132.1,1/244.4,1/287.5
1033,"5,408",-900,13,19,1/169.0,1/416.0,1/284.6
1034,"1,904",-879,3,6,1/211.6,1/634.7,1/317.3
1035,"1,177",+50,6,0,1/196.2,1/196.2,1/0.0
1036,"6,112","+1,103",28,12,1/152.8,1/218.3,1/509.3
1037,"6,458","+2,515",36,17,1/121.8,1/179.4,1/379.9
1038,283,-238,0,1,1/283.0,1/0.0,1/283.0
1039,611,-456,1,1,1/305.5,1/611.0,1/611.0
1040,715,-379,2,1,1/238.3,1/357.5,1/715.0
1041,"5,061",+197,21,14,1/144.6,1/241.0,1/361.5
1042,931,+15,4,3,1/133.0,1/232.8,1/310.3
1043,"8,332","+3,574",37,41,1/106.8,1/225.2,1/203.2
1044,554,+132,3,1,1/138.5,1/184.7,1/554.0
1045,"4,791","-1,371",11,18,1/165.2,1/435.5,1/266.2
1046,"1,373",-562,4,3,1/196.1,1/343.2,1/457.7
1047,"3,643","-1,065",11,6,1/214.3,1/331.2,1/607.2
1048,"3,106",-509,10,9,1/163.5,1/310.6,1/345.1
1049,920,-315,3,2,1/184.0,1/306.7,1/460.0
1050,"7,937","+3,824",44,26,1/113.4,1/180.4,1/305.3
1069,"3,839","+2,868",26,13,1/98.4,1/147.7,1/295.3
1070,"2,769",-868,8,5,1/213.0,1/346.1,1/553.8
1071,"2,105",-191,9,3,1/175.4,1/233.9,1/701.7
1072,"5,047","-1,029",16,12,1/180.2,1/315.4,1/420.6
1073,"6,549","+1,947",33,19,1/125.9,1/198.5,1/344.7
1074,"1,394",-191,5,1,1/232.3,1/278.8,1/1394.0
1075,"4,867",+315,18,15,1/147.5,1/270.4,1/324.5
1076,635,-274,2,0,1/317.5,1/317.5,1/0.0
1077,"3,167","-1,841",5,10,1/211.1,1/633.4,1/316.7
1078,"5,935",-497,23,9,1/185.5,1/258.0,1/659.4
1079,392,-479,0,0,1/0.0,1/0.0,1/0.0
1080,"8,662","+1,924",35,34,1/125.5,1/247.5,1/254.8
1081,"2,415",+644,12,5,1/142.1,1/201.2,1/483.0
1082,"6,392","+1,562",30,19,1/130.4,1/213.1,1/336.4
1083,431,-468,0,1,1/431.0,1/0.0,1/431.0
1084,"8,176",-594,30,23,1/154.3,1/272.5,1/355.5
1085,"1,983",-415,6,5,1/180.3,1/330.5,1/396.6
1086,"1,114",-897,1,2,1/371.3,1/1114.0,1/557.0
1087,"1,796","-1,041",2,7,1/199.6,1/898.0,1/256.6
1088,"3,197",-68,11,10,1/152.2,1/290.6,1/319.7
1089,"5,873",-262,19,18,1/158.7,1/309.1,1/326.3
1090,"2,778",+15,11,5,1/173.6,1/252.5,1/555.6
1091,"5,752",+415,22,23,1/127.8,1/261.5,1/250.1
1092,"6,810","+1,135",29,19,1/141.9,1/234.8,1/358.4
1093,"3,742",-879,10,10,1/187.1,1/374.2,1/374.2
1094,"1,523",-903,3,3,1/253.8,1/507.7,1/507.7
1095,"3,099",-850,8,8,1/193.7,1/387.4,1/387.4
1096,"3,556",-291,13,9,1/161.6,1/273.5,1/395.1
1097,"3,939","-1,124",8,14,1/179.0,1/492.4,1/281.4
1098,"2,210",-868,6,6,1/184.2,1/368.3,1/368.3
1099,"5,036",-544,20,9,1/173.7,1/251.8,1/559.6
