機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,457,"4,480",22,12,1/131.8,1/203.6,1/373.3
アイムジャグラーEX-TP,458,"2,122",12,3,1/141.5,1/176.8,1/707.3
アイムジャグラーEX-TP,459,653,3,1,1/163.2,1/217.7,1/653.0
アイムジャグラーEX-TP,460,"7,326",29,25,1/135.7,1/252.6,1/293.0
アイムジャグラーEX-TP,461,"1,460",4,1,1/292.0,1/365.0,1/1460.0
アイムジャグラーEX-TP,462,"1,725",8,4,1/143.8,1/215.6,1/431.2
アイムジャグラーEX-TP,463,"3,403",10,5,1/226.9,1/340.3,1/680.6
アイムジャグラーEX-TP,464,"1,444",5,5,1/144.4,1/288.8,1/288.8
アイムジャグラーEX-TP,478,"3,734",15,8,1/162.3,1/248.9,1/466.8
アイムジャグラーEX-TP,479,513,1,0,1/513.0,1/513.0,1/0.0
アイムジャグラーEX-TP,480,"6,239",32,16,1/130.0,1/195.0,1/389.9
アイムジャグラーEX-TP,481,"3,236",17,7,1/134.8,1/190.4,1/462.3
アイムジャグラーEX-TP,482,"1,576",6,3,1/175.1,1/262.7,1/525.3
アイムジャグラーEX-TP,483,"1,367",4,2,1/227.8,1/341.8,1/683.5
アイムジャグラーEX-TP,484,"1,377",2,2,1/344.2,1/688.5,1/688.5
アイムジャグラーEX-TP,485,"1,818",6,3,1/202.0,1/303.0,1/606.0
アイムジャグラーEX-TP,486,"3,519",8,11,1/185.2,1/439.9,1/319.9
アイムジャグラーEX-TP,487,906,1,2,1/302.0,1/906.0,1/453.0
アイムジャグラーEX-TP,488,"2,434",8,6,1/173.9,1/304.2,1/405.7
アイムジャグラーEX-TP,489,"2,095",10,5,1/139.7,1/209.5,1/419.0
アイムジャグラーEX-TP,490,"3,299",13,7,1/164.9,1/253.8,1/471.3
アイムジャグラーEX-TP,491,"1,365",2,3,1/273.0,1/682.5,1/455.0
アイムジャグラーEX-TP,492,"5,161",20,19,1/132.3,1/258.1,1/271.6
アイムジャグラーEX-TP,493,"2,194",7,8,1/146.3,1/313.4,1/274.2
アイムジャグラーEX-TP,494,"3,353",13,9,1/152.4,1/257.9,1/372.6
アイムジャグラーEX-TP,512,"1,154",3,3,1/192.3,1/384.7,1/384.7
アイムジャグラーEX-TP,513,"1,086",2,2,1/271.5,1/543.0,1/543.0
マイジャグラーV,444,"6,840",37,18,1/124.4,1/184.9,1/380.0
マイジャグラーV,445,"5,497",26,14,1/137.4,1/211.4,1/392.6
マイジャグラーV,446,"1,754",0,4,1/438.5,1/0.0,1/438.5
マイジャグラーV,447,"1,934",5,6,1/175.8,1/386.8,1/322.3
マイジャグラーV,448,"6,307",22,20,1/150.2,1/286.7,1/315.4
マイジャグラーV,449,"3,501",12,10,1/159.1,1/291.8,1/350.1
マイジャグラーV,450,"1,878",7,1,1/234.8,1/268.3,1/1878.0
マイジャグラーV,451,"1,196",2,2,1/299.0,1/598.0,1/598.0
マイジャグラーV,452,"4,040",17,4,1/192.4,1/237.6,1/1010.0
マイジャグラーV,453,"1,838",2,5,1/262.6,1/919.0,1/367.6
マイジャグラーV,454,"6,605",22,24,1/143.6,1/300.2,1/275.2
マイジャグラーV,455,"2,631",5,8,1/202.4,1/526.2,1/328.9
マイジャグラーV,456,"3,635",7,11,1/201.9,1/519.3,1/330.5
マイジャグラーV,465,"4,629",17,10,1/171.4,1/272.3,1/462.9
マイジャグラーV,466,"5,840",22,16,1/153.7,1/265.5,1/365.0
マイジャグラーV,467,"1,441",2,4,1/240.2,1/720.5,1/360.2
マイジャグラーV,468,"2,024",5,2,1/289.1,1/404.8,1/1012.0
マイジャグラーV,469,"2,148",10,2,1/179.0,1/214.8,1/1074.0
マイジャグラーV,470,"3,899",9,10,1/205.2,1/433.2,1/389.9
マイジャグラーV,471,"1,500",4,3,1/214.3,1/375.0,1/500.0
マイジャグラーV,472,"6,268",29,10,1/160.7,1/216.1,1/626.8
マイジャグラーV,473,"2,782",10,5,1/185.5,1/278.2,1/556.4
マイジャグラーV,474,"1,245",2,2,1/311.2,1/622.5,1/622.5
マイジャグラーV,475,"4,419",16,12,1/157.8,1/276.2,1/368.2
マイジャグラーV,476,"1,907",5,6,1/173.4,1/381.4,1/317.8
マイジャグラーV,477,"5,992",21,20,1/146.1,1/285.3,1/299.6
ゴーゴージャグラー3,543,"1,957",8,7,1/130.5,1/244.6,1/279.6
ゴーゴージャグラー3,544,"2,319",8,5,1/178.4,1/289.9,1/463.8
ゴーゴージャグラー3,545,901,4,1,1/180.2,1/225.2,1/901.0
ゴーゴージャグラー3,546,"4,785",19,18,1/129.3,1/251.8,1/265.8
ゴーゴージャグラー3,547,"1,655",3,5,1/206.9,1/551.7,1/331.0
ゴーゴージャグラー3,548,"2,122",8,5,1/163.2,1/265.2,1/424.4
ゴーゴージャグラー3,549,345,1,0,1/345.0,1/345.0,1/0.0
ゴーゴージャグラー3,550,"2,175",8,5,1/167.3,1/271.9,1/435.0
ゴーゴージャグラー3,551,"2,425",10,6,1/151.6,1/242.5,1/404.2
ゴーゴージャグラー3,552,"1,845",7,5,1/153.8,1/263.6,1/369.0
ゴーゴージャグラー3,553,"1,500",5,3,1/187.5,1/300.0,1/500.0
ゴーゴージャグラー3,554,"1,131",5,1,1/188.5,1/226.2,1/1131.0
ゴーゴージャグラー3,555,"2,271",5,9,1/162.2,1/454.2,1/252.3
ゴーゴージャグラー3,556,"2,169",6,5,1/197.2,1/361.5,1/433.8
スマスロ北斗の拳,648,"1,022",5,1,1/170.3,1/204.4,1/1022.0
スマスロ北斗の拳,649,"5,664",31,12,1/131.7,1/182.7,1/472.0
スマスロ北斗の拳,650,"2,495",30,5,1/71.3,1/83.2,1/499.0
スマスロ北斗の拳,651,983,28,1,1/33.9,1/35.1,1/983.0
スマスロ北斗の拳,652,"1,494",20,4,1/62.2,1/74.7,1/373.5
スマスロ北斗の拳,653,588,5,1,1/98.0,1/117.6,1/588.0
スマスロ北斗の拳,654,"1,775",15,5,1/88.8,1/118.3,1/355.0
