機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"5,870",28,11,1/150.5,1/209.6,1/533.6
マイジャグラーV,445,"1,856",4,1,1/371.2,1/464.0,1/1856.0
マイジャグラーV,446,"6,066",25,21,1/131.9,1/242.6,1/288.9
マイジャグラーV,447,"5,481",21,24,1/121.8,1/261.0,1/228.4
マイジャグラーV,448,"7,359",23,31,1/136.3,1/320.0,1/237.4
マイジャグラーV,449,"1,861",6,2,1/232.6,1/310.2,1/930.5
マイジャグラーV,450,"3,670",16,6,1/166.8,1/229.4,1/611.7
マイジャグラーV,451,"2,617",10,4,1/186.9,1/261.7,1/654.2
マイジャグラーV,452,"4,719",21,11,1/147.5,1/224.7,1/429.0
マイジャグラーV,453,"4,380",21,9,1/146.0,1/208.6,1/486.7
マイジャグラーV,454,"2,666",6,6,1/222.2,1/444.3,1/444.3
マイジャグラーV,455,"3,990",14,8,1/181.4,1/285.0,1/498.8
マイジャグラーV,456,"3,221",10,10,1/161.1,1/322.1,1/322.1
マイジャグラーV,465,"4,176",17,13,1/139.2,1/245.6,1/321.2
マイジャグラーV,466,"6,675",30,26,1/119.2,1/222.5,1/256.7
マイジャグラーV,467,"1,452",5,0,1/290.4,1/290.4,1/0.0
マイジャグラーV,468,"2,776",9,2,1/252.4,1/308.4,1/1388.0
マイジャグラーV,469,"3,090",12,6,1/171.7,1/257.5,1/515.0
マイジャグラーV,470,"6,278",29,19,1/130.8,1/216.5,1/330.4
マイジャグラーV,471,"8,263",35,29,1/129.1,1/236.1,1/284.9
マイジャグラーV,472,"7,467",35,24,1/126.6,1/213.3,1/311.1
マイジャグラーV,473,"7,555",32,29,1/123.9,1/236.1,1/260.5
マイジャグラーV,474,"6,436",29,20,1/131.3,1/221.9,1/321.8
マイジャグラーV,475,"5,715",26,15,1/139.4,1/219.8,1/381.0
マイジャグラーV,476,"5,508",11,19,1/183.6,1/500.7,1/289.9
マイジャグラーV,477,"2,168",8,2,1/216.8,1/271.0,1/1084.0
アイムジャグラーEX-TP,457,"3,088",10,7,1/181.6,1/308.8,1/441.1
アイムジャグラーEX-TP,458,"2,260",4,3,1/322.9,1/565.0,1/753.3
アイムジャグラーEX-TP,459,556,0,1,1/556.0,1/0.0,1/556.0
アイムジャグラーEX-TP,460,"2,612",5,8,1/200.9,1/522.4,1/326.5
アイムジャグラーEX-TP,461,833,3,1,1/208.2,1/277.7,1/833.0
アイムジャグラーEX-TP,462,"3,010",19,5,1/125.4,1/158.4,1/602.0
アイムジャグラーEX-TP,463,669,3,2,1/133.8,1/223.0,1/334.5
アイムジャグラーEX-TP,464,"1,093",4,3,1/156.1,1/273.2,1/364.3
アイムジャグラーEX-TP,478,"1,713",5,4,1/190.3,1/342.6,1/428.2
アイムジャグラーEX-TP,479,"2,021",3,6,1/224.6,1/673.7,1/336.8
アイムジャグラーEX-TP,480,968,3,5,1/121.0,1/322.7,1/193.6
アイムジャグラーEX-TP,481,"1,275",4,4,1/159.4,1/318.8,1/318.8
アイムジャグラーEX-TP,482,"1,235",7,0,1/176.4,1/176.4,1/0.0
アイムジャグラーEX-TP,483,"1,239",2,1,1/413.0,1/619.5,1/1239.0
アイムジャグラーEX-TP,484,"1,713",8,2,1/171.3,1/214.1,1/856.5
アイムジャグラーEX-TP,485,773,5,0,1/154.6,1/154.6,1/0.0
アイムジャグラーEX-TP,486,"1,093",4,4,1/136.6,1/273.2,1/273.2
アイムジャグラーEX-TP,487,"3,344",16,9,1/133.8,1/209.0,1/371.6
アイムジャグラーEX-TP,488,"2,832",11,10,1/134.9,1/257.5,1/283.2
アイムジャグラーEX-TP,489,"4,107",14,10,1/171.1,1/293.4,1/410.7
アイムジャグラーEX-TP,490,"1,433",6,3,1/159.2,1/238.8,1/477.7
アイムジャグラーEX-TP,491,"1,713",3,3,1/285.5,1/571.0,1/571.0
アイムジャグラーEX-TP,492,"1,506",5,4,1/167.3,1/301.2,1/376.5
アイムジャグラーEX-TP,493,626,1,1,1/313.0,1/626.0,1/626.0
アイムジャグラーEX-TP,494,"4,093",22,11,1/124.0,1/186.0,1/372.1
ゴーゴージャグラー3,543,392,0,0,1/0.0,1/0.0,1/0.0
ゴーゴージャグラー3,544,"2,047",10,5,1/136.5,1/204.7,1/409.4
ゴーゴージャグラー3,545,"6,061",34,15,1/123.7,1/178.3,1/404.1
ゴーゴージャグラー3,546,278,0,0,1/0.0,1/0.0,1/0.0
ゴーゴージャグラー3,547,"2,403",8,7,1/160.2,1/300.4,1/343.3
ゴーゴージャグラー3,548,"4,029",14,13,1/149.2,1/287.8,1/309.9
ゴーゴージャグラー3,549,928,1,1,1/464.0,1/928.0,1/928.0
ゴーゴージャグラー3,550,"1,171",3,2,1/234.2,1/390.3,1/585.5
ゴーゴージャグラー3,551,"3,127",9,7,1/195.4,1/347.4,1/446.7
ゴーゴージャグラー3,552,"1,050",5,4,1/116.7,1/210.0,1/262.5
ゴーゴージャグラー3,553,"1,548",3,3,1/258.0,1/516.0,1/516.0
ゴーゴージャグラー3,554,"1,903",5,5,1/190.3,1/380.6,1/380.6
ゴーゴージャグラー3,555,"1,710",4,5,1/190.0,1/427.5,1/342.0
ゴーゴージャグラー3,556,"2,968",12,6,1/164.9,1/247.3,1/494.7
スマスロ北斗の拳,648,"1,589",9,3,1/132.4,1/176.6,1/529.7
スマスロ北斗の拳,649,401,6,1,1/57.3,1/66.8,1/401.0
スマスロ北斗の拳,650,309,4,1,1/61.8,1/77.2,1/309.0
スマスロ北斗の拳,651,"2,374",7,5,1/197.8,1/339.1,1/474.8
スマスロ北斗の拳,652,433,2,1,1/144.3,1/216.5,1/433.0
スマスロ北斗の拳,653,"1,129",29,1,1/37.6,1/38.9,1/1129.0
スマスロ北斗の拳,654,298,4,1,1/59.6,1/74.5,1/298.0
スマスロ北斗の拳,655,757,9,1,1/75.7,1/84.1,1/757.0
スマスロ北斗の拳,656,"1,008",43,2,1/22.4,1/23.4,1/504.0
スマスロ北斗の拳,657,"1,303",6,3,1/144.8,1/217.2,1/434.3
スマスロ北斗の拳,658,"1,781",16,4,1/89.0,1/111.3,1/445.2
スマスロ北斗の拳,659,"2,024",6,5,1/184.0,1/337.3,1/404.8
スマスロ北斗の拳,660,512,3,1,1/128.0,1/170.7,1/512.0
スマスロ北斗の拳,661,"1,703",11,4,1/113.5,1/154.8,1/425.8
沖ドキ!GOLD‐30,526,756,3,2,1/151.2,1/252.0,1/378.0
沖ドキ!GOLD‐30,527,"1,662",5,4,1/184.7,1/332.4,1/415.5
沖ドキ!GOLD‐30,528,"1,132",3,7,1/113.2,1/377.3,1/161.7
沖ドキ!GOLD‐30,529,99,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,530,"2,025",9,4,1/155.8,1/225.0,1/506.2
沖ドキ!GOLD‐30,531,"1,200",5,3,1/150.0,1/240.0,1/400.0
沖ドキ!GOLD‐30,532,202,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,533,"2,123",12,10,1/96.5,1/176.9,1/212.3
沖ドキ!GOLD‐30,534,"1,227",3,3,1/204.5,1/409.0,1/409.0
沖ドキ!GOLD‐30,535,82,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,536,"2,452",16,9,1/98.1,1/153.2,1/272.4
沖ドキ!GOLD‐30,537,32,0,0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD‐30,538,226,2,1,1/75.3,1/113.0,1/226.0
沖ドキ!GOLD‐30,539,181,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,741,"3,751",41,12,1/70.8,1/91.5,1/312.6
からくりサーカス,742,"1,334",8,2,1/133.4,1/166.8,1/667.0
からくりサーカス,743,"1,864",16,5,1/88.8,1/116.5,1/372.8
からくりサーカス,744,136,0,0,1/0.0,1/0.0,1/0.0
からくりサーカス,745,"2,334",44,10,1/43.2,1/53.0,1/233.4
からくりサーカス,746,557,14,3,1/32.8,1/39.8,1/185.7
からくりサーカス,747,815,2,1,1/271.7,1/407.5,1/815.0
からくりサーカス,748,159,2,1,1/53.0,1/79.5,1/159.0
からくりサーカス,749,"2,642",22,7,1/91.1,1/120.1,1/377.4
からくりサーカス,750,"3,109",17,10,1/115.1,1/182.9,1/310.9
からくりサーカス,751,"4,863",83,23,1/45.9,1/58.6,1/211.4
モンキーターンV,684,"2,484",34,11,1/55.2,1/73.1,1/225.8
モンキーターンV,685,"2,518",27,11,1/66.3,1/93.3,1/228.9
モンキーターンV,686,"2,892",17,7,1/120.5,1/170.1,1/413.1
モンキーターンV,687,"1,502",25,6,1/48.5,1/60.1,1/250.3
モンキーターンV,688,"3,012",24,9,1/91.3,1/125.5,1/334.7
モンキーターンV,689,952,3,2,1/190.4,1/317.3,1/476.0
モンキーターンV,690,"2,527",13,7,1/126.3,1/194.4,1/361.0
モンキーターンV,691,"1,445",6,5,1/131.4,1/240.8,1/289.0
モンキーターンV,692,"5,022",43,21,1/78.5,1/116.8,1/239.1
モンキーターンV,693,"2,766",22,11,1/83.8,1/125.7,1/251.5
