機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,444,"3,935",16,9,1/157.4,1/245.9,1/437.2
マイジャグラーV,445,"2,287",10,3,1/175.9,1/228.7,1/762.3
マイジャグラーV,446,"7,551",39,12,1/148.1,1/193.6,1/629.2
マイジャグラーV,447,"2,582",8,5,1/198.6,1/322.8,1/516.4
マイジャグラーV,448,"3,854",12,11,1/167.6,1/321.2,1/350.4
マイジャグラーV,449,"2,089",7,6,1/160.7,1/298.4,1/348.2
マイジャグラーV,450,"3,626",11,4,1/241.7,1/329.6,1/906.5
マイジャグラーV,451,"3,537",12,8,1/176.8,1/294.8,1/442.1
マイジャグラーV,452,"6,233",25,18,1/145.0,1/249.3,1/346.3
マイジャグラーV,453,"1,480",4,4,1/185.0,1/370.0,1/370.0
マイジャグラーV,454,"4,360",15,14,1/150.3,1/290.7,1/311.4
マイジャグラーV,455,"4,481",15,12,1/166.0,1/298.7,1/373.4
マイジャグラーV,456,"2,971",9,5,1/212.2,1/330.1,1/594.2
マイジャグラーV,465,"1,591",5,2,1/227.3,1/318.2,1/795.5
マイジャグラーV,466,"1,150",2,1,1/383.3,1/575.0,1/1150.0
マイジャグラーV,467,"7,118",23,23,1/154.7,1/309.5,1/309.5
マイジャグラーV,468,"2,133",9,5,1/152.4,1/237.0,1/426.6
マイジャグラーV,469,"5,777",19,16,1/165.1,1/304.1,1/361.1
マイジャグラーV,470,"1,350",2,4,1/225.0,1/675.0,1/337.5
マイジャグラーV,471,"3,526",16,7,1/153.3,1/220.4,1/503.7
マイジャグラーV,472,"2,347",7,6,1/180.5,1/335.3,1/391.2
マイジャグラーV,473,"2,540",8,3,1/230.9,1/317.5,1/846.7
マイジャグラーV,474,"4,055",15,8,1/176.3,1/270.3,1/506.9
マイジャグラーV,475,"2,859",7,11,1/158.8,1/408.4,1/259.9
マイジャグラーV,476,"6,652",31,18,1/135.8,1/214.6,1/369.6
マイジャグラーV,477,"1,836",7,1,1/229.5,1/262.3,1/1836.0
アイムジャグラーEX-TP,457,"3,837",14,10,1/159.9,1/274.1,1/383.7
アイムジャグラーEX-TP,458,"1,617",5,2,1/231.0,1/323.4,1/808.5
アイムジャグラーEX-TP,459,"3,734",17,9,1/143.6,1/219.6,1/414.9
アイムジャグラーEX-TP,460,897,1,3,1/224.2,1/897.0,1/299.0
アイムジャグラーEX-TP,461,"2,277",5,2,1/325.3,1/455.4,1/1138.5
アイムジャグラーEX-TP,462,"2,755",8,7,1/183.7,1/344.4,1/393.6
アイムジャグラーEX-TP,463,"2,709",11,5,1/169.3,1/246.3,1/541.8
アイムジャグラーEX-TP,464,"2,412",10,5,1/160.8,1/241.2,1/482.4
