機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"4,004",27,10,0,1/108.2,1/148.3,1/400.4,1/0.0
スマスロ北斗の拳,343,"5,222",45,18,0,1/82.9,1/116.0,1/290.1,1/0.0
スマスロ北斗の拳,344,"6,072",54,21,0,1/81.0,1/112.4,1/289.1,1/0.0
スマスロ北斗の拳,345,"6,678",112,26,0,1/48.4,1/59.6,1/256.8,1/0.0
スマスロ北斗の拳,346,"6,751",83,25,0,1/62.5,1/81.3,1/270.0,1/0.0
スマスロ北斗の拳,347,"4,482",102,15,0,1/38.3,1/43.9,1/298.8,1/0.0
スマスロ北斗の拳,348,"3,756",26,10,0,1/104.3,1/144.5,1/375.6,1/0.0
スマスロ北斗の拳,349,"3,611",32,11,0,1/84.0,1/112.8,1/328.3,1/0.0
アイムジャグラーEX-TP,319,"1,013",1,3,0,1/253.2,1/1013.0,1/337.7,1/0.0
アイムジャグラーEX-TP,320,"7,372",24,29,0,1/139.1,1/307.2,1/254.2,1/0.0
アイムジャグラーEX-TP,321,"3,583",10,14,0,1/149.3,1/358.3,1/255.9,1/0.0
アイムジャグラーEX-TP,322,"1,666",4,7,0,1/151.5,1/416.5,1/238.0,1/0.0
アイムジャグラーEX-TP,323,"6,908",34,23,0,1/121.2,1/203.2,1/300.3,1/0.0
アイムジャグラーEX-TP,324,"3,996",18,12,0,1/133.2,1/222.0,1/333.0,1/0.0
アイムジャグラーEX-TP,325,"7,726",30,25,0,1/140.5,1/257.5,1/309.0,1/0.0
マイジャグラーV,313,"2,495",10,1,0,1/226.8,1/249.5,1/2495.0,1/0.0
マイジャグラーV,314,"3,564",11,8,0,1/187.6,1/324.0,1/445.5,1/0.0
マイジャグラーV,315,"3,689",9,13,0,1/167.7,1/409.9,1/283.8,1/0.0
マイジャグラーV,316,"2,807",9,7,0,1/175.4,1/311.9,1/401.0,1/0.0
マイジャグラーV,317,"3,658",17,13,0,1/121.9,1/215.2,1/281.4,1/0.0
マイジャグラーV,318,"3,571",12,5,0,1/210.1,1/297.6,1/714.2,1/0.0
ハッピージャグラーVIII,326,"1,571",3,5,0,1/196.4,1/523.7,1/314.2,1/0.0
ハッピージャグラーVIII,327,"2,911",11,11,0,1/132.3,1/264.6,1/264.6,1/0.0
ハッピージャグラーVIII,328,423,1,0,0,1/423.0,1/423.0,1/0.0,1/0.0
ハッピージャグラーVIII,329,"3,209",14,12,0,1/123.4,1/229.2,1/267.4,1/0.0
ハッピージャグラーVIII,330,"6,885",31,24,0,1/125.2,1/222.1,1/286.9,1/0.0
ゴーゴージャグラー3,335,"4,109",8,15,0,1/178.7,1/513.6,1/273.9,1/0.0
ゴーゴージャグラー3,336,"2,499",10,7,0,1/147.0,1/249.9,1/357.0,1/0.0
ゴーゴージャグラー3,337,"3,528",15,8,0,1/153.4,1/235.2,1/441.0,1/0.0
ゴーゴージャグラー3,338,"2,224",8,10,0,1/123.6,1/278.0,1/222.4,1/0.0
ハナハナホウオウ～天翔～,424,425,1,1,0,1/212.5,1/425.0,1/425.0,1/0.0
ハナハナホウオウ～天翔～,425,628,2,1,0,1/209.3,1/314.0,1/628.0,1/0.0
ハナハナホウオウ～天翔～,426,470,2,1,0,1/156.7,1/235.0,1/470.0,1/0.0
ハナハナホウオウ～天翔～,427,873,0,5,0,1/174.6,1/0.0,1/174.6,1/0.0
