機種名,台番号,G数,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
ゴッドイーター リザレクション,371,"2,287",0,8,21,1/78.9,1/0.0,1/285.9,1/108.9
ゴッドイーター リザレクション,372,"1,605",0,5,13,1/89.2,1/0.0,1/321.0,1/123.5
ゴッドイーター リザレクション,373,"2,452",0,5,15,1/122.6,1/0.0,1/490.4,1/163.5
ファンキージャグラー2,339,"5,506",30,15,0,1/122.4,1/183.5,1/367.1,1/0.0
ファンキージャグラー2,340,"1,955",11,2,0,1/150.4,1/177.7,1/977.5,1/0.0
ファンキージャグラー2,341,"1,218",1,2,0,1/406.0,1/1218.0,1/609.0,1/0.0
押忍！番長4,374,122,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,375,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,376,"3,380",0,7,33,1/84.5,1/0.0,1/482.9,1/102.4
炎炎ノ消防隊,398,926,0,2,2,1/231.5,1/0.0,1/463.0,1/463.0
炎炎ノ消防隊,399,"1,081",0,1,7,1/135.1,1/0.0,1/1081.0,1/154.4
炎炎ノ消防隊,400,200,0,1,0,1/200.0,1/0.0,1/200.0,1/0.0
D4DJ Pachi‐Slot Mix,356,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
D4DJ Pachi‐Slot Mix,357,758,3,0,5,1/94.8,1/252.7,1/0.0,1/151.6
Re:ゼロから始める異世界生活 season2,362,339,0,1,11,1/28.2,1/0.0,1/339.0,1/30.8
Re:ゼロから始める異世界生活 season2,363,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,366,110,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ありふれた職業で世界最強,367,293,0,1,1,1/146.5,1/0.0,1/293.0,1/293.0
サンダーVライトニング,422,"2,241",9,3,0,1/186.8,1/249.0,1/747.0,1/0.0
サンダーVライトニング,423,"1,138",3,0,0,1/379.3,1/379.3,1/0.0,1/0.0
ジャグラーガールズ,333,"2,913",10,10,0,1/145.7,1/291.3,1/291.3,1/0.0
ジャグラーガールズ,334,966,1,5,0,1/161.0,1/966.0,1/193.2,1/0.0
スマスロ炎炎ノ消防隊,350,925,0,3,3,1/154.2,1/0.0,1/308.3,1/308.3
スマスロ炎炎ノ消防隊,351,145,0,1,0,1/145.0,1/0.0,1/145.0,1/0.0
ダンベル何キロ持てる？,403,"3,630",0,14,79,1/39.0,1/0.0,1/259.3,1/45.9
ダンベル何キロ持てる？,404,"3,092",0,11,43,1/57.3,1/0.0,1/281.1,1/71.9
バンドリ！,401,"1,796",0,6,7,1/138.2,1/0.0,1/299.3,1/256.6
バンドリ！,402,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ミスタージャグラー,331,379,0,2,0,1/189.5,1/0.0,1/189.5,1/0.0
ミスタージャグラー,332,"2,574",8,4,0,1/214.5,1/321.8,1/643.5,1/0.0
モンキーターンV,369,"3,217",0,5,27,1/100.5,1/0.0,1/643.4,1/119.1
モンキーターンV,370,"7,604",0,15,46,1/124.7,1/0.0,1/506.9,1/165.3
戦国乙女4 戦乱に閃く炯眼の軍師,364,"4,459",21,0,12,1/135.1,1/212.3,1/0.0,1/371.6
戦国乙女4 戦乱に閃く炯眼の軍師,365,"3,661",17,0,12,1/126.2,1/215.4,1/0.0,1/305.1
戦姫絶唱シンフォギア 正義の歌,352,"2,835",0,8,36,1/64.4,1/0.0,1/354.4,1/78.8
戦姫絶唱シンフォギア 正義の歌,353,327,0,1,3,1/81.8,1/0.0,1/327.0,1/109.0
押忍!番長ZERO,390,"6,257",0,9,57,1/94.8,1/0.0,1/695.2,1/109.8
押忍!番長ZERO,391,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,428,993,0,2,0,1/496.5,1/0.0,1/496.5,1/0.0
沖ドキ!GOLD,429,32,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,396,"3,476",0,10,22,1/108.6,1/0.0,1/347.6,1/158.0
甲鉄城のカバネリ,397,"5,245",0,13,46,1/88.9,1/0.0,1/403.5,1/114.0
革命機ヴァルヴレイヴ,354,380,1,0,1,1/190.0,1/380.0,1/0.0,1/380.0
革命機ヴァルヴレイヴ,355,"1,378",4,0,5,1/153.1,1/344.5,1/0.0,1/275.6
とある魔術の禁書目録,358,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロ真・北斗無双,359,"3,115",22,0,5,1/115.4,1/141.6,1/0.0,1/623.0
ゲゲゲの鬼太郎 覚醒,360,489,0,1,2,1/163.0,1/0.0,1/489.0,1/244.5
頭文字D 2nd,361,"2,289",0,4,24,1/81.8,1/0.0,1/572.2,1/95.4
モンスターハンターライズ,368,"2,314",0,2,8,1/231.4,1/0.0,1/1157.0,1/289.2
バイオハザード5,377,"5,926",0,9,20,1/204.3,1/0.0,1/658.4,1/296.3
東京喰種,378,"5,176",0,19,17,1/143.8,1/0.0,1/272.4,1/304.5
スーパーブラックジャック,379,"5,883",0,5,34,1/150.8,1/0.0,1/1176.6,1/173.0
からくりサーカス,380,"1,774",0,4,7,1/161.3,1/0.0,1/443.5,1/253.4
L サラリーマン金太郎,381,"2,198",0,1,5,1/366.3,1/0.0,1/2198.0,1/439.6
コードギアス 反逆のルルーシュ/復活のルルーシュ,382,"2,125",0,3,13,1/132.8,1/0.0,1/708.3,1/163.5
うる星やつら,383,"1,253",0,2,0,1/626.5,1/0.0,1/626.5,1/0.0
シン・エヴァンゲリオン,384,545,0,1,6,1/77.9,1/0.0,1/545.0,1/90.8
聖戦士ダンバイン,385,"1,127",0,2,10,1/93.9,1/0.0,1/563.5,1/112.7
ゴジラ対エヴァンゲリオン,386,993,4,0,2,1/165.5,1/248.2,1/0.0,1/496.5
マジカルハロウィン8,387,"3,622",22,0,48,1/51.7,1/164.6,1/0.0,1/75.5
麻雀格闘倶楽部 覚醒,388,1,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
L南国育ち,389,"3,318",5,10,0,1/221.2,1/663.6,1/331.8,1/0.0
アオハル♪操 A‐LIVE,392,190,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ダンジョンに出会いを求めるのは間違っているだろうか2,393,"1,806",14,34,0,1/37.6,1/129.0,1/53.1,1/0.0
バイオハザード7 レジデント イービル,394,"3,152",0,2,26,1/112.6,1/0.0,1/1576.0,1/121.2
新鬼武者2,395,"2,626",0,0,24,1/109.4,1/0.0,1/0.0,1/109.4
ToLOVEるダークネス,405,"4,694",30,0,17,1/99.9,1/156.5,1/0.0,1/276.1
ニューパルサーSPⅢ,414,545,2,2,0,1/136.2,1/272.5,1/272.5,1/0.0
ケロット4,415,127,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ニューパルサーSP4 with 太鼓の達人,416,"1,188",6,4,0,1/118.8,1/198.0,1/297.0,1/0.0
ニューゲッターマウス,417,234,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,418,"2,289",6,9,0,1/152.6,1/381.5,1/254.3,1/0.0
クランキークレスト,419,"3,271",19,11,0,1/109.0,1/172.2,1/297.4,1/0.0
新ハナビ,420,"2,324",9,5,0,1/166.0,1/258.2,1/464.8,1/0.0
ハイハイシオサイ,421,840,2,2,0,1/210.0,1/420.0,1/420.0,1/0.0
