機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"1,321",-134,16,2,0,1/73.4,1/82.6,1/660.5,1/0.0
スマスロ北斗の拳,343,"6,268",+190,67,25,0,1/68.1,1/93.6,1/250.7,1/0.0
スマスロ北斗の拳,344,"2,419","-1,624",14,4,0,1/134.4,1/172.8,1/604.8,1/0.0
スマスロ北斗の拳,345,"2,344","-1,450",14,5,0,1/123.4,1/167.4,1/468.8,1/0.0
スマスロ北斗の拳,346,"6,484","+1,094",75,18,0,1/69.7,1/86.5,1/360.2,1/0.0
スマスロ北斗の拳,347,"1,678","+3,262",47,3,0,1/33.6,1/35.7,1/559.3,1/0.0
スマスロ北斗の拳,348,"6,527","-2,191",58,9,0,1/97.4,1/112.5,1/725.2,1/0.0
スマスロ北斗の拳,349,"2,651",-662,25,7,0,1/82.8,1/106.0,1/378.7,1/0.0
アイムジャグラーEX-TP,319,893,-650,2,0,0,1/446.5,1/446.5,1/0.0,1/0.0
アイムジャグラーEX-TP,320,"2,071","-1,161",3,6,0,1/230.1,1/690.3,1/345.2,1/0.0
アイムジャグラーEX-TP,321,"1,958","-1,286",3,5,0,1/244.8,1/652.7,1/391.6,1/0.0
アイムジャグラーEX-TP,322,"2,169",-685,7,3,0,1/216.9,1/309.9,1/723.0,1/0.0
アイムジャグラーEX-TP,323,"1,767",-701,5,2,0,1/252.4,1/353.4,1/883.5,1/0.0
アイムジャグラーEX-TP,324,"1,272",-594,3,4,0,1/181.7,1/424.0,1/318.0,1/0.0
アイムジャグラーEX-TP,325,"3,268","-1,052",8,9,0,1/192.2,1/408.5,1/363.1,1/0.0
マイジャグラーV,313,"5,663",+336,22,17,0,1/145.2,1/257.4,1/333.1,1/0.0
マイジャグラーV,314,"2,746","-1,148",7,5,0,1/228.8,1/392.3,1/549.2,1/0.0
マイジャグラーV,315,"4,201",-318,15,12,0,1/155.6,1/280.1,1/350.1,1/0.0
マイジャグラーV,316,"1,984",-965,3,7,0,1/198.4,1/661.3,1/283.4,1/0.0
マイジャグラーV,317,"5,897","+2,221",30,19,0,1/120.3,1/196.6,1/310.4,1/0.0
マイジャグラーV,318,"4,751",+917,24,10,0,1/139.7,1/198.0,1/475.1,1/0.0
ハッピージャグラーVIII,326,"1,239","-1,031",1,2,0,1/413.0,1/1239.0,1/619.5,1/0.0
ハッピージャグラーVIII,327,876,+34,4,1,0,1/175.2,1/219.0,1/876.0,1/0.0
ハッピージャグラーVIII,328,"2,212",-952,5,3,0,1/276.5,1/442.4,1/737.3,1/0.0
ハッピージャグラーVIII,329,"3,061",-181,10,9,0,1/161.1,1/306.1,1/340.1,1/0.0
ハッピージャグラーVIII,330,350,-66,1,1,0,1/175.0,1/350.0,1/350.0,1/0.0
ゴーゴージャグラー3,335,"2,344",-634,8,6,0,1/167.4,1/293.0,1/390.7,1/0.0
ゴーゴージャグラー3,336,"7,351",-979,25,23,0,1/153.1,1/294.0,1/319.6,1/0.0
ゴーゴージャグラー3,337,"8,325",+908,35,30,0,1/128.1,1/237.9,1/277.5,1/0.0
ゴーゴージャグラー3,338,"3,471",+487,14,12,0,1/133.5,1/247.9,1/289.2,1/0.0
ハナハナホウオウ～天翔～-30,426,"2,580",+179,12,4,0,1/161.2,1/215.0,1/645.0,1/0.0
ハナハナホウオウ～天翔～-30,427,941,-139,4,0,0,1/235.2,1/235.2,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,428,"1,579",-154,5,5,0,1/157.9,1/315.8,1/315.8,1/0.0
ハナハナホウオウ～天翔～-30,429,615,-276,2,0,0,1/307.5,1/307.5,1/0.0,1/0.0
Re:ゼロから始める異世界生活 season2,366,"1,936",-958,0,0,13,1/148.9,1/0.0,1/0.0,1/148.9
Re:ゼロから始める異世界生活 season2,367,"2,345","-1,016",0,0,17,1/137.9,1/0.0,1/0.0,1/137.9
Re:ゼロから始める異世界生活 season2,368,"3,293","-2,126",0,1,20,1/156.8,1/0.0,1/3293.0,1/164.7
ゴッドイーター リザレクション,371,"5,319",-780,0,8,35,1/123.7,1/0.0,1/664.9,1/152.0
