機種名,台番号,G数,BB,RB,合成確率,BB確率,RB確率
アイムジャグラーEX-TP,457,"2,275",8,3,1/206.8,1/284.4,1/758.3
アイムジャグラーEX-TP,458,"3,259",12,7,1/171.5,1/271.6,1/465.6
アイムジャグラーEX-TP,459,"2,706",8,2,1/270.6,1/338.2,1/1353.0
アイムジャグラーEX-TP,460,"1,213",2,2,1/303.2,1/606.5,1/606.5
アイムジャグラーEX-TP,461,"2,786",12,8,1/139.3,1/232.2,1/348.2
アイムジャグラーEX-TP,462,"5,823",27,15,1/138.6,1/215.7,1/388.2
アイムジャグラーEX-TP,463,"1,162",3,2,1/232.4,1/387.3,1/581.0
アイムジャグラーEX-TP,464,863,2,0,1/431.5,1/431.5,1/0.0
アイムジャグラーEX-TP,478,"3,618",16,6,1/164.5,1/226.1,1/603.0
アイムジャグラーEX-TP,479,"1,181",3,1,1/295.2,1/393.7,1/1181.0
アイムジャグラーEX-TP,480,"4,184",13,11,1/174.3,1/321.8,1/380.4
アイムジャグラーEX-TP,481,"2,266",3,4,1/323.7,1/755.3,1/566.5
アイムジャグラーEX-TP,482,"1,339",1,3,1/334.8,1/1339.0,1/446.3
アイムジャグラーEX-TP,483,"1,283",4,3,1/183.3,1/320.8,1/427.7
アイムジャグラーEX-TP,484,"3,048",8,6,1/217.7,1/381.0,1/508.0
アイムジャグラーEX-TP,485,"1,210",3,1,1/302.5,1/403.3,1/1210.0
アイムジャグラーEX-TP,486,"1,404",4,3,1/200.6,1/351.0,1/468.0
アイムジャグラーEX-TP,487,"4,362",22,17,1/111.8,1/198.3,1/256.6
アイムジャグラーEX-TP,488,"3,621",19,12,1/116.8,1/190.6,1/301.8
アイムジャグラーEX-TP,489,674,1,0,1/674.0,1/674.0,1/0.0
アイムジャグラーEX-TP,490,"5,296",15,20,1/151.3,1/353.1,1/264.8
アイムジャグラーEX-TP,491,"4,723",21,16,1/127.6,1/224.9,1/295.2
アイムジャグラーEX-TP,492,"5,010",20,12,1/156.6,1/250.5,1/417.5
アイムジャグラーEX-TP,493,"3,879",6,9,1/258.6,1/646.5,1/431.0
アイムジャグラーEX-TP,494,"5,083",22,13,1/145.2,1/231.0,1/391.0
アイムジャグラーEX-TP,512,"1,333",1,3,1/333.2,1/1333.0,1/444.3
アイムジャグラーEX-TP,513,"2,198",9,5,1/157.0,1/244.2,1/439.6
マイジャグラーV,444,"5,658",15,20,1/161.7,1/377.2,1/282.9
マイジャグラーV,445,"6,546",32,17,1/133.6,1/204.6,1/385.1
マイジャグラーV,446,"4,228",10,13,1/183.8,1/422.8,1/325.2
マイジャグラーV,447,"3,282",13,4,1/193.1,1/252.5,1/820.5
マイジャグラーV,448,"5,131",23,8,1/165.5,1/223.1,1/641.4
マイジャグラーV,449,"2,771",6,1,1/395.9,1/461.8,1/2771.0
マイジャグラーV,450,"3,886",13,8,1/185.0,1/298.9,1/485.8
マイジャグラーV,451,"3,492",9,9,1/194.0,1/388.0,1/388.0
マイジャグラーV,452,"6,926",28,26,1/128.3,1/247.4,1/266.4
マイジャグラーV,453,"4,467",18,9,1/165.4,1/248.2,1/496.3
マイジャグラーV,454,"5,871",23,19,1/139.8,1/255.3,1/309.0
マイジャグラーV,455,"1,149",1,1,1/574.5,1/1149.0,1/1149.0
マイジャグラーV,456,"7,106",34,24,1/122.5,1/209.0,1/296.1
マイジャグラーV,465,"6,957",26,21,1/148.0,1/267.6,1/331.3
マイジャグラーV,466,"5,952",21,15,1/165.3,1/283.4,1/396.8
マイジャグラーV,467,"6,210",28,13,1/151.5,1/221.8,1/477.7
マイジャグラーV,468,"4,298",13,11,1/179.1,1/330.6,1/390.7
マイジャグラーV,469,"3,028",7,9,1/189.2,1/432.6,1/336.4
マイジャグラーV,470,"6,191",26,13,1/158.7,1/238.1,1/476.2
マイジャグラーV,471,"1,317",1,1,1/658.5,1/1317.0,1/1317.0
マイジャグラーV,472,"6,657",26,15,1/162.4,1/256.0,1/443.8
マイジャグラーV,473,"3,855",13,13,1/148.3,1/296.5,1/296.5
マイジャグラーV,474,"5,876",28,16,1/133.5,1/209.9,1/367.2
マイジャグラーV,475,"4,130",10,6,1/258.1,1/413.0,1/688.3
マイジャグラーV,476,"1,765",3,4,1/252.1,1/588.3,1/441.2
マイジャグラーV,477,"7,574",33,19,1/145.7,1/229.5,1/398.6
ゴーゴージャグラー3,543,"5,100",20,20,1/127.5,1/255.0,1/255.0
ゴーゴージャグラー3,544,"2,277",6,3,1/253.0,1/379.5,1/759.0
ゴーゴージャグラー3,545,"2,873",9,6,1/191.5,1/319.2,1/478.8
ゴーゴージャグラー3,546,"2,340",7,6,1/180.0,1/334.3,1/390.0
ゴーゴージャグラー3,547,"1,018",3,1,1/254.5,1/339.3,1/1018.0
ゴーゴージャグラー3,548,"3,865",18,12,1/128.8,1/214.7,1/322.1
ゴーゴージャグラー3,549,"2,012",6,9,1/134.1,1/335.3,1/223.6
ゴーゴージャグラー3,550,"3,794",17,11,1/135.5,1/223.2,1/344.9
ゴーゴージャグラー3,551,"1,378",6,1,1/196.9,1/229.7,1/1378.0
ゴーゴージャグラー3,552,"1,472",3,2,1/294.4,1/490.7,1/736.0
ゴーゴージャグラー3,553,"4,020",13,12,1/160.8,1/309.2,1/335.0
ゴーゴージャグラー3,554,"4,510",17,19,1/125.3,1/265.3,1/237.4
ゴーゴージャグラー3,555,"1,756",5,4,1/195.1,1/351.2,1/439.0
ゴーゴージャグラー3,556,"4,688",14,16,1/156.3,1/334.9,1/293.0
スマスロ北斗の拳,648,"3,193",46,7,1/60.2,1/69.4,1/456.1
スマスロ北斗の拳,649,"2,240",39,5,1/50.9,1/57.4,1/448.0
スマスロ北斗の拳,650,"2,845",20,6,1/109.4,1/142.2,1/474.2
スマスロ北斗の拳,651,"3,170",51,5,1/56.6,1/62.2,1/634.0
スマスロ北斗の拳,652,"3,764",34,8,1/89.6,1/110.7,1/470.5
スマスロ北斗の拳,653,"3,251",39,11,1/65.0,1/83.4,1/295.5
スマスロ北斗の拳,654,"2,660",11,4,1/177.3,1/241.8,1/665.0
スマスロ北斗の拳,655,"2,742",21,7,1/97.9,1/130.6,1/391.7
スマスロ北斗の拳,656,"1,564",19,3,1/71.1,1/82.3,1/521.3
スマスロ北斗の拳,657,"4,860",60,14,1/65.7,1/81.0,1/347.1
スマスロ北斗の拳,658,"1,988",24,3,1/73.6,1/82.8,1/662.7
スマスロ北斗の拳,659,"3,670",42,10,1/70.6,1/87.4,1/367.0
スマスロ北斗の拳,660,"2,498",41,4,1/55.5,1/60.9,1/624.5
スマスロ北斗の拳,661,"3,310",21,10,1/106.8,1/157.6,1/331.0
沖ドキ!GOLD‐30,526,"1,927",8,5,1/148.2,1/240.9,1/385.4
沖ドキ!GOLD‐30,527,388,5,4,1/43.1,1/77.6,1/97.0
沖ドキ!GOLD‐30,528,"2,246",23,7,1/74.9,1/97.7,1/320.9
沖ドキ!GOLD‐30,529,"1,905",7,5,1/158.8,1/272.1,1/381.0
沖ドキ!GOLD‐30,530,"1,921",13,8,1/91.5,1/147.8,1/240.1
沖ドキ!GOLD‐30,531,387,2,0,1/193.5,1/193.5,1/0.0
沖ドキ!GOLD‐30,532,618,7,7,1/44.1,1/88.3,1/88.3
沖ドキ!GOLD‐30,533,"2,172",3,4,1/310.3,1/724.0,1/543.0
沖ドキ!GOLD‐30,534,"2,303",16,11,1/85.3,1/143.9,1/209.4
沖ドキ!GOLD‐30,535,"1,301",20,8,1/46.5,1/65.0,1/162.6
沖ドキ!GOLD‐30,536,"3,213",25,5,1/107.1,1/128.5,1/642.6
沖ドキ!GOLD‐30,537,"1,164",10,5,1/77.6,1/116.4,1/232.8
沖ドキ!GOLD‐30,538,"1,440",12,1,1/110.8,1/120.0,1/1440.0
沖ドキ!GOLD‐30,539,"1,298",5,2,1/185.4,1/259.6,1/649.0
からくりサーカス,741,"2,291",16,3,1/120.6,1/143.2,1/763.7
からくりサーカス,742,"3,592",65,16,1/44.3,1/55.3,1/224.5
からくりサーカス,743,499,8,2,1/49.9,1/62.4,1/249.5
からくりサーカス,744,"4,873",35,14,1/99.4,1/139.2,1/348.1
からくりサーカス,745,"3,448",40,10,1/69.0,1/86.2,1/344.8
からくりサーカス,746,"2,524",15,4,1/132.8,1/168.3,1/631.0
からくりサーカス,747,"2,942",24,6,1/98.1,1/122.6,1/490.3
からくりサーカス,748,"1,445",8,3,1/131.4,1/180.6,1/481.7
からくりサーカス,749,"1,445",15,3,1/80.3,1/96.3,1/481.7
からくりサーカス,750,836,13,2,1/55.7,1/64.3,1/418.0
からくりサーカス,751,"4,125",65,14,1/52.2,1/63.5,1/294.6
モンキーターンV,685,"3,905",41,11,1/75.1,1/95.2,1/355.0
モンキーターンV,686,"2,917",30,6,1/81.0,1/97.2,1/486.2
モンキーターンV,687,"3,354",21,10,1/108.2,1/159.7,1/335.4
モンキーターンV,688,"3,294",20,12,1/102.9,1/164.7,1/274.5
モンキーターンV,689,"3,596",28,10,1/94.6,1/128.4,1/359.6
モンキーターンV,690,"3,395",31,13,1/77.2,1/109.5,1/261.2
モンキーターンV,691,"3,905",42,14,1/69.7,1/93.0,1/278.9
モンキーターンV,692,"1,866",9,3,1/155.5,1/207.3,1/622.0
モンキーターンV,693,"5,929",31,14,1/131.8,1/191.3,1/423.5
Re:ゼロから始める異世界生活 season2,621,464,23,2,1/18.6,1/20.2,1/232.0
Re:ゼロから始める異世界生活 season2,622,841,17,1,1/46.7,1/49.5,1/841.0
Re:ゼロから始める異世界生活 season2,623,908,8,0,1/113.5,1/113.5,1/0.0
Re:ゼロから始める異世界生活 season2,624,"6,612",82,1,1/79.7,1/80.6,1/6612.0
