台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"5,358",+76,21,12,1/162.4,1/255.1,1/446.5
1002,"3,329",-432,11,7,1/184.9,1/302.6,1/475.6
1003,"7,335",+171,30,19,1/149.7,1/244.5,1/386.1
1004,"2,232","-1,053",4,5,1/248.0,1/558.0,1/446.4
1005,"8,782","+2,144",39,30,1/127.3,1/225.2,1/292.7
1006,"3,387",+91,14,4,1/188.2,1/241.9,1/846.8
1007,"7,970","+1,347",33,29,1/128.5,1/241.5,1/274.8
1008,"5,605",+144,23,13,1/155.7,1/243.7,1/431.2
1009,"4,257",-121,17,8,1/170.3,1/250.4,1/532.1
1010,"3,461",-885,11,7,1/192.3,1/314.6,1/494.4
1011,"7,622",-350,26,23,1/155.6,1/293.2,1/331.4
1012,"2,090","-1,324",4,4,1/261.2,1/522.5,1/522.5
1013,"5,416",-191,21,14,1/154.7,1/257.9,1/386.9
1014,"5,576",-226,18,22,1/139.4,1/309.8,1/253.5
1015,"5,536",+226,23,12,1/158.2,1/240.7,1/461.3
1016,"6,197","+1,971",32,16,1/129.1,1/193.7,1/387.3
1017,"2,035",-379,7,3,1/203.5,1/290.7,1/678.3
1018,"6,261",-18,27,13,1/156.5,1/231.9,1/481.6
1019,"8,602",+982,34,25,1/145.8,1/253.0,1/344.1
1020,"6,273",-512,22,20,1/149.4,1/285.1,1/313.6
1021,"7,018",-915,23,22,1/156.0,1/305.1,1/319.0
1022,"6,150",-632,21,20,1/150.0,1/292.9,1/307.5
1023,"8,375","+1,453",40,20,1/139.6,1/209.4,1/418.8
1024,"6,877",+126,25,19,1/156.3,1/275.1,1/361.9
1025,"3,205","-1,653",7,6,1/246.5,1/457.9,1/534.2
1026,"4,377",+568,21,6,1/162.1,1/208.4,1/729.5
1027,"6,296","-1,300",18,19,1/170.2,1/349.8,1/331.4
1028,"7,605","+1,771",37,19,1/135.8,1/205.5,1/400.3
1029,"6,440",+688,27,18,1/143.1,1/238.5,1/357.8
1030,"5,579",-747,20,15,1/159.4,1/278.9,1/371.9
1031,"3,004","-1,606",6,8,1/214.6,1/500.7,1/375.5
1032,"8,208","+1,668",31,39,1/117.3,1/264.8,1/210.5
1033,"9,615","+2,462",39,47,1/111.8,1/246.5,1/204.6
1034,"1,663",-568,5,2,1/237.6,1/332.6,1/831.5
1035,"5,687",-256,19,18,1/153.7,1/299.3,1/315.9
1036,"9,462","+2,215",38,38,1/124.5,1/249.0,1/249.0
1037,"7,196",+229,28,28,1/128.5,1/257.0,1/257.0
1038,"4,878",-444,17,10,1/180.7,1/286.9,1/487.8
1039,"6,793","+2,603",38,17,1/123.5,1/178.8,1/399.6
1040,"5,642",+179,22,16,1/148.5,1/256.5,1/352.6
1041,"6,014",-291,21,20,1/146.7,1/286.4,1/300.7
1042,"6,554",-803,23,14,1/177.1,1/285.0,1/468.1
1043,"5,628",+32,21,14,1/160.8,1/268.0,1/402.0
1044,"5,867",-550,18,20,1/154.4,1/325.9,1/293.4
1045,"7,246","+1,738",33,24,1/127.1,1/219.6,1/301.9
1046,"4,802",-562,18,8,1/184.7,1/266.8,1/600.2
1047,"7,237",+865,33,19,1/139.2,1/219.3,1/380.9
1048,"6,056",-618,21,16,1/163.7,1/288.4,1/378.5
1049,"6,392",-394,21,21,1/152.2,1/304.4,1/304.4
1050,"5,860",-982,20,12,1/183.1,1/293.0,1/488.3
1069,"7,546","+2,197",34,29,1/119.8,1/221.9,1/260.2
1070,"2,484",-915,7,3,1/248.4,1/354.9,1/828.0
1071,"4,745","-1,700",11,11,1/215.7,1/431.4,1/431.4
1072,"6,801","-1,512",18,21,1/174.4,1/377.8,1/323.9
1073,"7,934","+2,162",35,28,1/125.9,1/226.7,1/283.4
1074,"5,177",-556,18,14,1/161.8,1/287.6,1/369.8
1075,"4,891",-421,18,12,1/163.0,1/271.7,1/407.6
1076,"5,501",-924,16,17,1/166.7,1/343.8,1/323.6
1077,"7,499","-2,321",19,23,1/178.5,1/394.7,1/326.0
1078,"7,220",+124,29,22,1/141.6,1/249.0,1/328.2
1079,"6,087",+291,26,11,1/164.5,1/234.1,1/553.4
1080,"8,133","+2,038",38,25,1/129.1,1/214.0,1/325.3
1081,"7,805","+1,418",31,28,1/132.3,1/251.8,1/278.8
1082,"2,389","-1,547",3,5,1/298.6,1/796.3,1/477.8
1083,"3,989",-650,11,10,1/190.0,1/362.6,1/398.9
1084,"4,204","-1,982",10,9,1/221.3,1/420.4,1/467.1
1085,"5,286","-1,018",15,14,1/182.3,1/352.4,1/377.6
1086,"7,462",-65,30,19,1/152.3,1/248.7,1/392.7
1087,"7,801",+982,31,25,1/139.3,1/251.6,1/312.0
1088,"6,903","+1,088",31,17,1/143.8,1/222.7,1/406.1
1089,"3,539","-1,629",8,7,1/235.9,1/442.4,1/505.6
1090,"8,266","+2,444",38,29,1/123.4,1/217.5,1/285.0
1091,"7,382",+147,29,21,1/147.6,1/254.6,1/351.5
1092,"4,653","-1,065",13,14,1/172.3,1/357.9,1/332.4
1093,"6,479","-1,982",15,22,1/175.1,1/431.9,1/294.5
1094,"6,674","+1,135",33,11,1/151.7,1/202.2,1/606.7
1095,"3,006",-768,9,7,1/187.9,1/334.0,1/429.4
1096,"5,784","-2,021",14,17,1/186.6,1/413.1,1/340.2
1097,"6,529","+1,003",27,19,1/141.9,1/241.8,1/343.6
1098,"7,658","+2,144",32,30,1/123.5,1/239.3,1/255.3
1099,"6,160","+1,524",29,16,1/136.9,1/212.4,1/385.0
