機種名,台番号,G数,差枚,BB,RB,ART,合成確率,BB確率,RB確率,ART確率
スマスロ北斗の拳,342,"3,066",-976,22,6,0,1/109.5,1/139.4,1/511.0,1/0.0
スマスロ北斗の拳,343,430,+472,8,1,0,1/47.8,1/53.8,1/430.0,1/0.0
スマスロ北斗の拳,344,835,-831,3,3,0,1/139.2,1/278.3,1/278.3,1/0.0
スマスロ北斗の拳,345,911,-257,8,1,0,1/101.2,1/113.9,1/911.0,1/0.0
スマスロ北斗の拳,346,202,-190,1,1,0,1/101.0,1/202.0,1/202.0,1/0.0
スマスロ北斗の拳,347,773,-731,3,2,0,1/154.6,1/257.7,1/386.5,1/0.0
スマスロ北斗の拳,348,273,-97,2,1,0,1/91.0,1/136.5,1/273.0,1/0.0
スマスロ北斗の拳,349,941,"+6,424",56,2,0,1/16.2,1/16.8,1/470.5,1/0.0
アイムジャグラーEX-TP,319,"1,448",-586,4,2,0,1/241.3,1/362.0,1/724.0,1/0.0
アイムジャグラーEX-TP,320,"6,742","+2,053",35,14,0,1/137.6,1/192.6,1/481.6,1/0.0
アイムジャグラーEX-TP,321,"1,488",-634,4,2,0,1/248.0,1/372.0,1/744.0,1/0.0
アイムジャグラーEX-TP,322,392,-294,1,0,0,1/392.0,1/392.0,1/0.0,1/0.0
アイムジャグラーEX-TP,323,"2,761",+368,13,5,0,1/153.4,1/212.4,1/552.2,1/0.0
アイムジャグラーEX-TP,324,"4,398","-1,412",13,8,0,1/209.4,1/338.3,1/549.8,1/0.0
アイムジャグラーEX-TP,325,"2,339",-583,7,5,0,1/194.9,1/334.1,1/467.8,1/0.0
マイジャグラーV,313,"3,261",+547,15,7,0,1/148.2,1/217.4,1/465.9,1/0.0
マイジャグラーV,314,"5,454",+685,25,13,0,1/143.5,1/218.2,1/419.5,1/0.0
マイジャグラーV,315,"1,456",-202,5,3,0,1/182.0,1/291.2,1/485.3,1/0.0
マイジャグラーV,316,"6,154",-194,24,14,0,1/161.9,1/256.4,1/439.6,1/0.0
マイジャグラーV,317,"3,130",+103,12,7,0,1/164.7,1/260.8,1/447.1,1/0.0
マイジャグラーV,318,"2,718",-135,10,7,0,1/159.9,1/271.8,1/388.3,1/0.0
ハッピージャグラーVIII,330,"1,128",+231,6,1,0,1/161.1,1/188.0,1/1128.0,1/0.0
ハッピージャグラーVIII,331,"3,598",+303,17,7,0,1/149.9,1/211.6,1/514.0,1/0.0
ハッピージャグラーVIII,332,"2,315",-401,7,7,0,1/165.4,1/330.7,1/330.7,1/0.0
ハッピージャグラーVIII,333,"4,275",-621,15,10,0,1/171.0,1/285.0,1/427.5,1/0.0
ハナハナホウオウ～天翔～-30,425,639,-737,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,426,120,+105,1,0,0,1/120.0,1/120.0,1/0.0,1/0.0
ハナハナホウオウ～天翔～-30,427,605,-367,1,2,0,1/201.7,1/605.0,1/302.5,1/0.0
ハナハナホウオウ～天翔～-30,428,22,-46,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
甲鉄城のカバネリ,399,742,-342,0,2,4,1/123.7,1/0.0,1/371.0,1/185.5
甲鉄城のカバネリ,400,"1,442",+602,0,3,13,1/90.1,1/0.0,1/480.7,1/110.9
甲鉄城のカバネリ,401,"1,720","+1,749",0,5,21,1/66.2,1/0.0,1/344.0,1/81.9
甲鉄城のカバネリ,402,"3,448","+2,484",0,11,35,1/75.0,1/0.0,1/313.5,1/98.5
ゴーゴージャグラー3,336,"1,292",-667,4,0,0,1/323.0,1/323.0,1/0.0,1/0.0
ゴーゴージャグラー3,337,"4,065",+37,18,9,0,1/150.6,1/225.8,1/451.7,1/0.0
ゴーゴージャグラー3,338,"1,445",-521,4,4,0,1/180.6,1/361.2,1/361.2,1/0.0
ゴッドイーター リザレクション,371,"1,906","-1,342",0,3,10,1/146.6,1/0.0,1/635.3,1/190.6
ゴッドイーター リザレクション,372,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴッドイーター リザレクション,373,"2,979","-1,952",0,5,16,1/141.9,1/0.0,1/595.8,1/186.2
ファンキージャグラー2,339,"5,793",-106,27,7,0,1/170.4,1/214.6,1/827.6,1/0.0
ファンキージャグラー2,340,"2,191",+389,10,5,0,1/146.1,1/219.1,1/438.2,1/0.0
ファンキージャグラー2,341,"6,046",-860,20,15,0,1/172.7,1/302.3,1/403.1,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,368,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
戦国乙女4 戦乱に閃く炯眼の軍師,369,"1,481",-457,7,0,4,1/134.6,1/211.6,1/0.0,1/370.2
戦国乙女4 戦乱に閃く炯眼の軍師,370,"1,954","-2,208",6,0,2,1/244.2,1/325.7,1/0.0,1/977.0
ToLOVEるダークネス,374,"2,679","+1,686",25,0,9,1/78.8,1/107.2,1/0.0,1/297.7
ToLOVEるダークネス,375,"3,431","-4,267",9,0,6,1/228.7,1/381.2,1/0.0,1/571.8
ゴールデンカムイ,352,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ゴールデンカムイ,353,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
サンダーVライトニング,422,985,+520,6,1,0,1/140.7,1/164.2,1/985.0,1/0.0
サンダーVライトニング,423,"2,686",-358,7,9,0,1/167.9,1/383.7,1/298.4,1/0.0
ジャグラーガールズ,334,569,-698,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ジャグラーガールズ,335,"3,625","+1,571",19,11,0,1/120.8,1/190.8,1/329.5,1/0.0
スマスロキングパルサー,356,129,-200,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
スマスロキングパルサー,357,666,-15,3,1,0,1/166.5,1/222.0,1/666.0,1/0.0
スマスロ真・北斗無双,350,"3,482","+3,572",44,0,3,1/74.1,1/79.1,1/0.0,1/1160.7
スマスロ真・北斗無双,351,"3,780","-2,590",21,0,10,1/121.9,1/180.0,1/0.0,1/378.0
ニューゲッターマウス,418,"1,171",-369,3,4,0,1/167.3,1/390.3,1/292.8,1/0.0
ニューゲッターマウス,419,72,-92,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
バジリスク絆2,414,901,-429,5,0,3,1/112.6,1/180.2,1/0.0,1/300.3
バジリスク絆2,415,30,-44,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ファミスタ回胴版!!,420,"5,130","-2,446",11,10,0,1/244.3,1/466.4,1/513.0,1/0.0
ファミスタ回胴版!!,421,"2,572",+248,8,6,0,1/183.7,1/321.5,1/428.7,1/0.0
ペルソナ5,397,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
ペルソナ5,398,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
モンキーターンV,366,"4,968","-1,422",0,12,19,1/160.3,1/0.0,1/414.0,1/261.5
モンキーターンV,367,"3,778","-2,949",0,8,14,1/171.7,1/0.0,1/472.2,1/269.9
戦姫絶唱シンフォギア 正義の歌,364,"4,649","+6,439",0,9,89,1/47.4,1/0.0,1/516.6,1/52.2
戦姫絶唱シンフォギア 正義の歌,365,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍！番長4,404,435,-559,0,0,1,1/435.0,1/0.0,1/0.0,1/435.0
押忍！番長4,405,107,-199,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新鬼武者2,394,3,-9,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
新鬼武者2,395,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
沖ドキ!GOLD,326,"1,776","-1,055",7,3,0,1/177.6,1/253.7,1/592.0,1/0.0
沖ドキ!GOLD,327,"1,872","+4,335",28,14,0,1/44.6,1/66.9,1/133.7,1/0.0
炎炎ノ消防隊,392,"1,843","-1,397",0,6,5,1/167.5,1/0.0,1/307.2,1/368.6
炎炎ノ消防隊,393,"1,365",-759,0,3,5,1/170.6,1/0.0,1/455.0,1/273.0
転生したらスライムだった件,354,40,-60,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
転生したらスライムだった件,355,115,-154,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,376,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
革命機ヴァルヴレイヴ,377,196,+473,3,0,1,1/49.0,1/65.3,1/0.0,1/196.0
ケロット4,328,784,+51,3,3,0,1/130.7,1/261.3,1/261.3,1/0.0
ニューパルサーSP4 with 太鼓の達人,329,"1,896","+1,319",12,5,0,1/111.5,1/158.0,1/379.2,1/0.0
L南国育ち,358,"1,903","-2,064",4,1,0,1/380.6,1/475.8,1/1903.0,1/0.0
麻雀格闘倶楽部 覚醒,359,"1,099","+1,611",0,2,12,1/78.5,1/0.0,1/549.5,1/91.6
戦国コレクション5超極楽LOOP,360,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
マクロスフロンティア4,361,459,+464,5,0,5,1/45.9,1/91.8,1/0.0,1/91.8
ラブ嬢3～Wご指名はいかがですか?～,362,457,-532,0,1,1,1/228.5,1/0.0,1/457.0,1/457.0
賞金首Angel,363,58,-58,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
かぐや様は告らせたい,378,"6,348","-1,439",29,6,24,1/107.6,1/218.9,1/1058.0,1/264.5
からくりサーカス,379,"2,143",+53,0,4,19,1/93.2,1/0.0,1/535.8,1/112.8
ゲゲゲの鬼太郎 覚醒,380,886,-872,0,1,3,1/221.5,1/0.0,1/886.0,1/295.3
ゴジラ対エヴァンゲリオン,381,"2,901","-1,236",10,0,14,1/120.9,1/290.1,1/0.0,1/207.2
聖闘士星矢 海皇覚醒 CUSTOM EDITION,382,"1,747","-1,175",0,1,10,1/158.8,1/0.0,1/1747.0,1/174.7
ゾンビランドサガ,383,"1,225","-1,057",7,0,1,1/153.1,1/175.0,1/0.0,1/1225.0
交響詩篇エウレカセブン4 HI-EVOLUTION,384,"4,778","-1,226",0,8,17,1/191.1,1/0.0,1/597.2,1/281.1
乃木坂46,385,"1,570",+332,0,6,21,1/58.1,1/0.0,1/261.7,1/74.8
バイオハザード:ヴェンデッタ,386,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
とある魔術の禁書目録,387,"1,353",+455,0,3,4,1/193.3,1/0.0,1/451.0,1/338.2
ソードアート・オンライン,388,"1,830","+4,255",0,1,36,1/49.5,1/0.0,1/1830.0,1/50.8
ガールズ&パンツァー 最終章,389,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
グランベルム,390,35,-60,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
押忍!番長ZERO,391,301,+26,0,1,3,1/75.2,1/0.0,1/301.0,1/100.3
黄門ちゃま喝2,396,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
痛いのは嫌なので防御力に極振りしたいと思います。,403,452,-180,2,1,0,1/150.7,1/226.0,1/452.0,1/0.0
忍者じゃじゃ丸くん,416,"2,558","-1,192",10,7,0,1/150.5,1/255.8,1/365.4,1/0.0
ファイヤードリフト,417,237,-268,0,1,0,1/237.0,1/0.0,1/237.0,1/0.0
クランキークレスト,424,"2,001",+255,10,2,0,1/166.8,1/200.1,1/1000.5,1/0.0
うまい棒,429,0,0,0,0,0,1/0.0,1/0.0,1/0.0,1/0.0
